sync_id,module,finding_id,recon_semantic_detail_finding,module_authority_artifact,module_scope,linkage_status,step03_relationship_id,core_artifact_id,core_artifact,core_section_heading,authority_owner,authority_source_artifact,authority_basis,authority_scope,core_evidence_line,core_evidence_excerpt,dependency,dependency_statement,proposed_synchronization_action,classification,step04_sync_target_historical,classification_basis_historical,status_historical,candidate_count,linkage_basis,historical_core_artifact_id,historical_core_section_heading
STEP04-0117,M08,M08-IA-11,Projection boundary,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,FULL controlled Dashboard/Notification projection authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve locked M08 projection/notification boundary.,PRESERVE,STEP04 → 12_API synchronization target,Normalized M08 status.,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
STEP04-0118,M08,M08-IA-12,Idempotency/retry,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,FULL controlled Dashboard/Notification projection authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve locked M08 projection/notification boundary.,PRESERVE,STEP04 → 12_API synchronization target,Normalized M08 status.,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
STEP04-0119,M08,M08-IA-13,Provenance/audit,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,FULL controlled Dashboard/Notification projection authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve locked M08 projection/notification boundary.,PRESERVE,STEP04 → 12_API synchronization target,Normalized M08 status.,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
STEP04-0120,M08,M08-IA-14,Supersession,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,FULL controlled Dashboard/Notification projection authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve locked M08 projection/notification boundary.,PRESERVE,STEP04 → 12_API synchronization target,Normalized M08 status.,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
STEP04-0121,M08,M08-IA-15,Physical/runtime gate,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,FULL controlled Dashboard/Notification projection authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve locked M08 projection/notification boundary.,PRESERVE,STEP04 → 12_API synchronization target,Normalized M08 status.,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
STEP04-0122,M08,M08-IA-16,Permission cardinality,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,FULL controlled Dashboard/Notification projection authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve locked M08 projection/notification boundary.,PRESERVE,STEP04 → 12_API synchronization target,Normalized M08 status.,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
STEP04-0123,M08,M08-IA-17,Source authority preservation,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,FULL controlled Dashboard/Notification projection authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0394,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,API contract governed by Core freeze,FULL controlled Dashboard/Notification projection authority,1.0,RUMAHAGEN — API SPECIFICATION,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve locked M08 projection/notification boundary.,PRESERVE,STEP04 → 12_API synchronization target,Normalized M08 status.,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0032,NO_HEADING_DETECTED
STEP04-0131,M10,M10-CORE-01,Core RBAC,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Core remains the role/authorization foundation; M10 is the canonical authorization boundary.,PRESERVE,STEP04 → 09_ERD synchronization target,Normalized M10 classification: SAFE / COMPATIBLE,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0132,M10,M10-CORE-02,Core Permission,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,"Role Permission remains the default matrix/baseline; Permission Preset is an optional governed configuration layer, not a role.",AUGMENT,STEP04 → 09_ERD synchronization target,Normalized M10 classification: REQUIRES ALIGNMENT,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0133,M10,M10-CORE-03,Core Scope,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preset scope must remain within governed scope semantics and cannot bypass ownership/domain constraints.,AUGMENT,STEP04 → 09_ERD synchronization target,Normalized M10 classification: REQUIRES ALIGNMENT,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0134,M10,M10-CORE-04,Core RLS,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,"RLS must enforce target-role compatibility, protected permissions, Manager Agent-only governance, ownership and organization constraints.",AUGMENT,STEP04 → 09_ERD synchronization target,Normalized M10 classification: REQUIRES ALIGNMENT,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0135,M10,M10-CORE-05,Core UI/UX,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,"Add configurable Preset List/Create/Edit/Assign, baseline-matrix configuration, scope configuration, validation, effective-permission preview, audit and lifecycle-gated delete.",AUGMENT,STEP04 → 09_ERD synchronization target,Normalized M10 classification: REQUIRES CHANGE,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0136,M10,M10-CORE-06,Core API,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,"Server-side APIs must enforce target-role compatibility, baseline containment, protected permissions and Manager Agent-only preset governance.",AUGMENT,STEP04 → 09_ERD synchronization target,Normalized M10 classification: REQUIRES CHANGE,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0137,M10,M10-CORE-07,Core ERD / DB,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,"Support governed preset definition, permission items and assignments, with integrity constraints for target role and assignment compatibility.",AUGMENT,STEP04 → 09_ERD synchronization target,Normalized M10 classification: REQUIRES CHANGE,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0138,M10,M10-CORE-08,Core lifecycle,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preset lifecycle is separate from account lifecycle: NOT CREATED→CREATED→ACTIVE→ASSIGNED→EDITED/MODIFIED→REASSIGNED/REPLACED.,PRESERVE,STEP04 → 09_ERD synchronization target,Normalized M10 classification: SAFE / COMPATIBLE,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0139,M10,M10-CORE-09,Core actor/role,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Role remains actor grouping; Superadmin Full Governance; Manager preset management Agent-only; others no preset management.,PRESERVE,STEP04 → 09_ERD synchronization target,Normalized M10 classification: SAFE / COMPATIBLE,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0140,M10,M10-CORE-10,Core organization boundary,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preset cannot grant organization membership/context.,PRESERVE,STEP04 → 09_ERD synchronization target,Normalized M10 classification: SAFE / COMPATIBLE,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0141,M10,M10-CORE-11,Core ownership boundary,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preset cannot redefine business ownership or hard ownership.,PRESERVE,STEP04 → 09_ERD synchronization target,Normalized M10 classification: SAFE / COMPATIBLE,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0142,M10,M10-CORE-12,Core cross-module authorization,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,FULL controlled Authorization/RBAC/Permission Preset authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0156,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Authorization/RBAC/Permission Preset authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Modules must consume M10 authorization and must not create local RBAC bypasses.,AUGMENT,STEP04 → 09_ERD synchronization target,Normalized M10 classification: REQUIRES ALIGNMENT,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
