sync_id,finding_id,module,step03_relationship_id,dependency,dependency_statement,classification,linkage_status
STEP04-0114,M08-IA-08,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0115,M08-IA-09,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0116,M08-IA-10,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0117,M08-IA-11,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0118,M08-IA-12,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0119,M08-IA-13,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0120,M08-IA-14,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0121,M08-IA-15,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0122,M08-IA-16,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0123,M08-IA-17,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0124,M08-IA-18,M08,SR-0394,M01-M15 upstream sources,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0125,PROP-M09-01,M09,SR-0395,M10 and domain owners,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0126,PROP-M09-02,M09,SR-0395,M10 and domain owners,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0127,PROP-M09-03,M09,SR-0521,M10 and domain owners,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0128,PROP-M09-04,M09,SR-0409,M10 and domain owners,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0129,PROP-M09-05,M09,SR-0080,M10 and domain owners,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0130,PROP-M09-06,M09,SR-0851,M10 and domain owners,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0131,M10-CORE-01,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0132,M10-CORE-02,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0133,M10-CORE-03,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0134,M10-CORE-04,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0135,M10-CORE-05,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0136,M10-CORE-06,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0137,M10-CORE-07,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0138,M10-CORE-08,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0139,M10-CORE-09,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0140,M10-CORE-10,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0141,M10-CORE-11,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0142,M10-CORE-12,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0143,M10-CORE-13,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0144,M10-CORE-14,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0145,M10-CORE-15,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0146,M10-CORE-16,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0147,M10-CORE-17,M10,SR-0156,All modules,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0148,M05-CI-001,M05,SR-0121,M04/M11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0149,M05-CI-002,M05,SR-0121,M04/M11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0150,M05-CI-003,M05,SR-0121,M04/M11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,ADD-NEW,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0151,M05-CI-004,M05,SR-0121,M04/M11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,ADD-NEW,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0152,M05-CI-005,M05,SR-0121,M04/M11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,ADD-NEW,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0153,M05-CI-006,M05,SR-0121,M04/M11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,ADD-NEW,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0154,M05-CI-007,M05,SR-0121,M04/M11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,ADD-NEW,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0155,M05-CI-008,M05,SR-0121,M04/M11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0156,M05-CI-009,M05,SR-0121,M04/M11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,ADD-NEW,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0157,M05-CI-010,M05,SR-0121,M04/M11,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0158,M11-CI-001,M11,SR-0127,M02/M03/M05/M06/M09/M12/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0159,M11-CI-002,M11,SR-0127,M02/M03/M05/M06/M09/M12/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0160,M11-CI-003,M11,SR-0127,M02/M03/M05/M06/M09/M12/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0161,M11-CI-004,M11,SR-0127,M02/M03/M05/M06/M09/M12/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0162,M11-CI-005,M11,SR-0127,M02/M03/M05/M06/M09/M12/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0163,M11-CI-006,M11,SR-0127,M02/M03/M05/M06/M09/M12/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0164,M11-CI-007,M11,SR-0127,M02/M03/M05/M06/M09/M12/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0165,M11-CI-008,M11,SR-0127,M02/M03/M05/M06/M09/M12/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0166,M11-CI-009,M11,SR-0127,M02/M03/M05/M06/M09/M12/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0167,M11-CI-010,M11,SR-0127,M02/M03/M05/M06/M09/M12/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0168,M12-CI-001,M12,SR-0128,M03/M10/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0169,M12-CI-002,M12,SR-0128,M03/M10/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0170,M12-CI-003,M12,SR-0128,M03/M10/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0171,M12-CI-004,M12,SR-0128,M03/M10/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0172,M12-CI-005,M12,SR-0128,M03/M10/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0173,M12-CI-006,M12,SR-0128,M03/M10/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0174,M12-CI-007,M12,SR-0128,M03/M10/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0175,M12-CI-008,M12,SR-0128,M03/M10/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0176,M12-CI-009,M12,SR-0128,M03/M10/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0177,M12-CI-010,M12,SR-0128,M03/M10/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0178,M13-CI-001,M13,SR-0129,M10/M09,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,RECONCILE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0179,M13-CI-002,M13,SR-0129,M10/M09,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,RECONCILE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0180,M13-CI-003,M13,SR-0129,M10/M09,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0181,M13-CI-004,M13,SR-0129,M10/M09,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0182,M14-CI-001,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0183,M14-CI-002,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0184,M14-CI-003,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0185,M14-CI-004,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0186,M14-CI-005,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0187,M14-CI-006,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0188,M14-CI-007,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0189,M14-CI-008,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0190,M14-CI-009,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0191,M14-CI-010,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0192,M14-CI-011,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0193,M14-CI-012,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0194,M14-CI-013,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0195,M14-CI-014,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0196,M14-CI-015,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0197,M14-CI-016,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0198,M14-CI-017,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0199,M14-CI-018,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0200,M14-CI-019,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0201,M14-CI-020,M14,SR-0130,M03/M04/M06/M10/M11/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0202,M15-IA-01,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0203,M15-IA-02,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0204,M15-IA-03,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0205,M15-IA-04,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0206,M15-IA-05,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0207,M15-IA-06,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0208,M15-IA-07,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0209,M15-IA-08,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0210,M15-IA-09,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0211,M15-IA-10,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0212,M15-IA-11,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0213,M15-IA-12,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0214,M15-IA-13,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0215,M15-IA-14,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0216,M15-IA-15,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0217,M15-IA-16,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0218,M15-IA-17,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0219,M15-IA-18,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0220,M15-IA-19,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0221,M15-IA-20,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
STEP04-0222,M15-IA-21,M15,SR-0131,M04/M10/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED
