canonical_id,record_type,rule_name,module_authority,normalized_semantic_key,duplicate_key_count,duplicate_status
M05-CI-003,MXX_RULE_EXTENSION_OR_AMENDMENT,Waitinglist has no queue number/rank; participants are equal,M05,MXX_RULE_EXTENSION_OR_AMENDMENT|M05|waitinglist has no queue number rank participants are equal,1,UNIQUE_KEY
M05-CI-004,MXX_RULE_EXTENSION_OR_AMENDMENT,First successful registration captures an available slot,M05,MXX_RULE_EXTENSION_OR_AMENDMENT|M05|first successful registration captures an available slot,1,UNIQUE_KEY
M05-CI-005,MXX_RULE_EXTENSION_OR_AMENDMENT,Registration window closes at start_at + 1 hour,M05,MXX_RULE_EXTENSION_OR_AMENDMENT|M05|registration window closes at start at 1 hour,1,UNIQUE_KEY
M05-CI-006,MXX_RULE_EXTENSION_OR_AMENDMENT,Pre-start cancellation returns one quota slot,M05,MXX_RULE_EXTENSION_OR_AMENDMENT|M05|pre start cancellation returns one quota slot,1,UNIQUE_KEY
M05-CI-007,MXX_RULE_EXTENSION_OR_AMENDMENT,Attendance optional; no-show does not auto-cancel registration,M05,MXX_RULE_EXTENSION_OR_AMENDMENT|M05|attendance optional no show does not auto cancel registration,1,UNIQUE_KEY
M05-CI-008,MXX_RULE_EXTENSION_OR_AMENDMENT,Event cancellation is distinct from participant registration cancellation,M05,MXX_RULE_EXTENSION_OR_AMENDMENT|M05|event cancellation is distinct from participant registration cancellation,1,UNIQUE_KEY
M05-CI-009,MXX_RULE_EXTENSION_OR_AMENDMENT,Event-start notification targets registered and waitinglist participants; M08 remains delivery/projection layer,M05,MXX_RULE_EXTENSION_OR_AMENDMENT|M05|event start notification targets registered and waitinglist participants m08 remains delivery projection layer,1,UNIQUE_KEY
M11-CI-006,MXX_RULE_EXTENSION_OR_AMENDMENT,M09 Static Public Content → M11 discovery,M11,MXX_RULE_EXTENSION_OR_AMENDMENT|M11|m09 static public content m11 discovery,1,UNIQUE_KEY
M11-CI-007,MXX_RULE_EXTENSION_OR_AMENDMENT,M09 Announcement/Promotion → M11 discovery/measurement,M11,MXX_RULE_EXTENSION_OR_AMENDMENT|M11|m09 announcement promotion m11 discovery measurement,1,UNIQUE_KEY
M12-CI-004,MXX_RULE_EXTENSION_OR_AMENDMENT,ORG-ADMIN action/permission boundary,M12,MXX_RULE_EXTENSION_OR_AMENDMENT|M12|org admin action permission boundary,1,UNIQUE_KEY
M13-CI-001,MXX_RULE_EXTENSION_OR_AMENDMENT,Provider Catalogue mutation authority is Superadmin-only,M13,MXX_RULE_EXTENSION_OR_AMENDMENT|M13|provider catalogue mutation authority is superadmin only,1,UNIQUE_KEY
M13-CI-002,MXX_RULE_EXTENSION_OR_AMENDMENT,BYOK ownership is Agent/User OWN,M13,MXX_RULE_EXTENSION_OR_AMENDMENT|M13|byok ownership is agent user own,1,UNIQUE_KEY
M14-CI-005,MXX_RULE_EXTENSION_OR_AMENDMENT,Eight approved commercial surfaces,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|eight approved commercial surfaces,1,UNIQUE_KEY
M14-CI-006,MXX_RULE_EXTENSION_OR_AMENDMENT,Subscription lifecycle,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|subscription lifecycle,1,UNIQUE_KEY
M14-CI-007,MXX_RULE_EXTENSION_OR_AMENDMENT,Add-on lifecycle/validity,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|add on lifecycle validity,1,UNIQUE_KEY
M14-CI-008,MXX_RULE_EXTENSION_OR_AMENDMENT,Promotion lifecycle,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|promotion lifecycle,1,UNIQUE_KEY
M14-CI-009,MXX_RULE_EXTENSION_OR_AMENDMENT,Immutable purchase snapshot,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|immutable purchase snapshot,1,UNIQUE_KEY
M14-CI-010,MXX_RULE_EXTENSION_OR_AMENDMENT,Order confirmation invariant,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|order confirmation invariant,1,UNIQUE_KEY
M14-CI-011,MXX_RULE_EXTENSION_OR_AMENDMENT,Trusted payment verification,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|trusted payment verification,1,UNIQUE_KEY
M14-CI-012,MXX_RULE_EXTENSION_OR_AMENDMENT,Idempotent fulfillment,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|idempotent fulfillment,1,UNIQUE_KEY
M14-CI-013,MXX_RULE_EXTENSION_OR_AMENDMENT,Entitlement lifecycle,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|entitlement lifecycle,1,UNIQUE_KEY
M14-CI-014,MXX_RULE_EXTENSION_OR_AMENDMENT,Quota Capacity,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|quota capacity,1,UNIQUE_KEY
M14-CI-015,MXX_RULE_EXTENSION_OR_AMENDMENT,Operational Pool,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|operational pool,1,UNIQUE_KEY
M14-CI-016,MXX_RULE_EXTENSION_OR_AMENDMENT,Allocation,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|allocation,1,UNIQUE_KEY
M14-CI-017,MXX_RULE_EXTENSION_OR_AMENDMENT,Usage,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|usage,1,UNIQUE_KEY
M14-CI-018,MXX_RULE_EXTENSION_OR_AMENDMENT,Refund / chargeback,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|refund chargeback,1,UNIQUE_KEY
M14-CI-019,MXX_RULE_EXTENSION_OR_AMENDMENT,Reconciliation,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|reconciliation,1,UNIQUE_KEY
M14-CI-020,MXX_RULE_EXTENSION_OR_AMENDMENT,Refresh Allowance,M14,MXX_RULE_EXTENSION_OR_AMENDMENT|M14|refresh allowance,1,UNIQUE_KEY
M15-IA-03,MXX_RULE_EXTENSION_OR_AMENDMENT,Qualification/evidence,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|qualification evidence,1,UNIQUE_KEY
M15-IA-04,MXX_RULE_EXTENSION_OR_AMENDMENT,Partner Learning,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|partner learning,1,UNIQUE_KEY
M15-IA-05,MXX_RULE_EXTENSION_OR_AMENDMENT,Developer Learning,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|developer learning,1,UNIQUE_KEY
M15-IA-08,MXX_RULE_EXTENSION_OR_AMENDMENT,Permission,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|permission,1,UNIQUE_KEY
M15-IA-10,MXX_RULE_EXTENSION_OR_AMENDMENT,Visibility/Presentation,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|visibility presentation,1,UNIQUE_KEY
M15-IA-11,MXX_RULE_EXTENSION_OR_AMENDMENT,Approval,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|approval,1,UNIQUE_KEY
M15-IA-12,MXX_RULE_EXTENSION_OR_AMENDMENT,API,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|api,1,UNIQUE_KEY
M15-IA-15,MXX_RULE_EXTENSION_OR_AMENDMENT,RBAC/RLS,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|rbac rls,1,UNIQUE_KEY
M15-IA-16,MXX_RULE_EXTENSION_OR_AMENDMENT,Functional,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|functional,1,UNIQUE_KEY
M15-IA-17,MXX_RULE_EXTENSION_OR_AMENDMENT,Technical,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|technical,1,UNIQUE_KEY
M15-IA-18,MXX_RULE_EXTENSION_OR_AMENDMENT,UI/UX,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|ui ux,1,UNIQUE_KEY
M15-IA-19,MXX_RULE_EXTENSION_OR_AMENDMENT,Dependencies,M15,MXX_RULE_EXTENSION_OR_AMENDMENT|M15|dependencies,1,UNIQUE_KEY
MBR-COM-001,COMMERCIAL_CLOSED_APPROVED,MBR-COM-001 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 001 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-002,COMMERCIAL_CLOSED_APPROVED,MBR-COM-002 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 002 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-003,COMMERCIAL_CLOSED_APPROVED,MBR-COM-003 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 003 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-004,COMMERCIAL_CLOSED_APPROVED,MBR-COM-004 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 004 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-005,COMMERCIAL_CLOSED_APPROVED,MBR-COM-005 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 005 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-006,COMMERCIAL_CLOSED_APPROVED,MBR-COM-006 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 006 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-007,COMMERCIAL_CLOSED_APPROVED,MBR-COM-007 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 007 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-008,COMMERCIAL_CLOSED_APPROVED,MBR-COM-008 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 008 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-009,COMMERCIAL_CLOSED_APPROVED,MBR-COM-009 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 009 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-010,COMMERCIAL_CLOSED_APPROVED,MBR-COM-010 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 010 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-011,COMMERCIAL_CLOSED_APPROVED,MBR-COM-011 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 011 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-012,COMMERCIAL_CLOSED_APPROVED,MBR-COM-012 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 012 approved commercial business rules family,1,UNIQUE_KEY
MBR-COM-013,COMMERCIAL_CLOSED_APPROVED,MBR-COM-013 — Approved Commercial Business Rules Family,M14,COMMERCIAL_CLOSED_APPROVED|M14|mbr com 013 approved commercial business rules family,1,UNIQUE_KEY
