source_relative_path,extension,bytes,sha256,text_lines
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_M01-M15_AUTHORITY_BOUNDARY_MATRIX_FULL.csv,csv,2413,33348d68f91befd23ed123a3d5cf0b11c7798aa21a9612985f21cde55283e13e,16
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_FINAL_PACKAGE_DEEP_SCAN_REPORT.csv,csv,175,e17617da9b134a7775acf8bd982e0ce0f49d253ab5083af4b39a1431a5296bdc,2
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_PORTABLE_CHECKPOINT.json,json,552,2d5f969f58ca513eaea3b295578d47d906b13410ecba9877dc88c3b1d4c4265d,16
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_M10_AUTHORIZATION_AUTHORITY_VERIFICATION.csv,csv,832,fd2f533953e6c9fe8d46188b594754a0445d56a4fee27152b07868ce079898ed,8
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_BOUNDARY_MATRIX.csv,csv,19539,ed9ed9747eb19522f8e7ec945c1325a1e893fc1a92efa4dd558d908903d69632,58
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_CORE_V1_3_INHERITANCE_RECONCILIATION_AUDIT.csv,csv,5263,708d7ac6907a5f35d443ae3e95bcfa7b5e4c569c7a4d19b8e56393a7bdf1a2c1,17
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_CROSS_MODULE_CONFLICT_FINDING_REGISTER.csv,csv,1346,8654757fc126fd81da7719c3050d00091c0aa52975b6afae7bb53f1d79931d50,8
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_M01-M15_AUTHORITY_BOUNDARY_IMPACT_MATRIX.csv,csv,784,fa90ffcdbd36c640d2a336b9829bc0c278c37f86a8d165e636953bb619b52ee6,16
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_CORE_V1_3_SCOPE_GAP_AUDIT.csv,csv,2613,45ed052cb0d342ffc1bc1d1279f8d4ae0ae43466004bfd678bef53c01b723231,16
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_AUTHORIZATION_DEPENDENCY_MATRIX.csv,csv,12834,142e93b7da9880b1c6f8b0c966e84131bbafea3b7b7eaf4e070d7e205b177a85,58
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_CONTROLLED_RESIDUAL_REGISTER.csv,csv,541,c8caa3ade503ae1dfb736a3ee05c17aa5d8e7521bb4dc4cf03420082622b1501,5
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_GATE_MATRIX.csv,csv,1075,56a40923934219f90e8bcabd0d2fb3dd27940d3fd470b6cf1fbf1a162a37bf76,14
step12 sync core__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION.docx,docx,37297,be2c91da680d63d20086583271acd8bacd823cb85d2ff7a47712d1220cfdd133,16
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_CAPABILITY_AUTHORITY_REGISTER.csv,csv,7768,979b5866cb8b20ff1a253657e533542b31d42e0be24a3199a0e40b5c0f9f0c32,58
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION.md,md,5146,d3a845f0ba2545c8d2a0d9131f486f6c49ec5a432df5f22f9670fa7f9dda2028,80
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/README.md,md,671,4fc44842172062b1e694d0740d0aab32cb4b37acd8a3fc6eb7db9faf27405762,12
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_CORE_V1_3_C_SCOPE_INHERITANCE_AUGMENTATION_REGISTER.csv,csv,1681,518279a0034f9b449843616ee2adea15cf13a681295e4148989712352375f928,13
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_SCOPE_SEMANTICS_REGISTER.csv,csv,10986,b6d131fc894e49320a4025fb3c66da90e2c3617cb2f0c27889782cd2eeb1383d,58
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_PHYSICAL_RLS_DOWNSTREAM_RESIDUAL_REGISTER.csv,csv,559,9633b251ddf726eeeacb120492b4d41bf748057fe08f0a46d444baa75d7cd19c,6
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_M01-M15_C_SCOPE_IMPACT_MATRIX.csv,csv,2093,d90796a7ba1dd64679fbd01763f1f00dbb30d20c3b3062b93ee57b1ad8fd9e12,16
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_SOURCE_MANIFEST_SHA256.csv,csv,1238,525de563ce48e95f9d0d6dc7dff8e0f259244113c5c71d1af76efc5db907d646,9
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_CONDITION_REGISTER.csv,csv,6137,485bf7b7c91319e21ed39b5db029646fab0e1cc91eafee89cd2a730b98715652,58
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_FINDING_REGISTER.csv,csv,1448,37ccf0e31df818228092aa1bfc182e9a228b60c2e7805ee8b65c74ffd956b719,8
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_AUTHORIZATION_GRAPH_REGISTER.csv,csv,85792,9ef8aa1f118a8194f927da6cf1f49edc79e42f567eca7bc58371459658312bf5,400
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION.docx,docx,38946,abde2da57a0966fdb013a77f3cfc841b289688d5c64015fb1d7cdc73282e3497,67
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_MATRIX.csv,csv,9625,874964653125f1ffc910ef0f8b444e99093a135c0d9e1380b0026c9ec630b438,58
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_ORGANIZATION_CONTEXT_REGISTER.csv,csv,13387,e7dafd8f4b7ac2b8cf6f7699c30d4f45316568ded4ca5a1090780a8e40bbb4c5,58
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_STEP12B_HANDOFF_REGISTER.csv,csv,538,15c252b092ef8b236652db51a8d71783e321e09f120cd6f1a3d94e1260774572,4
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_GATE_MATRIX.csv,csv,875,503484abfa37456d0cd10e717b0b09aa65fc1df73ccd2d07b3593c816572f488,15
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_API_DATA_FLOW_AUTHORIZATION_DEPENDENCY_REGISTER.csv,csv,1706,598997fa7da1caa79b3900a0c65de02dfc3bbedac61f5269d76d9503297467e5,16
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_CROSS_MODULE_AUTHORIZATION_CONFLICT_REGISTER.csv,csv,2023,3d63fab3a73b9766914f8457fe7b5b1c46c6c81de941ddac7a0514364e17498a,11
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_PORTABLE_CHECKPOINT.json,json,801,5e9717821458f7d3707fe42470ac95706917d2aae753560abfa7027f24c118bf,25
step12 sync core__EXTRACTED/STEP12-C_CAPABILITY_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-C_OWNERSHIP_BOUNDARY_REGISTER.csv,csv,10459,8f7023ba59726ee1d72bd525627a82bc1b4353ac9d35794f9ed4718be535363e,58
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_GATE_MATRIX.csv,csv,877,dd3eb78c0dae37807dc96cf46ae004f9daad18d1ef6b7e1d7f68a47f29f941ee,12
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_PRESET_CAPABILITY_BOUNDARY_MATRIX.csv,csv,1044,04aacb1b375721b3ebad04dc7e0ed13b8d4b175efc4652a225d638c14089ddd7,12
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_CORE_INHERITANCE_AUGMENTATION_REGISTER.csv,csv,1071,0a07d081c38b8c1f78f8eee5ac13a7dfcee1992f02b7b27aebf232236fab3400,9
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_CORE_V1_3_SCOPE_GAP_AUDIT.csv,csv,1153,19972f015a0358e5878463ade2fb46e8a3b6b01ba5c625c58ac4a17ee8f25f29,7
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/README.md,md,389,a6abd28d17642eb7d638c8619f641e58bed53362685b502cfc9a6744d84533e2,7
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_PORTABLE_CHECKPOINT.json,json,524,1c67d0c37ed9858bec4a62bec0bccde02f59713f360353e2af0bb29fedde9d1a,17
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_STEP11_HANDOFF_RESIDUAL_REGISTER.csv,csv,543,08f975f4c88023d0eac4c59801e579379fed64dcb3dad2b7f12863f48c60f594,5
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_API_STORAGE_RLS_EVIDENCE_REGISTER.csv,csv,893,8b4c770f7c6b824b8d05ed03baeb53134a8c9d47621eeca64e0aa95ee75dc15e,6
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_M10_TO_CORE_PERMISSION_PRESET_DELTA_REGISTER.csv,csv,1738,fd571ac0c843a81041402462bf3c3ad80d152791bccc416cb0309d23989b4838,11
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_MATRIX.csv,csv,829,c3017a22400751d7983bf9f1f515b9eeab43837f78c0d51c99239ca8de7d717c,7
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_SOURCE_MANIFEST_SHA256.csv,csv,1057,0897f75bdc777c4a93f9502dc239168a646aa0f6e9b865328d51039a7dc86fe3,9
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_CONFLICT_FINDING_REGISTER.csv,csv,1529,a218b27fd2671e2b2984baf760defedb3a92fcaa4d679bc8351d292e43f56adb,7
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION.md,md,7642,dbe921dcffad651838e8fa22dad191586b6092da78841858824d0f4a11fc04dc,151
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION.docx,docx,39970,227f5c505700491484223e1c511bc0d0d965554810e400683216007370bbf061,26
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_PERMISSION_PRESET_GOVERNANCE_COVERAGE_REGISTER.csv,csv,1214,14f8c86c1784d8b9053b293f26faf1ace15ea5b10b4381ecaa7f00ad770438d7,12
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_M01-M15_PERMISSION_PRESET_IMPACT_COVERAGE_MATRIX.csv,csv,3163,a68f49535f2a2edd5802a6d8f338ed380798567756a5496f027b827d9a64c98d,16
step12 sync core__EXTRACTED/STEP12-B_PERMISSION_PRESET_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-B_PRESET_ROLE_TRACEABILITY_MATRIX.csv,csv,1169,71054ba040e32ac9c8fd35acf3af1dc4f10ca66f2fd63f489ab8c8b79e6f019e,6
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_SOURCE_MANIFEST_SHA256.csv,csv,1596,673ecc83fb95f24e59fed7ae83c98bcd7bb22b6dbbe267b5369b2f5fa1a5ba48,8
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_CORE_ROLE_PERMISSION_DELTA_REGISTER.csv,csv,3325,111d28deec9499e85683ab2b8dda99e7511e3f611a79bce8e054bb04b272f5b8,16
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_ROLE_PERMISSION_MASTER_MATRIX.csv,csv,7604,b32f560cd10129f7dcb070a259f0a281154685aad2f111c5c4a9d8b6689167b1,51
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_M04_FROZEN_PERMISSION_VOCABULARY.csv,csv,1285,ae05fbbe64b2c2be119dba73b9444c27398affe27ed99e4b2614f0c2be0c4bd4,15
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/README.md,md,403,53b7121de8acf8685674a99f6d77398411f46d672185ab384b06e5b08b2ec8a7,2
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_AUTHORITY_SCOPE_RECONCILIATION_REGISTER.csv,csv,1614,24c3edc9d4d296591fd6d132d4137a076fa92393f64fab721a7775519d1e57f8,12
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION.md,md,7929,9f2c3ebe91a6fe987c57bbd1c97884e2f76e9e7208c24407fd09d691de951f94,169
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_M10_CURRENT_ROLE_PERMISSION_BASELINE.csv,csv,1394,891de55341786f222ec25330f1bd374eaac5cda4e4001b480a5d1700088285a4,12
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_M01-M15_ROLE_PERMISSION_SYNCHRONIZATION_MATRIX.csv,csv,2997,ac585fbbacc004813b8a6fc4759088b9a30fa77bdc72b51d84e5155399b8f66f,16
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_PORTABLE_CHECKPOINT.json,json,872,4a45eeb7f69d7fa23a3e9348b98e7912ffdbb1304acf9dec70967233ea92dbcb,26
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_FINDING_REGISTER.csv,csv,1546,693b5838f3ddcd7c9d056ac6b3efcdbbae3c1748bea0c24363beadb79e03141c,8
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_PERMISSION_PRESET_BOUNDARY_REGISTER.csv,csv,609,f3815a63d2c2763abbcc89d399483c2e1fe7ad8cf3baea0289b3a04a14da53cf,10
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_ROLE_PERMISSION_CONFLICT_REGISTER.csv,csv,2148,de208a9879fcd71db2c46693ea952b5748507d43b0904eadbca6806ae545daab,5
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_DIRECT_STEP11_RBAC_RLS_HANDOFF_REGISTER.csv,csv,419,0301cca444274748888c28dd53ed361c06d032d7d3b6ed12041be9ea1cae2295,5
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_ROLE_CATALOGUE_FULL.csv,csv,1383,02878a5439f929ea2e6ab5372157c0b73441f42e4340448608a7fce950e48e7f,10
step12 sync core__EXTRACTED/STEP12-01_ROLE_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-01_ROLE_PERMISSION_SYNCHRONIZATION_FULL_VERSION.docx,docx,39191,1785b1605a3cb8fcf2bd847a058d00404b757707b8c980fb623960c7a4dde40a,63
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_ROLE_PERMISSION_CAPABILITY_API_MATRIX.csv,csv,118023,3b1f4a1eb458ad16764a5ccbf3bfa5b7250044e22b7d416b1dade12c63c9691a,484
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_STEP12E_HANDOFF_REGISTER.csv,csv,424,7edb355a504d3424684f0d6390cb770f437fecfef28c6bc716b39d83040017f5,5
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_M01-M15_IMPACT_MATRIX.csv,csv,2488,fdd6914df52e6d6450313e4cdb2d27d90ea055f527a1ca5f54f85e0b0891b22e,16
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_PROTECTED_API_AUTHORIZATION_COVERAGE.csv,csv,65732,1de519d3d3ba44b9b633695c1b9efd7f6be07a8cfc01a41919b45208c749fac0,240
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_MISSING_AUTHORIZATION_API_REGISTER.csv,csv,576,d14e871d2d64b5135aa2abec1960b4fb33d063d68d3d921f7f43998e90b26126,2
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_FULL_VERSION.md,md,2979,98c46d4780e0eecaa13ee614509a695faf6269dba80705274cdf9d3088d0fd7e,41
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_FINAL_PACKAGE_DEEP_SCAN_REPORT.csv,csv,182,3c07f11bda5d2645cc2456ed77f74b073d2b2bcd6cc72dca75aefa3630c1c6da,2
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_SHA256_MANIFEST.csv,csv,2312,08931b1ff54d927b2f62306cfdd312ab1d9c4f74f7d3ed62fb5b9455a0239ca2,23
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/README.md,md,462,347c1ebe20959171f308e8438ad290ed7b7c64b9da1a091f366381be4320526e,10
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_FINDING_REGISTER.csv,csv,2181,3102ab1bebd4e57f06449f12d5338cf6e5f940d3c599c9990765a79d1640ed72,10
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_CROSS_MODULE_AUTHORIZATION_TRACEABILITY_MATRIX.csv,csv,1706,1120733e7aa4f0d540a8c3d40304508ad67fe3e009a94d79da23300284e1d88d,10
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_SOURCE_EVIDENCE_PROVENANCE_MANIFEST.csv,csv,632,543421d19afabe6593faf6b8d7f326ddbfc4da776b84005b540677bdcfea5b7a,7
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_RECURSIVE_SOURCE_DEEP_SCAN_REPORT.csv,csv,1909,4f993b9c9a7b37aecd1509ee63761c67a49673c8f05ac28637b70fe9f6fe9b2f,14
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_API_FLOW_MATRIX.csv,csv,56272,fb94e06e68023abed877b775db52f259bd36598f053032a0e0e1928f00594212,240
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_FULL_VERSION.docx,docx,37142,ccd8489cfd8f466a957b2eb837234fbecc27cbcf19bf91db9779013e13385cab,16
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_GATE_MATRIX.csv,csv,1491,b64565c7e44e54d3442a0c3a95ecbaf2d20c0cf12e1588bfc56157e0c2f49a19,11
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_API_DATA_ENTITY_MATRIX.csv,csv,91600,73421c8c7eb5a7713fb8e0ea3c98e620871695a860cc2282c660a1e698858e71,240
step12 sync core__EXTRACTED/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED__EXTRACTED/STEP12-F_CORE_V1_3_INHERITANCE_RECONCILIATION_AUDIT.csv,csv,3020,31518f2b43964512f83ae624c69f88b646816fc26c1679c7a5649423213f01ce,16
