finding_id,module,execution_wp,execution_batch,wp_exists,duplicate_finding,core_preserved,core_modified,p9_engineering_treatment,p11_context_required,runtime_status,documentary_evidence_status,p12_evidence_disposition,p12_stage_evidence,physical_runtime_gate,implementation_blocker_from_absence_of_physical_runtime,P14ManifestStatus
M04-CI-014,M04,M04-P4-WP06,B05,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M04-CI-015,M04,M04-P4-WP06,B05,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M04-CI-016,M04,M04-P4-WP06,B05,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M04-CI-017,M04,M04-P4-WP06,B05,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-001,M06,M06-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-002,M06,M06-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-003,M06,M06-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-004,M06,M06-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-005,M06,M06-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-006,M06,M06-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-007,M06,M06-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-008,M06,M06-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-009,M06,M06-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-010,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-011,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-012,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-013,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-014,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-015,M06,M06-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-016,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-017,M06,M06-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M06-CI-018,M06,M06-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-001,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-002,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-003,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-004,M07,M07-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-005,M07,M07-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-006,M07,M07-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-007,M07,M07-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-008,M07,M07-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-009,M07,M07-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-010,M07,M07-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-011,M07,M07-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-012,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-013,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-014,M07,M07-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-015,M07,M07-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-016,M07,M07-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-017,M07,M07-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-018,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M07-IA-019,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M05-CI-001,M05,M05-P4-WP01,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M05-CI-002,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M05-CI-003,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M05-CI-004,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M05-CI-005,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M05-CI-006,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M05-CI-007,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M05-CI-008,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M05-CI-009,M05,M05-P4-WP03,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M05-CI-010,M05,M05-P4-WP04,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-01,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-02,M08,M08-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-03,M08,M08-P4-WP03,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-04,M08,M08-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-05,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-06,M08,M08-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-07,M08,M08-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-08,M08,M08-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-09,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-10,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-11,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-12,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-13,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-14,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
M08-IA-15,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,YES,N-A CURRENT P12_RECONCILIATION_EVIDENCE STAGE; CARRIED AS FUTURE VERIFICATION STATE,SUPPORTED,PRESERVE / RECONCILE,DOCUMENTARY/DESIGN,N-A / OUT OF SCOPE,NO,PRESERVED_FROM_P12
