district_code,code,name,postal_code
170910,1709102003,Sekayun Hilir,38372
170910,1709102004,Talang Donok,38372
170910,1709102005,Taba Tengah,38372
170910,1709102006,Padang Berunai,38372
170910,1709102007,Lubuk Langkap,38372
170910,1709102008,Air Napal,38372
170910,1709102009,Genting,38372
170910,1709102010,Talang Panjang,38372
170910,1709102011,Bang Haji,38372
170910,1709102012,Sungkai Berayun,38372
170911,1709112001,Pagar Gunung,
170911,1709112002,Karang Nanding,
170911,1709112003,Semidang,
170911,1709112004,Gajah Mati,
170911,1709112005,Padang Siring,
170911,1709112006,Lagan Bungin,
170911,1709112007,Pagar Jati,
170911,1709112008,Taba Lagan,
170911,1709112009,Lagan,
170911,1709112010,Bukit,
170911,1709112011,Kota Niur,
177101,1771011001,Pagar Dewa,38211
177101,1771011002,Sukarami,38216
177101,1771011003,Pekan Sabtu,38213
177101,1771011004,Bumu Ayu,
177101,1771011005,Betungan,38214
177101,1771011006,Sumur Dewa,38216
177102,1771021001,Padang Harapan,38225
177102,1771021002,Jalan Gedang,38225
177102,1771021021,Sidomulyo,38229
177102,1771021024,Lingkar Barat,38221
177102,1771021027,Cempaka Permai,38221
177103,1771031001,Berkas,38114
177103,1771031002,Pasar Baru,38114
177103,1771031003,Jitra,38119
177103,1771031004,Pasar Melintang,38115
177103,1771031005,Kebun Roos,
177103,1771031007,Tengah Padang,38118
177103,1771031008,Bajak,38118
177103,1771031010,Pondok Besi,38117
177103,1771031011,Kebun Keling,38116
177103,1771031013,Sumur Meleleh,38113
177103,1771031014,Malabero,
177103,1771031018,Pintu Batu,38115
177103,1771031019,Kampung Bali,38119
177104,1771041001,Kandang Limun,38122
177104,1771041002,Bentiring,38126
177104,1771041003,Pematang Gubernur,38125
177104,1771041004,Rawa Makmur,38121
177104,1771041005,Beringin Raya,38121
177104,1771041006,Bentiring Permai,38121
177104,1771041007,Rawa Makmur Permai,38121
177105,1771051001,Kandang,38216
177105,1771051002,Kandang Mas,38215
177105,1771051003,Teluk Sepang,38215
177105,1771051004,Sumber Jaya,38215
177105,1771051005,Padang Serai,38215
177105,1771051006,Muara Dua,38215
177106,1771061001,Kebun Tebeng,38227
177106,1771061002,Tanah Patah,38224
177106,1771061003,Nusa Indah,38224
177106,1771061004,Kebun Beler,38223
177106,1771061005,Kebun Kenanga,38223
177106,1771061006,Sawah Lebar,38228
177106,1771061007,Sawah Lebar Baru,38223
177106,1771061008,Lempuing,38223
177107,1771071001,Padang Jati,38227
177107,1771071002,Kebun Dahri,38221
177107,1771071003,Belakang Pondok,38221
177107,1771071004,Penurunan,38223
177107,1771071005,Anggut Bawah,38223
177107,1771071006,Anggut Atas,38222
177107,1771071007,Anggut Dalam,38222
177107,1771071008,Kebun Geran,38222
177107,1771071009,Pengantungan,
177108,1771081001,Kampung Kelawi,38119
177108,1771081002,Sukamerindu,38119
177108,1771081003,Semarang,38119
177108,1771081004,Tanjung Agung,38119
177108,1771081005,Tanjung Jaya,38119
177108,1771081006,Surabaya,38119
177108,1771081007,Pasar Bengkulu,38119
177109,1771091001,Panorama,38226
177109,1771091002,Jembatan Kecil,38224
177109,1771091003,Dusun Besar,38229
177109,1771091004,Padang Nangka,38221
177109,1771091005,Timur Indah,38221
177109,1771091006,Lingkar Timur,38221
180104,1801042001,Hajimena,35362
180104,1801042002,Sidosari,35362
180104,1801042003,Pemanggilan,35362
180104,1801042004,Natar,35362
180104,1801042005,Muara Putih,35362
180104,1801042006,Negara Ratu,35362
180104,1801042007,Merak Batin,35362
180104,1801042008,Tanjung Sari,35362
180104,1801042009,Bumi Sari,35362
180104,1801042010,Candi Mas,35362
180104,1801042011,Branti Raya,35362
180104,1801042012,Haduyang,35362
180104,1801042013,Banjar Negeri,35362
180104,1801042014,Mandah,35362
180104,1801042015,Rulung Helok,35362
180104,1801042016,Bandarejo,35362
180104,1801042017,Suka Damai,35362
180104,1801042018,Purwosari,35362
180104,1801042019,Pancasila,35362
180104,1801042020,Rejosari,35362
180104,1801042021,Rulung Raya,35362
180104,1801042022,Krawang Sari,35362
180104,1801042023,Wai Sari,35362
180104,1801042024,Kali Sari,35362
180104,1801042025,Rulung Sari,35362
180104,1801042026,Rulung Mulya,35362
180105,1801052001,Kaliasin,35361
180105,1801052003,Lematang,35361
180105,1801052004,Sukanegara,35361
180105,1801052005,Serdang,35361
180105,1801052006,Sinar Ogan,35361
180105,1801052007,Jati Baru,35361
180105,1801052008,Sabah Balau,35361
180105,1801052009,Budi Lestari,35361
180105,1801052010,Trimulyo,35361
180105,1801052011,Jati Indah,35361
180105,1801052012,Way Galih,35361
180105,1801052013,Sindang Sari,35361
180105,1801052015,Purwodadi Simpang,35361
180105,1801052021,Galih Lunik,35361
180105,1801052022,Rejomulyo,35361
180105,1801052023,Sri Katon,35361
180106,1801061006,Bumi Agung,35551
180106,1801061007,Kalianda,35551
180106,1801061008,Way Urang,35551
180106,1801061028,Wai Lubuk,35551
180106,1801062001,Jondong,35551
180106,1801062002,Tengkujuh,35551
180106,1801062003,Pauh Tanjung Iman,35551
180106,1801062004,Sumur Kumbang,35551
180106,1801062005,Maja,35551
180106,1801062009,Buah Berak,35551
180106,1801062010,Kesugihan,35551
180106,1801062011,Pematang,35551
180106,1801062012,Kecapi,35551
180106,1801062013,Babulang,35551
180106,1801062014,Sukaratu,35551
180106,1801062015,Palembapang,35551
180106,1801062016,Tajimalela,35551
180106,1801062017,Canggu,35551
180106,1801062018,Kedaton,35551
180106,1801062019,Merak Belatung,35551
180106,1801062020,Bulok,35551
180106,1801062021,Munjuk Sampurna,35551
180106,1801062022,Gunung Terang,35551
180106,1801062023,Margacatur,35551
180106,1801062024,Sukatani,35551
180106,1801062025,Agom,35551
180106,1801062026,Negeri Pandan,35551
180106,1801062027,Taman Agung,35551
180106,1801062029,Hara Banjar Manis,35551
180107,1801072001,Bandar Dalam,35353
180107,1801072002,Campang Tiga,35353
180107,1801072003,Talang Baru,35353
180107,1801072004,Suka Banjar,35353
180107,1801072005,Kota Dalam,35353
180107,1801072006,Budidaya,35353
180107,1801072007,Siring Jaha,35353
180107,1801072008,Suak,35353
180107,1801072009,Sukamaju,35353
180107,1801072010,Sukamarga,35353
180107,1801072011,Seloretno,35353
180107,1801072012,Sidodadi,35353
180107,1801072013,Sidorejo,35353
180107,1801072014,Sidomulyo,35353
180107,1801072015,Sidowaluyo,35353
180107,1801072020,Banjar Suri,35353
180108,1801082001,Tarahan,35452
180108,1801082002,Babatan,35452
180108,1801082003,Pardasuka,35452
180108,1801082004,Sukajaya,35452
180108,1801082005,Tanjung Ratu,35452
180108,1801082006,Tanjung Agung,35452
180108,1801082007,Tanjungan,35452
180108,1801082008,Trans Tanjungan,35452
180108,1801082009,Neglasari,35452
180108,1801082018,Karya Tunggal,35452
180108,1801082019,Rangai Tri Tunggal,35452
180108,1801082020,Sidomekar,35452
180109,1801092001,Kekiling,35592
180109,1801092002,Belambangan,35592
180109,1801092003,Rawi,35592
180109,1801092004,Padan,35592
180109,1801092005,Kuripan,35592
180109,1801092006,Taman Baru,35592
180109,1801092007,Kelau,35592
180109,1801092008,Ruang Tengah,35592
180109,1801092009,Pasuruan,35592
180109,1801092010,Klaten,35592
180109,1801092011,Kampung Baru,35592
180109,1801092012,Banjar Masin,35592
180109,1801092013,Way Kalam,35592
180109,1801092014,Gedung Harta,35592
180109,1801092015,Gayam,35592
180109,1801092016,Penengahan,35592
180109,1801092017,Sukajaya,35592
180109,1801092018,Tetaan,35592
180109,1801092019,Suka Baru,35592
180109,1801092020,Pisang,35592
180109,1801092021,Tanjung Heran,35592
180109,1801092026,Gandri,35592
180110,1801102001,Sukaraja,35594
180110,1801102002,Sukabakti,35594
180110,1801102003,Sukamulya,35594
180110,1801102004,Tanjung Sari,35594
180110,1801102005,Bangunan,35594
180110,1801102006,Rejo Mulyo,35594
180110,1801102007,Palas Aji,35594
180110,1801102008,Palas Pasemah,35594
180110,1801102009,Palas Jaya,35594
180110,1801102010,Bandan Hurip,35594
180110,1801102011,Pulau Tengah,35594
180110,1801102012,Bali Agung,35594
180110,1801102013,Bumi Daya,35594
180110,1801102014,Tanjung Jaya,35594
180110,1801102015,Bumi Restu,35594
180110,1801102016,Pematang Baru,35594
180110,1801102017,Mekar Mulya,35594
180110,1801102018,Bumi Asih,35594
180110,1801102019,Kalirejo,35594
180110,1801102020,Bumi Asri,35594
180110,1801102021,Pulau Jaya,35594
180113,1801132001,Way Hui,35365
180113,1801132002,Sidodadi Asri,35365
180113,1801132003,Margo Mulyo,35365
180113,1801132004,Gedung Agung,35365
180113,1801132005,Margodadi,35365
180113,1801132006,Gedung Harapan,35365
180113,1801132007,Marga Agung,35365
180113,1801132008,Jati Mulyo,35365
180113,1801132009,Fajar Baru,35365
180113,1801132010,Karang Anyar,35365
180113,1801132011,Marga Kaya,35365
180113,1801132012,Margo Lestari,35365
180113,1801132013,Sumber Jaya,35365
180113,1801132014,Sinar Rejeki,35365
180113,1801132015,Sidoharjo,35365
180113,1801132016,Rejomulyo,35365
180113,1801132017,Purwotani,35365
180113,1801132018,Banjar Agung,35365
180113,1801132019,Karang Sari,35365
180113,1801132020,Karang Rejo,35365
180113,1801132021,Margorejo,35365
180114,1801142001,Bangunrejo,35596
180114,1801142002,Sripendowo,35596
180114,1801142003,Karang Sari,35596
180114,1801142004,Ketapang,35596
180114,1801142005,Legundi,35596
180114,1801142006,Tri Dharma Yoga,35596
180114,1801142007,Ruguk,35596
180114,1801142008,Sumur,35596
180114,1801142009,Sumber Nadi,35596
180114,1801142010,Sidoasih,35596
180114,1801142011,Pematang Pasir,35596
180114,1801142012,Berundung,35596
180114,1801142013,Taman Sari,35596
180114,1801142014,Kemukus,35596
180114,1801142015,Lebung Nala,35596
180114,1801142016,Sidoluhur,35596
180114,1801142017,Wai Sidomukti,35596
180115,1801152001,Kuala Sekampung,35597
180115,1801152002,Baktirasa,35597
180115,1801152003,Mandala Sari,35597
180115,1801152004,Sukapura,35597
180115,1801152005,Sumber Agung,35597
180115,1801152006,Marga Jasa,35597
180115,1801152007,Sumber Sari,35597
180115,1801152008,Bandar Agung,35597
180115,1801152009,Kedaung,35597
180115,1801152010,Margasari,35597
180116,1801162001,Banding,
180116,1801162002,Betung,
180116,1801162003,Batu Balak,
180116,1801162004,Canti,
180116,1801162005,Canggung,
180116,1801162006,Cugung,
180116,1801162007,Hargo Pancuran,
180116,1801162008,Kerinjing,
180116,1801162009,Kunjir,
180116,1801162010,Kota Guring,
180116,1801162011,Rajabasa,
180116,1801162012,Sukaraja,
180116,1801162013,Tanjung Gading,
180116,1801162014,Tejang Pulau Sebesi,
180116,1801162015,Way Muli,
180116,1801162016,Wai Muli Timur,
180117,1801172001,Batuliman Indah,35356
180117,1801172002,Sinar Palembang,35356
180117,1801172003,Rantau Minyak,35356
180117,1801172004,Sido Asri,35356
180117,1801172005,Way Gelam,35356
180117,1801172006,Cinta Mulya,35356
180117,1801172007,Banyumas,35356
180117,1801172008,Beringin Kencana,35356
180117,1801172009,Sinar Pasemah,35356
180117,1801172010,Rawa Selapan,35356
180117,1801172011,Bumi Jaya,35356
180117,1801172012,Trimomukti,35356
180117,1801172013,Titiwangi,35356
180117,1801172014,Karya Mulya Sari,35356
180118,1801182001,Merbau Mataram,35357
180118,1801182002,Suban,35357
180118,1801182003,Tanjung Baru,35357
180118,1801182004,Baru Ranji,35357
180118,1801182005,Karang Raja,35357
180118,1801182006,Talang Jawa,35357
180118,1801182007,Lebung Sari,35357
180118,1801182008,Puji Rahayu,35357
180118,1801182009,Batu Agung,35357
180118,1801182010,Tanjung Harapan,35357
180118,1801182011,Sinar Karya,35357
180118,1801182012,Triharjo,35357
180118,1801182013,Panca Tunggal,35357
180118,1801182014,Mekar Jaya,35357
180118,1801182015,Karang Jaya,35357
180121,1801212001,Semanak,35592
180121,1801212002,Toto Harjo,35592
180121,1801212003,Hatta,35592
180121,1801212004,Bakauheni,35592
180121,1801212005,Kelawi,35592
180122,1801222001,Bangun Sari,35361
180122,1801222002,Purwodadi Dalam,35361
180122,1801222003,Sidomukti,35361
180122,1801222004,Wawasan,35361
180122,1801222005,Mulyosari,35361
180122,1801222006,Wonodadi,35361
180122,1801222007,Kertosari,35361
180122,1801222008,Malangsari,35361
180123,1801232001,Mekar Sari,35452
180123,1801232002,Sumber Agung,35452
180123,1801232003,Talang Way Sulan,35452
180123,1801232004,Pamulihan,35452
180123,1801232005,Purwodadi,35452
180123,1801232006,Sukamaju,35452
180123,1801232007,Banjarsari,35452
180123,1801232008,Karang Pucung,35452
180124,1801242001,Sidoharjo,35353
180124,1801242002,Sidomakmur,35353
180124,1801242003,Sidoreno,35353
180124,1801242004,Bali Nuraga,35353
180201,1802012001,Sri Way Langsep,34174
180201,1802012002,Wayakrui,34174
180201,1802012003,Kalirejo,34174
180201,1802012004,Balai Rejo,34174
180201,1802012005,Watu Agung,34174
180201,1802012006,Sri Basuki,34174
180201,1802012007,Kaliwungu,34174
180201,1802012008,Kali Dadi,34174
180201,1802012009,Sri Mulyo,34174
180201,1802012010,Sri Dadi,34174
180201,1802012011,Suko Sari,34174
180201,1802012012,Sinar Sari,34174
180201,1802012013,Ponco Warno,34174
180201,1802012014,Sri Purnomo,34174
180201,1802012015,Sinar Rejo,34174
180201,1802012016,Agung Timur,34174
180201,1802012017,Kalisari,34174
180202,1802022001,Purwodadi,
180202,1802022002,Sido Dadi,
180202,1802022003,Sido Rejo,
180202,1802022004,Cimarias,
180202,1802022005,Bangun Rejo,
180202,1802022006,Sido Luhur,
180202,1802022007,Sido Mulyo,
180202,1802022008,Timbul Rejo,
180202,1802022009,Suka Negara,
180202,1802022010,Sinar Seputih,
180202,1802022011,Sinar Luas,
180202,1802022012,Tanjung Pandan,
180202,1802022013,Tanjung Jaya,
180202,1802022014,Sri Pendowo,
180202,1802022015,Sukowaringin,
180202,1802022016,Mekar Jaya,
180202,1802022017,Suka Negeri,
180203,1802032001,Purwosari,34175
180203,1802032002,Sendang Ayu,34175
180203,1802032003,Bandar Sari,34175
180203,1802032004,Surabaya,34175
180203,1802032005,Margorejo,34175
180203,1802032006,Kota Baru,34175
180203,1802032007,Karang Tanjung,34175
180203,1802032008,Kuripan,34175
180203,1802032009,Sri Agung,34175
180203,1802032010,Haduyang Ratu,34175
180203,1802032011,Padang Ratu,34175
180203,1802032018,Karang Sari,34175
180203,1802032019,Mojokerto,34175
180203,1802032020,Sumber Sari,34175
180203,1802032021,Purworejo,34175
180204,1802041005,Gunung Sugih,34161
180204,1802041006,Gunung S. Raya,34161
180204,1802041007,Komering Agung,34161
180204,1802041008,Seputih Jaya,34161
180204,1802042001,Terbanggi Subing,34161
180204,1802042002,Terbanggi Agung,34161
180204,1802042003,Fajar Bulan,34161
180204,1802042004,Komering Putih,34161
180204,1802042009,Buyut Udik,34161
180204,1802042010,Buyut Ilir,34161
180204,1802042011,Bangun Rejo,34161
180204,1802042012,Wono Sari,34161
180204,1802042013,Putra Buyut,34161
180204,1802042014,Gunung Sari,34161
180204,1802042015,Buyut Utara,34161
180205,1802051003,Adi Puro,34172
180205,1802051004,Trimurjo,34172
180205,1802051007,Simbar Waringin,34171
180205,1802052001,Depok Rejo,34172
180205,1802052002,Liman Benawi,
180205,1802052005,Noto Harjo,34172
180205,1802052006,Purwodadi,34172
180205,1802052008,Tempuran,34172
180205,1802052009,Purwo Adi,34172
180205,1802052010,Pujo Dadi,34172
180205,1802052011,Pujo Kerto,34172
180205,1802052012,Untoro,34172
180205,1802052013,Pujo Asri,34172
180205,1802052014,Pujo Basuki,34172
180206,1802062001,Nunggal Rejo,34152
180206,1802062002,Badran Sari,34152
180206,1802062003,Sri Sawahan,34152
180206,1802062004,Toto Katon,34152
180206,1802062005,Tanggul Angin,34152
180206,1802062006,Ngesti Rahayu,34152
180206,1802062007,Mojopahit,34152
180206,1802062008,Asto Mulyo,34152
180206,1802062009,Sido Mulyo,34152
180207,1802071002,Bandar Jaya Timur,34163
180207,1802071003,Bandar Jaya Barat,34163
180207,1802071004,Yukum Jaya,34163
180207,1802072001,Adi Jaya,34163
180207,1802072005,Indra Putra Subing,34163
180207,1802072006,Karang Endah,34163
180207,1802072007,Nambah Dadi,34163
180207,1802072008,Ono Harjo,34163
180207,1802072009,Terbanggi Besar,34163
180207,1802072010,Poncowati,34163
180208,1802082001,Rejo Basuki,34155
180208,1802082002,Rejo Asri,34155
180208,1802082003,Rukti Endah,34155
180208,1802082004,Rama Dewa,34155
180208,1802082005,Ratna Chaton,34155
180208,1802082006,Rama Yana,34155
180208,1802082007,Rama Indra,34155
180208,1802082008,Rukti Harjo,34155
180208,1802082009,Rama Gunawan,34155
180208,1802082010,Rama Oetama,34155
180208,1802082011,Rama Nirwana,34155
180208,1802082012,Rama Murti,34155
180208,1802082013,Rama Klandungan,34155
180208,1802082014,Buyut Baru,34155
180209,1802092001,Teluk Dalem Ilir,34157
180209,1802092002,Rekso Binangun,34157
180209,1802092003,Rukti Basuki,34157
180209,1802092004,Restu Baru,34157
180209,1802092005,Restu Buana,34157
180209,1802092006,Reno Basuki,34157
180209,1802092013,Bina Karya Putra,34157
180209,1802092014,Bina Karya Buana,34157
180209,1802092015,Bina Karya mandiri,34157
180210,1802102001,Sumber Bahagia,34156
180210,1802102002,Tanjung Harapan,34156
180210,1802102003,Setia Bumi,34156
180210,1802102004,Sumber Baru,34156
180210,1802102005,Siswo Binangun,34156
180210,1802102006,Sanggar Buana,34156
180210,1802102007,Sakti Buana,34156
180210,1802102008,Setia Bhakti,34156
180210,1802102009,Sri Basuki,34156
180210,1802102010,Sari Bhakti,34156
180210,1802102011,Swastika Buana,34156
180210,1802102012,Sumber Fajar,34156
180210,1802102013,Tanjung Krajan,34156
180211,1802112001,Fajar Mataram,34164
180211,1802112002,Rejosari Mataram,34164
180211,1802112003,Qurnia Mataram,34164
180211,1802112004,Trimulyo Mataram,34164
180211,1802112005,Utama Jaya Mataram,34164
180211,1802112006,Sumber Agung Mataram,34164
180211,1802112007,Varia Agung Mataram,34164
180211,1802112008,Wirata Agung Mataram,34164
180211,1802112009,Dharma Agung Mataram,34164
180211,1802112010,Bumi Setia Mataram,34164
180211,1802112011,Subing Karya,34164
180211,1802112012,Banjar Agung Mataram,34164
180212,1802122001,Gaya Baru VI,34158
180212,1802122002,Sumber Katon,34158
180212,1802122003,Sri Katon,34158
180212,1802122004,Gaya Baru VII,34158
180212,1802122005,Gaya Baru IV,34158
180212,1802122006,Gaya Baru III,34158
180212,1802122007,Gaya Baru II,34158
180212,1802122008,Gaya Baru VIII,34158
180212,1802122009,Gaya Baru I,34158
180212,1802122010,Mataram Ilir,34158
180212,1802122011,Rawa Betik,34158
180212,1802122012,Srimulya Jaya,34158
180212,1802122013,Kenanga Sari,34158
180213,1802132001,Gunung Batin Udik,34167
180213,1802132002,Gunung Batin Ilir,34167
180213,1802132003,Gunung Batin Baru,34167
180213,1802132004,Gunung Agung,34167
180213,1802132005,Bandar Agung,34167
180213,1802132006,Bandar Sakti,34167
180213,1802132007,Tanjung Anom,34167
180214,1802142001,Suka Jawa,34161
180214,1802142002,Sidokerto,34161
180214,1802142003,Suka Jadi,34161
180214,1802142004,Bumi Raharjo,34161
180214,1802142005,Wates,34161
180214,1802142006,Bumi Ratu,34161
180214,1802142007,Bulu Sari,34161
180214,1802142008,Bumi Rahayu,34161
180214,1802142009,Sido Waras,34161
180214,1802142010,Tulung Kakan,34161
180215,1802152001,Rengas,34162
180215,1802152002,Kesuma Dadi,34162
180215,1802152003,Sinar Banten,34162
180215,1802152004,Kesuma Jaya,34162
180215,1802152005,Binjai Ngagung,34162
180215,1802152006,Kedatuan,34162
180215,1802152007,Goras Jaya,34162
180215,1802152008,Bangun Sari,34162
180216,1802162001,Harapan Rejo,34166
180216,1802162002,Endang Rejo,34166
180216,1802162003,Dono Arum,34166
180216,1802162004,Simpang Agung,34166
180216,1802162005,Bumi Kencana,34166
180216,1802162006,Gayau Sakti,34166
180216,1802162007,Fajar Asri,34166
180216,1802162008,Muji Rahayu,34166
180216,1802162009,Sulusuban,34166
180216,1802162010,Bumi Mas,34166
180217,1802172001,Tanjung Ratu Ilir,
180217,1802172002,Candi Rejo,
180217,1802172003,Banjar Ratu,
180217,1802172004,Banjar Kerta Rahayu,
180217,1802172005,Lempuyang Bandar,
180217,1802172006,Purnama Tunggal,
180217,1802172007,Banjar Rejo,
180217,1802172008,Putra Lempuyang,
180218,1802182001,Sriwijaya Mataram,34169
180218,1802182002,Uman Agung Mataram,34169
180218,1802182003,Terbanggi Ilir,34169
180218,1802182004,Jatidatar Mataram,34169
180218,1802182005,Sendang Agung Mataram,34169
180218,1802182006,Mataram Udik,34169
180218,1802182007,Terbanggi Mulya,34169
180218,1802182008,Mataram Jaya,34169
180218,1802182009,Sumber Rejeki Mataram,34169
180219,1802192001,Kota Batu,34176
180219,1802192002,Sangun Ratu,34176
180219,1802192003,Gunung Raya,34176
180219,1802192004,Gunung Haji,34176
180219,1802192005,Negeri Ratu,34176
180219,1802192006,Tanjung Kemala,34176
180219,1802192007,Payung Rejo,34176
180219,1802192008,Payung Batu,34176
180219,1802192009,Negeri Kepayungan,34176
180219,1802192010,Segala Mider,34176
180219,1802192011,Tias Bangun,34176
180219,1802192012,Riau Priangan,34176
180219,1802192013,Payung Dadi,34176
180219,1802192014,Payung Makmur,34176
180219,1802192015,Tanjung Rejo,34176
180219,1802192016,Tawang Negeri,34176
180219,1802192017,Sinar Negeri,34176
180219,1802192018,Pekandangan,34176
180219,1802192019,Payung Mulya,34176
180219,1802192020,Padang Rejo,34176
180220,1802202001,Nyukang Harjo,34176
180220,1802202002,Lingga Pura,34176
180220,1802202003,Sido Harjo,34176
180220,1802202004,Taman Sari,34176
180220,1802202005,Karang Anyar,34176
180220,1802202006,Negeri Katon,34176
180220,1802202007,Gedung Harta,34176
180220,1802202008,Tanjung Ratu,34176
180220,1802202009,Negeri Agung,34176
180220,1802202010,Gilih Karang Jati,34176
180220,1802202011,Marga Jaya,34176
180220,1802202012,Gedung Aji,34176
180220,1802202013,Negeri Jaya,34176
180220,1802202014,Mekar Harjo,34176
180221,1802212001,Srikaton,34161
180221,1802212002,Jaya Sakti,34161
180221,1802212003,Haji Pemanggilan,34161
180221,1802212004,Negara Bumi Ilir,34161
180221,1802212005,Bumi Aji,34161
180221,1802212006,Negara Aji Tua,34161
180221,1802212007,Negara Bumi Udik,34161
180221,1802212008,Negara Aji Baru,34161
180221,1802212009,Gunung Agung,34161
180221,1802212010,Tanjung Harapan,34161
180221,1802212011,Bumi Jaya,34161
180221,1802212012,Mulyo Haji,34161
180222,1802222001,Sendang Mulyo,34174
180222,1802222002,Sendang Rejo,34174
180222,1802222003,Sendang Baru,34174
180222,1802222004,Sendang Retno,34174
180222,1802222005,Sendang Asih,34174
180222,1802222006,Sendang Agung,34174
180222,1802222007,Sendang Asri,34174
180222,1802222008,Sendang Mukti,34174
180222,1802222009,Kutowinangun,34174
180223,1802232001,Sritejo Kencono,34153
180223,1802232002,Sapto Mulyo,34153
180223,1802232003,Nambah Rejo,34153
180223,1802232004,Sumber Rejo,34153
180223,1802232005,Purworejo,34153
180223,1802232006,Kota Gajah,34153
180223,1802232007,Kota Gajah Timur,34153
180224,1802242001,Sri Kencono,34168
180224,1802242002,Bumi Nabung Ilir,34168
180224,1802242003,Bumi Nabung Utara,34168
180224,1802242004,Bumi Nabung Selatan,34168
180224,1802242005,Bumi Nabung Timur,34168
180224,1802242006,Bumi Nabung Baru,34168
180224,1802242007,Sri Kencono Baru,34168
180225,1802252001,Sido Binangun,34179
180225,1802252002,Sri Bawono,34179
180225,1802252003,Sri Budaya,34179
180225,1802252004,Suko Binangun,34179
180225,1802252005,Sri Busono,34179
180225,1802252006,Sangga Buana,34179
180226,1802262001,Gaya Baru V,34159
180226,1802262002,Surabaya Ilir,34159
180226,1802262003,Rajawali,34159
180226,1802262004,Cempaka Putih,34159
180226,1802262005,Subang Jaya,34159
180226,1802262006,Cabang,34159
180226,1802262007,Beringin Jaya,34159
180226,1802262008,Sidodadi,34159
180226,1802262009,Sumber Agung,34159
180226,1802262010,Surabaya Baru,34159
180227,1802272001,Gedung Sari,35513
180227,1802272002,Srimulyo,35513
180227,1802272003,Gedung Ratu,35513
180227,1802272004,Bandar Putih Tua,35513
180227,1802272005,Karang Jawa,35513
180227,1802272006,Sukajaya,35513
180228,1802282001,Bina Karya Jaya,34157
180228,1802282002,Bina Karya Utama,34157
180228,1802282003,Bina Karya Sakti,34157
180228,1802282004,Joharan,34157
180228,1802282005,Rantau Jaya Baru,34157
180228,1802282006,Rantau Jaya Ilir,34157
180228,1802282007,Bina Karya Baru,34157
180228,1802282008,Meranggi Jaya,34157
180228,1802282009,Mekar Jaya,34157
180228,1802282010,Rantau Jaya makmur,34157
180301,1803011001,Bukit Kemuning,34556
180301,1803012002,Tanjung Baru,34556
180301,1803012003,Suka Menanti,34556
180301,1803012004,Muara Aman,34556
180301,1803012005,Tanjung Baru Timur,34556
180301,1803012006,Dwikora,34556
180301,1803012007,Tanjung Waras,34556
180301,1803012008,Sido Mulyo,34556
180302,1803021001,Kotabumi Udik,34518
180302,1803021002,Cempedak,34516
180302,1803021003,Rejosari,34514
180302,1803021004,Kotabumi Tengah,34516
180302,1803021005,Kotabumi Pasar,34518
180302,1803021006,Kotabumi Ilir,34517
180302,1803021007,Sindang Sari,34517
180302,1803021008,Sribasuki,34515
180302,1803021009,Kota Gapura,34511
180302,1803022010,Talang Bojong,34511
180302,1803022011,Sumber Arum,34511
180302,1803022012,Bojong Barat,34511
180302,1803022013,Kotabumi Tengah Barat,34516
180303,1803032002,Bumi Ratu,34554
180303,1803032003,Labuhan Ratu Pasar,34554
180303,1803032004,Sinar Galih,34554
180303,1803032005,Labuhan Ratu Kampung,34554
180303,1803032006,Gedung Ketapang,34554
180303,1803032007,Kota Agung,34554
180303,1803032008,Ketapang,34554
180303,1803032009,Karang Rejo I,34554
180303,1803032010,Banjar Ketapang,34554
180303,1803032017,Sidodadi,34554
180303,1803032023,Gunung Labuhan,34554
180304,1803042001,Karang Waringin,34557
180304,1803042002,Suka Sari,34557
180304,1803042003,Merambung,34557
180304,1803042004,Sinar Jaya,34557
180304,1803042005,Sindang Agung,34557
180304,1803042006,Mekar Jaya,34557
180304,1803042007,Sri Menanti,34557
180304,1803042008,Tulung Balak,34557
180304,1803042009,Tanjung Raja,34557
180304,1803042010,Tanjung Riang,34557
180304,1803042011,Kemala Raja,34557
180304,1803042012,Sindang Marga,34557
180304,1803042013,Ulak Ata,34557
180304,1803042014,Gunung Katon,34557
180304,1803042015,Suka Mulya,34557
180304,1803042016,Tanjung Beringin,34557
180304,1803042017,Sido Mulyo,34557
180304,1803042018,Sinar Mulya,34557
180304,1803042019,Priangan Baru,34557
180305,1803052001,Banjar Agung,34583
180305,1803052002,Bumi Agung Marga,34583
180305,1803052003,Pungguk Lama,34583
180305,1803052004,Gedung Nyapah,34583
180305,1803052005,Penagan Ratu,34583
180305,1803052006,Peraduan Waras,34583
180305,1803052007,Surakarta,34583
180305,1803052008,Rejo Mulyo,34583
180305,1803052009,Sidomukti,34583
180305,1803052010,Bumi Jaya,34583
180305,1803052011,Papan Rejo,34583
180305,1803052012,Sumber Agung,34583
180306,1803062005,Tanjung Harta,34558
180306,1803062006,Ogan Lima,34558
180306,1803062007,Hujan Mas,34558
180306,1803062008,Simpang Agung,34558
180306,1803062009,Bumi Nabung,34558
180306,1803062010,Kamplas,34558
180306,1803062011,Kistang,34558
180306,1803062012,Cahaya Negeri,34558
180306,1803062013,Lepang Besar,34558
180306,1803062016,Pengaringan,34558
180306,1803062017,Gunung Betuah,34558
180306,1803062021,Way Wakak,34558
180306,1803062023,Pematang Kasih,34558
