finding_id,module,classification,core_artifact_id,core_path,mxx_authority_artifact,semantic_delta_or_resolution,step13_evidence_artifact,successor_core_location,disposition,core_detail_retained,mxx_valid_detail_retained,approved_conflict_update_applied,whole_artifact_replacement,silent_deletion,provenance_complete,physical_runtime_status,successor_semantic_presence,successor_propagation_status,p7_execution_wp,p7_execution_batch
M08-IA-01,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0.zip,Dashboard Projection,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0032,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M08-P4-WP01,B07
M10-CORE-17,M10,CONTROLLED,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION.zip,WF03 legacy baseline,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0016,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M10-P4-WP01,B02
M11-CI-001,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.zip,M02 Agent → M11 public profile SEO,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M11-P4-WP01,B07
M11-CI-002,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.zip,M03 Listing → M11 Listing SEO/lifecycle discovery,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M11-P4-WP02,B07
M11-CI-003,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.zip,M04 Learning/Session → M11 discovery/measurement,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M11-P4-WP01,B07
M11-CI-004,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.zip,M05 Event → M11 Event discovery,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M11-P4-WP01,B07
M11-CI-005,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.zip,M06 Developer/Project → M11 Project SEO,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M11-P4-WP02,B07
M11-CI-006,M11,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.zip,M09 Static Public Content → M11 discovery,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M11-P4-WP01,B07
M11-CI-007,M11,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.zip,M09 Announcement/Promotion → M11 discovery/measurement,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M11-P4-WP01,B07
M11-CI-008,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.zip,M10 authorization → M11 access filtering,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M11-P4-WP01,B07
M11-CI-009,M11,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.zip,M15 Award → M11 permitted public presentation,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M11-P4-WP01,B07
M11-CI-010,M11,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.zip,M11 controlled architectural impact / no semantic blocker,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M11-P4-WP01,B07
M12-CI-001,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,M12 Organization/Membership/Context ownership,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M12-P4-WP02,B03
M12-CI-002,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,Lead Exit → CLOSING → CLOSED; no Lead Transfer/successor inheritance,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M12-P4-WP04,B03
M12-CI-003,M12,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,Organization Public Content ownership clarification,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M12-P4-WP03,B03
M12-CI-004,M12,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,ORG-ADMIN action/permission boundary,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M12-P4-WP01,B03
M12-CI-005,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,M12 → M03 organization-context dependency,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M12-P4-WP03,B03
M12-CI-006,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,M12 → M10 authorization dependency,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M12-P4-WP01,B03
M12-CI-007,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,M12 → M11 discovery dependency,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M12-P4-WP01,B03
M12-CI-008,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,M12 → M14 commercial-context dependency,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M12-P4-WP03,B03
M12-CI-009,M12,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,Physical implementation status,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M12-P4-WP01,B03
M12-CI-010,M12,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,Runtime status,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M12-P4-WP01,B03
M13-CI-001,M13,RECONCILE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.zip,Provider Catalogue mutation = SUPERADMIN ONLY. Admin/Manager do not mutate catalogue. Agent cannot register arbitrary provider endpoint outside approved catalogue.,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,UPDATE/RECONCILE,YES,YES,YES,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M13-P4-WP01,B03
M13-CI-002,M13,RECONCILE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.zip,Agent/User owns own BYOK connection and may create/view/save/update/configure/rotate/replace/test/enable/disable/disconnect/delete/reconnect own connection without Admin/Manager approval; no sharing/delegation/transfer.,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,UPDATE/RECONCILE,YES,YES,YES,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M13-P4-WP02,B03
M13-CI-003,M13,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.zip,M10 authorization boundary,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M13-P4-WP01,B03
M13-CI-004,M13,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.zip,Physical/runtime implementation,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,CONTROLLED,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,M13-P4-WP01,B03
M14-CI-001,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,M14 commercial authority,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP01,B03
M14-CI-002,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Payment belongs to M14,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP02,B03
M14-CI-003,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Entitlement ≠ RBAC,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP03,B03
M14-CI-004,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Quota is commercial capacity,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,PRESERVE,YES,,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP04,B03
M14-CI-005,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Eight approved commercial surfaces,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP01,B03
M14-CI-006,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Subscription lifecycle,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP01,B03
M14-CI-007,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Add-on lifecycle/validity,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP01,B03
M14-CI-008,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Promotion lifecycle,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP04,B03
M14-CI-009,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Immutable purchase snapshot,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP02,B03
M14-CI-010,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Order confirmation invariant,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP02,B03
M14-CI-011,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Trusted payment verification,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP02,B03
M14-CI-012,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Idempotent fulfillment,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP03,B03
M14-CI-013,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Entitlement lifecycle,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP03,B03
M14-CI-014,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,Quota Capacity,STEP13-G_SUCCESSOR_INTEGRATED_SYSTEM_RECONCILIATION_FULL_v1.1.md,CANON-CAM11-0014,AUGMENT,YES,YES,,NO,NO,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,M14-P4-WP04,B03
