root_source,depth,path,kind,size,sha256,error
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.05_RumahAgen_Authentication_v1.1.zip/WF-01.05_RumahAgen_Authentication_v1.1/09-Assets/RumahAgen-logo-canonical.png,member,190838,32407de29c3c274b0f2bd2196ee3de47bd127eba426a6e5334eccdef798ab474,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.05_RumahAgen_Authentication_v1.1.zip/WF-01.05_RumahAgen_Authentication_v1.1/README.md,member,988,f1a94250c9e72ad7f6905e8e3c3aab84af8fd21c71bc058625a254b39c6a23f0,
WF Wire(4).zip,1,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip,member,916440,de10050b59c008fee76d84a1982446dd9a7b6d43065ae0890406394c5d0dc127,
WF Wire(4).zip,1,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip,zip_container,916440,de10050b59c008fee76d84a1982446dd9a7b6d43065ae0890406394c5d0dc127,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/01-Scope/WF-01.04_SCOPE_v1.1.md,member,3438,ca20d1a48873ce13a30a88cd8c67365c557ae1d6f0ec267b0986da9b8a82167a,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/03-Desktop/PUB-04_Public_Listing_Detail_Desktop.png,member,65100,9860184d6e39c58f000c3437d9270bf3f7dbd2e703618b1b39f0d25e4d88113d,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/03-Desktop/PUB-06_Agent_Public_Profile_Desktop.png,member,66384,6900e8aa9e6eff80f0cdebcf8eaf854c6958a22689fcfdd74239f7ef131f3906,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/03-Desktop/PUB-08_Organization_Public_Profile_Desktop.png,member,67138,431077bb887553ce0993fe1ee28e18c5c638597806efcd6dc39649ae9117c6fd,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/03-Desktop/PUB-10_Developer_Project_Detail_Desktop.png,member,65463,a282c34878427457067670ca1045d90ee75dd991a0a45f4a08118efebe7e7d4c,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/03-Desktop/PUB-12_Event_Detail_Desktop.png,member,64438,9f64f4cbb36032285f03bb47a55d4700a45bc52111fdfa715ddcd9bbffcffd2d,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/03-Desktop/PUB-14_Learning_Session_Public_Detail_Desktop.png,member,70236,d80b04205fa2fc50f180393ca7dba727d21b9ab89008778b1475edc8741f919c,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/03-Desktop/PUB-15_Static_Public_Content_Desktop.png,member,64998,dcf237173581a4efe53b2a6457df65da3fd09d25b7b6713e983c024d349c9143,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/03-Desktop/PUB-16_Announcement_Promotion_Public_Detail_Desktop.png,member,68986,6a34e571081d4757e1f88fc87c1f408d4b1e31dd6a10e0cd8cf23c1d3009d39e,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/04-Mobile/PUB-04_Public_Listing_Detail_Mobile.png,member,33982,9134ffaf9569fcb02bd3bfca3fc6ce12f90f189f6ca7d275043f7143c9c20ee2,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/04-Mobile/PUB-06_Agent_Public_Profile_Mobile.png,member,35224,ed654b558b069a8e28334a5cb1f04693119e10be0466ebbd5c667e39e29b009b,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/04-Mobile/PUB-08_Organization_Public_Profile_Mobile.png,member,35340,d41e5fa6cd666431eea56afd1dbbc619a7cced9a3808f98e1ab28b39e43800aa,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/04-Mobile/PUB-10_Developer_Project_Detail_Mobile.png,member,34160,bb49ef7b4a31be660c4edb4961d7c87ed21920e1dc108be69a5a747b9829bc45,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/04-Mobile/PUB-12_Event_Detail_Mobile.png,member,32966,b9ce814408b7044d145e6d074821399abd2c91e12df04a3ab13c21bbb70fc274,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/04-Mobile/PUB-14_Learning_Session_Public_Detail_Mobile.png,member,38481,0c8ddfbcdf98e8467e2937ad400560613321be8057d5d6561c89bc4098b15e45,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/04-Mobile/PUB-15_Static_Public_Content_Mobile.png,member,32933,d2289c7748291839e162f22afeb440adf9775f2c25690ec93e45d9285c4bc6ba,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/04-Mobile/PUB-16_Announcement_Promotion_Public_Detail_Mobile.png,member,36046,b4980d17cbc2291b875777188b7fbd8c359697c8f4add8b8e723e4431a062d80,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/05-Components/WF-01.04_DETAIL_COMPONENT_SPEC_v1.1.md,member,1331,fb2bc1a707f0e77d4543ab1fc9e753372681864c850febba019ddec040f1f7b5,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/06-States/WF-01.04_DETAIL_STATES_v1.1.md,member,779,d7bc3f7fc26e40ebb763aa082ee5fd9311309145f1e91c48206f4c2831959352,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/07-Traceability/SOURCE_OUTPUT_MANIFEST.csv,member,3024,181c51498db191f4ec8219d4bec64b4bde3defa32d4e05332322a58308dd8c91,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/07-Traceability/WF-01.04_SCREEN_IA_LEDGER_v1.1.csv,member,1352,520f5c6c7f1c27c25a458b5d6114696428feb4b34cb4dfebb4b319851fe9d4cc,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/07-Traceability/WF-01.04_TRACEABILITY_v1.1.md,member,992,34d4a20790573e70bb51cccf3a815d8700e16e8e2553b77c73af85893866ea05,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/08-Gate/WF-01.04_DEEP_SCAN_CORRECTION_AUDIT_v1.1.md,member,759,9554a413d7098da5ca324e7421fdfee42253f4f41da688d106b691fddf077741,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/08-Gate/WF-01.04_GATE_v1.1.md,member,1727,004831b0aafa08ee065e811aa5f20ceb222476495c2c469f6b1a74d772763838,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/09-Assets/RumahAgen-logo-canonical.png,member,190838,32407de29c3c274b0f2bd2196ee3de47bd127eba426a6e5334eccdef798ab474,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.04_RumahAgen_Public_Detail_v1.1_REPAIRED.zip/WF-01.04_RumahAgen_Public_Detail_v1.1/README.md,member,990,fa037359b78ec3dca9ba0a1134143cf8e95cd144bc160f9aaae629214428e145,
WF Wire(4).zip,1,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip,member,635761,a24d4e5e8a189eb9b416cf5f4dea445afd9794f4e073a330f81b611677da27a3,
WF Wire(4).zip,1,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip,zip_container,635761,a24d4e5e8a189eb9b416cf5f4dea445afd9794f4e073a330f81b611677da27a3,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/01-Scope/WF-01.03_SCOPE_v1.1.md,member,2798,d1f8be3636ba194c357d7a9486f273278ca81f8267657be70a5f6692bc07ab37,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/03-Desktop/PUB-02_Public_Search_Discovery_Results_Desktop.png,member,43934,f87410c4441ef100d09cfe38458d9f168784f57b9052ace9b958ab919040c82b,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/03-Desktop/PUB-03_Listing_Search_Results_Desktop.png,member,40146,b6a163df60920478c610e163fe6b88cbe33b93ec367aa287256de67db3097ab4,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/03-Desktop/PUB-05_Agent_Discovery_Desktop.png,member,41098,e310872e03c18b1a4d4629a03979b972f938ba10727d4c41c28e546838e3c901,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/03-Desktop/PUB-07_Organization_Discovery_Desktop.png,member,41512,dc24bde01a71b8de17dd02dda934db7da40b42b4fcdb651eeabe01362267bb70,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/03-Desktop/PUB-09_Developer_Project_Discovery_Desktop.png,member,39213,76e2c7bedaf26aa4efb3f693f4ce3dee6a4dfc7f6ced6607dba2991c6cce4443,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/03-Desktop/PUB-11_Event_Discovery_Desktop.png,member,40338,79725abc19d72eeecea9f670248c2edfdea9df97b05f8c1554b112bf949fb1b4,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/03-Desktop/PUB-13_Learning_Catalog_Desktop.png,member,38964,27f81fcace4cbf18aaa13b16cbddc3fe67b2e765edb459af434a2ef945d62f9f,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/04-Mobile/PUB-02_Public_Search_Discovery_Results_Mobile.png,member,33166,0f454940ae829e56b686f7f4c204ba93c8525638107948b8a9b3dd8cf81ec5bd,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/04-Mobile/PUB-03_Listing_Search_Results_Mobile.png,member,31244,102cdc35080851a7cdf06d526dbcd3ad64b0dce892bc03ca22d80519c2b7603c,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/04-Mobile/PUB-05_Agent_Discovery_Mobile.png,member,30985,ff466f652b92f0247474901192a5bdf4b341ba46be77af7a53631c26b4fe8928,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/04-Mobile/PUB-07_Organization_Discovery_Mobile.png,member,33472,b12b4110af0ff1ceaa32aba5696f42aa1aef09bfb9758349fea4ea3c14d7a10b,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/04-Mobile/PUB-09_Developer_Project_Discovery_Mobile.png,member,29591,26d00e925281ebfb32b40a2b7157a59d190c1dabe8af2ee332a639e73b00081e,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/04-Mobile/PUB-11_Event_Discovery_Mobile.png,member,31250,85f9dad05a563327d6468c3ed6bf3939d3fb87573da3e18701801f98140ae8e5,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/04-Mobile/PUB-13_Learning_Catalog_Mobile.png,member,29709,54df3bc61a31c94506842813ba2f7ac742ff135f190908a0c7c0f4b9dda26d67,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/05-Components/WF-01.03_DISCOVERY_COMPONENT_SPEC_v1.1.md,member,1199,cab09b1f7fd1d02cd5b396e8db1be756813c5e38e4d1eb297edd748b7bca5c63,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/06-States/WF-01.03_DISCOVERY_STATES_v1.1.md,member,613,01b1a85a08dc34ceb54eeb35168f79fe01298720f85082960e203d606b09926f,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/07-Traceability/SOURCE_OUTPUT_MANIFEST.csv,member,2831,ec52be21e8dbdaa15f55f14967f7374f6ca561155c46b7459624ed7c293cb8d5,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/07-Traceability/WF-01.03_SCREEN_IA_LEDGER_v1.1.csv,member,1296,70da006d927171285cd03d363417dd61c9b4a4d173c7377baf87363747925c20,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/07-Traceability/WF-01.03_TRACEABILITY_v1.1.md,member,1001,f655f1fc5c12f997714ffb25bdec9e3e5818a45fb406fc8ed8709a8bfd5e1836,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/08-Gate/WF-01.03_DEEP_SCAN_CORRECTION_AUDIT_v1.1.md,member,583,8b0f3f66f25726ba17e40f1c1473d0056ff3d677a8c1024d2c11194d1f8fc061,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/08-Gate/WF-01.03_GATE_v1.1.md,member,1219,268926c168e904137a373b42dbf485f988028f821be8683781950b0ba8e6b957,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/09-Assets/RumahAgen-logo-canonical.png,member,190838,32407de29c3c274b0f2bd2196ee3de47bd127eba426a6e5334eccdef798ab474,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.03_RumahAgen_Public_Discovery_v1.1.zip/WF-01.03_RumahAgen_Public_Discovery_v1.1/README.md,member,1149,6c666682dd25bbecf2df643d7931c41611b84afdfa08c1305bf750797fb2540e,
WF Wire(4).zip,1,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip,member,297091,7145db022baffd8101383792e9141838a9b1bdac22b48da2bdeb8b6e2e45032a,
WF Wire(4).zip,1,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip,zip_container,297091,7145db022baffd8101383792e9141838a9b1bdac22b48da2bdeb8b6e2e45032a,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/README.md,member,857,412e071fd4b8ac3054edb5f72ff0a6f4c5ca3b325fc257a929f6f3cfd7f2b9fc,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/03-Desktop/WF-01.02_Homepage_Desktop_1440x1100.png,member,77349,339933b4bfa7adef753fc943e059d874e4c8d4f0cda3eac019f9f91082e01d39,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/08-Gate/WF-01.02_GATE_v1.1.md,member,969,c59fe498c73a55469ae44c296d2c871ff4c0c1bcde038fa4feaca4b9c15d3ef2,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/01-Scope/WF-01.02_SCOPE_v1.1.md,member,996,9585d620fd82179561b14a1f642931c9ad1c92d4459612c126efa5003b864d59,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/02-Screen-Coverage/WF-01.02_SCREEN_COVERAGE_v1.1.md,member,414,956efcc52751d361a0e2e85d131eae8af219aa904238e91f28c03342471fbd8e,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/05-Components/WF-01.02_HOMEPAGE_COMPONENT_SPEC_v1.1.md,member,1100,8a06a9ea9d7e1a0617b21212610d4128d7c48d94db3ba148a7eb80299c4ea67d,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/09-Assets/RumahAgen-logo-canonical.png,member,190838,32407de29c3c274b0f2bd2196ee3de47bd127eba426a6e5334eccdef798ab474,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/07-Traceability/WF-01.02_TRACEABILITY_v1.1.md,member,986,b4f03e10a4e3b5113dd42577e8cbec81e23c7755fd1c73cd3a35f72f354b104a,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/07-Traceability/SOURCE_OUTPUT_MANIFEST.csv,member,1132,0ff3cf654674e6962c2a9813a90d212049c1fc645121942ddc23543a0ed773b2,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/06-States/WF-01.02_HOMEPAGE_STATES_v1.1.md,member,740,b05858016cbac8e4b5ce85dbaf5d22d851e8b29d5ab56ec8682b3f71760431d1,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.02_RumahAgen_Homepage_v1.1 (1).zip/WF-01.02_RumahAgen_Homepage_v1.1/04-Mobile/WF-01.02_Homepage_Mobile_390x980.png,member,35738,d92db5af3f0941a5533c6f3c2fd8a718b4e10a881f03f81113a55f86735efbdf,
WF Wire(4).zip,1,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip,member,296744,869f40d54cc4f9e94b1374a8657424e12318d79e8838cf2c52349f22dc71d70d,
WF Wire(4).zip,1,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip,zip_container,296744,869f40d54cc4f9e94b1374a8657424e12318d79e8838cf2c52349f22dc71d70d,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1/README.md,member,633,c99e1cb4c6986a47d4012b2bd9d0085219d35bbdae985c60af5c3902b4e55bc1,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1/03-Mobile/WF-01.01_Public_Shell_Mobile_390x844.png,member,40648,00fa23ae6d594bebda2c2d7758205ba831798b4e703738680c03d5e56d5ab81d,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1/08-Assets/RumahAgen-logo-canonical.png,member,190838,32407de29c3c274b0f2bd2196ee3de47bd127eba426a6e5334eccdef798ab474,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1/05-States/WF-01.01_PUBLIC_SHELL_STATE_RULES_v1.1.md,member,823,e68d496257177269f6e3e196ddbb4bbcb05dc3e2c246a934c7e52ee97045d08c,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1/01-Scope/WF-01.01_SCOPE_v1.1.md,member,654,2a6e48a37de8aebf043a8fddaa9f003d9b8f28d6def6321ba7c399fc92ec1f3c,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1/04-Components/WF-01.01_GLOBAL_PUBLIC_SHELL_COMPONENT_SPEC_v1.1.md,member,1878,fca2d39e56995e56cf2df1a595dbd442172155306fa1c7dfdf1690e4c307370c,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1/06-Traceability/WF-01.01_TRACEABILITY_v1.1.md,member,926,979e58d728b8be6766fcbfea523f42bfebf90e9dfb7f8cf12fcd610f14535003,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1/06-Traceability/SOURCE_OUTPUT_MANIFEST.csv,member,1037,f87e421ca1c894bb33fad73230dd393b628c70d46b0b834b45df985036f6f2d2,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1/07-Gate/WF-01.01_GATE_v1.1.md,member,942,15eeca5ba5e687ed10563d16ccfcc0925d90117faa5230408a530e158bc5d7d4,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1.zip/WF-01.01_RumahAgen_Global_Public_Shell_v1.1/02-Desktop/WF-01.01_Public_Shell_Desktop_1440x900.png,member,70019,b955b99c946e8affa83f9956fde1f04a64e1f2fdaf0250e219c905bf46c05709,
WF Wire(4).zip,1,WF Wire(4).zip/WF-01.00_RumahAgen_Public_Authentication_Scope_Reconciliation_v1.1.zip,member,17349,8c2280d21e5e39f0589d4e5fcbaf9e9103064ae8f53848a7f3d42bc0d3ede08e,
WF Wire(4).zip,1,WF Wire(4).zip/WF-01.00_RumahAgen_Public_Authentication_Scope_Reconciliation_v1.1.zip,zip_container,17349,8c2280d21e5e39f0589d4e5fcbaf9e9103064ae8f53848a7f3d42bc0d3ede08e,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.00_RumahAgen_Public_Authentication_Scope_Reconciliation_v1.1.zip/README.md,member,368,06e5126fccd77abe4636117cd44de1a5735bd703d281377f564648fd9acb7ca4,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.00_RumahAgen_Public_Authentication_Scope_Reconciliation_v1.1.zip/05-Audit/WF-01.00_DEEP_SCAN_AUDIT_v1.1.md,member,1100,5ce0ddfead4ab704e25ad8090ea2155ffa2fbcde28cc0c1ba05ce7c7a2b82553,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.00_RumahAgen_Public_Authentication_Scope_Reconciliation_v1.1.zip/03-Traceability/WF-01.00_TRACEABILITY_SUMMARY_v1.1.md,member,954,faf399edcdaed1fac21af733a65a35e59a0279bf44f84053cb74f0496272a322,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.00_RumahAgen_Public_Authentication_Scope_Reconciliation_v1.1.zip/01-Scope/WF-01.00_SCOPE_RECONCILIATION_v1.1.md,member,3147,b1c4b05aaff0d87aba405f12f9c620054b44ed3e7181a49a18c7e499b99286f3,
WF Wire(4).zip,2,WF Wire(4).zip/WF-01.00_RumahAgen_Public_Authentication_Scope_Reconciliation_v1.1.zip/02-Screen-Coverage/WF-01.00_SCREEN_COVERAGE_LEDGER_v1.1.xlsx,member,14692,3476b00bc2a2483acd9b3d0c70190a1d0d7d77e4661587be11ac8c77dad21db0,
WF Wire(4).zip,1,WF Wire(4).zip/WF-00_RumahAgen_Integrated_Core_Wireframe_Foundation_v1.1.zip,member,215789,2a734a68de9be3ac9470517708617a4d8c3021496546fced0b2d626b2e355604,
WF Wire(4).zip,1,WF Wire(4).zip/WF-00_RumahAgen_Integrated_Core_Wireframe_Foundation_v1.1.zip,zip_container,215789,2a734a68de9be3ac9470517708617a4d8c3021496546fced0b2d626b2e355604,
WF Wire(4).zip,2,WF Wire(4).zip/WF-00_RumahAgen_Integrated_Core_Wireframe_Foundation_v1.1.zip/WF-00_RumahAgen_Integrated_Core_Wireframe_Foundation_v1.1/README.md,member,831,88127a4fe87d02fdb7d45828dfe5e8a1eabb7fc326fe527c2c69e072fd7e1bde,
