finding_id,module,core_artifact_id,classification,semantic_detail,final_semantic_authority,authority_role,authority_resolution,core_authority_owner,mxx_authority_artifact,step05_required,step06_merge_status
M04-CI-009,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,Session Visibility,M04,DOMAIN_AUTHORITY,M04 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,NO,CLOSED
M04-CI-010,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,ADD-NEW,Session permission family,M04,DOMAIN_AUTHORITY,M04 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,NO,CLOSED
M04-CI-011,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,Session → Learning Activity,M04,DOMAIN_AUTHORITY,M04 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,NO,CLOSED
M04-CI-012,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,Reward boundary,M04,DOMAIN_AUTHORITY,M04 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,NO,CLOSED
M04-CI-013,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CONTROLLED,Partnership Learning Result,M04,DOMAIN_AUTHORITY,M04 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,NO,CLOSED
M04-CI-014,M04,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,CONTROLLED,Learning Reconciliation,M04,DOMAIN_AUTHORITY,M04 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE RECONCILIATION EVIDENCE AUTHORITY,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,NO,CLOSED
M04-CI-015,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CONTROLLED,Physical permission mapping,M04,DOMAIN_AUTHORITY,M04 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,NO,CLOSED
M04-CI-016,M04,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,RLS,M04,DOMAIN_AUTHORITY,M04 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,M10 AUTHORIZATION AUTHORITY,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,NO,CLOSED
M04-CI-017,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CONTROLLED,Runtime,M04,DOMAIN_AUTHORITY,M04 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,NO,CLOSED
M06-CI-001,M06,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,AUGMENT,Project semantic schema expansion,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,W4-01E / W4-02 PHYSICAL AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-002,M06,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,M03 field naming: land_area,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-003,M06,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,PRESERVE,M03 field naming: building_area,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE INTERFACE BEHAVIOR AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-004,M06,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,Project meta_description → Listing description,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-005,M06,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,Project meta_title → Listing title/header,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-006,M06,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,ADD-NEW,Developer company_logo + Tentang Developer,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-007,M06,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,RECONCILE,Project Media boundary,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,YES,CLOSED
M06-CI-008,M06,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,ADD-NEW,Marketing Kit resource,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-009,M06,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Marketing Kit CRUD authorization,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,M10 AUTHORIZATION AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-010,M06,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,AUGMENT,Claim lifecycle state representation,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-011,M06,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,AUGMENT,Claim approval authority,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,M10 AUTHORIZATION AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-012,M06,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,ADD-NEW,Approval Claim artifact,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,W4-01E / W4-02 PHYSICAL AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-013,M06,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,Developer Project ownership ≠ Listing authority,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-014,M06,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,AUGMENT,Approved Claim → Agent-owned Listing initialization,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-015,M06,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,Project Media vs Listing media,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-016,M06,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CONTROLLED,Physical/runtime separation,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-017,M06,14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,CONTROLLED,Existing Core developer module CRUD,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE FUNCTIONAL CONTRACT AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M06-CI-018,M06,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Non-exclusivity,M06,DOMAIN_AUTHORITY,M06 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE LOGICAL DATA MODEL AUTHORITY,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,NO,CLOSED
M07-IA-001,M07,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,Semantic scope,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-002,M07,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,Bank Master semantic authority,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-003,M07,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,CONTROLLED,Bank Master physical representation,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,W4-01E / W4-02 PHYSICAL AUTHORITY,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-004,M07,15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,CONTROLLED,Admin configuration enforcement,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE TECHNICAL CONTRACT AUTHORITY,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-005,M07,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,CONTROLLED,API contract,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-006,M07,CAM11-0052,PRESERVE,Threshold,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-007,M07,15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,PRESERVE,Bank display limit,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE TECHNICAL CONTRACT AUTHORITY,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-008,M07,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,PRESERVE,Interpretation bands,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE EXECUTION SPECIFICATION AUTHORITY,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-009,M07,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,PRESERVE,Simulation persistence,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,W4-01E / W4-02 PHYSICAL AUTHORITY,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-010,M07,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,Sharing/revoke,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-011,M07,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,Buyer OWN/OPEN,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-012,M07,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,M07 authority boundary,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-013,M07,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,PRESERVE,AI boundary,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-014,M07,18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,PRESERVE,M09 dependency,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE CROSS-MODULE DEPENDENCY CONTRACT,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-015,M07,18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,PRESERVE,M10 dependency,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE CROSS-MODULE DEPENDENCY CONTRACT,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-016,M07,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,PRESERVE,Physical proof gate,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-017,M07,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,PRESERVE,Runtime proof gate,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE EXECUTION SPECIFICATION AUTHORITY,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-018,M07,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,PRESERVE,Physical baseline authority,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE EXECUTION SPECIFICATION AUTHORITY,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M07-IA-019,M07,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CONTROLLED,Core version provenance,M07,DOMAIN_AUTHORITY,M07 is the current semantic authority for its domain; cross-module consumers do not acquire ownership.,CORE ARCHITECTURE,RUMAHAGEN_WF03_M07_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/00_M07_FULL_REBUILD_CONTROLLED_v1.1.md,NO,CLOSED
M08-IA-01,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Dashboard Projection,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-02,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Notification State,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-03,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Source-domain visibility,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-04,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Notification reference protection,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-05,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,M10 boundary,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-06,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Notification state representation,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-07,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Notification operations,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-08,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Admin notification push,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-09,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Event/status producers,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
M08-IA-10,M08,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,PRESERVE,Actor lifecycle,M08,PROJECTION_ONLY,"M08 remains dashboard/notification projection/state, not upstream business mutation authority.",CORE API CONTRACT AUTHORITY,RUMAHAGEN_WF03_M08_FULL_REBUILD_CONTROLLED_v1.0/00_README_M08_CONTROLLED_v1.0.md,NO,CLOSED
