artifact_id,core_path,layer,authority_owner,authority_source_artifact,authority_basis,authority_scope,core_section_heading,core_evidence_line,core_evidence_excerpt,resolution_status,step07_authority_classification,step07_resolution_note
CAM11-0034,14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,14_FUNCTIONAL,CORE FUNCTIONAL CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Functional contract under Core governance,CORE FUNCTIONAL CONTRACT AUTHORITY,# RUMAHAGEN — FUNCTIONAL SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.18,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE FUNCTIONAL CONTRACT AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0035,15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,15_TECHNICAL,CORE TECHNICAL CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Technical implementation contract under Core governance,CORE TECHNICAL CONTRACT AUTHORITY,# RUMAHAGEN — TECHNICAL SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.19,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE TECHNICAL CONTRACT AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,CORE INTERFACE BEHAVIOR AUTHORITY,# RUMAHAGEN — UI / UX SPECIFICATION,4,**Version:** 2.1 — W4-02A.6.20,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE INTERFACE BEHAVIOR AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0037,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,17_SEO_ANALYTICS,M11 PUBLIC DISCOVERY / SEO / MEASUREMENT AUTHORITY,RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION/RUMAHAGEN_WF03_M11_FULL_REBUILD_CONTROLLED_v2.0_FULL_VERSION.md,"M11 owns public discovery, SEO, tracking and measurement",M11 PUBLIC DISCOVERY / SEO / MEASUREMENT AUTHORITY,# RUMAHAGEN --- SEO / ANALYTICS SPECIFICATION,5,**Version:** 2.1 --- W4-02A.6.21\,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M11 PUBLIC DISCOVERY / SEO / MEASUREMENT AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0038,18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,18_MODULE_DEPENDENCY,CORE CROSS-MODULE DEPENDENCY CONTRACT,00_CONTROL/SOURCE_INDEX_v1.3.md,Cross-module dependency contract and controlled dependency matrix,CORE CROSS-MODULE DEPENDENCY CONTRACT,# RUMAHAGEN — MODULE DEPENDENCY MATRIX,4,**Version:** 2.1 — W4-02A.6.22,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE CROSS-MODULE DEPENDENCY CONTRACT,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0039,19_IMPLEMENTATION_STRATEGY/W4-02A.6.23_MODULE_IMPLEMENTATION_STRATEGY_INTEGRATED_IMPLEMENTATION_SEQUENCING_v2.1.md,19_IMPLEMENTATION_STRATEGY,CORE IMPLEMENTATION STRATEGY AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Integrated implementation sequencing under freeze,CORE IMPLEMENTATION STRATEGY AUTHORITY,# RUMAHAGEN — MODULE IMPLEMENTATION STRATEGY,4,**Version:** 2.1 — W4-02A.6.23,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE IMPLEMENTATION STRATEGY AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0040,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,20_MODULE_PLANNING,CORE MODULE PLANNING AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Current module delivery planning contract,CORE MODULE PLANNING AUTHORITY,# RUMAHAGEN — REVISED MODULE PLANNING,4,**Version:** 2.1 — W4-02A.6.24,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE MODULE PLANNING AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0041,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,21_EXECUTION_SPECIFICATION,CORE EXECUTION SPECIFICATION AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Execution specification is downstream of frozen semantic authority,CORE EXECUTION SPECIFICATION AUTHORITY,# RUMAHAGEN — MODULE EXECUTION SPECIFICATION ARCHITECTURE,4,**Version:** 2.1 — W4-02A.6.25,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE EXECUTION SPECIFICATION AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0042,22_EXECUTION_BATCH/W4-02A.6.26_MODULE_EXECUTION_DEPENDENCY_BATCH_PLAN_v2.1.md,22_EXECUTION_BATCH,CORE EXECUTION BATCH AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Execution dependency/batch plan under Core control,CORE EXECUTION BATCH AUTHORITY,# RUMAHAGEN — MODULE EXECUTION DEPENDENCY / BATCH PLAN,4,**Version:** 2.1 — W4-02A.6.26,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",CORE EXECUTION BATCH AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0043,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.md,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — W4-02A.6.27 FOCUSED EXECUTION PACK M01–M07,4,**Version:** 2.1 — W4-02A.6.27,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0044,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,NO_HEADING_DETECTED,1,RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M01_PHYSICAL_EXECUTION_SPEC_v2.1.md,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0045,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M01_PHYSICAL_EXECUTION_SPEC_v2.1.md,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M01 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0046,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M02_PHYSICAL_EXECUTION_SPEC_v2.1.md,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M02 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0047,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M03_PHYSICAL_EXECUTION_SPEC_v2.1.md,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M03 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0048,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M04-S_LEARNING_SESSION_EXECUTION_SPEC_v2.1.md,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M04-S LEARNING SESSION WORK-PACKAGE EXECUTION SPECIFICATION,4,**Parent semantic module:** M04 Learning Core + Economy + Session,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0049,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M04_PHYSICAL_EXECUTION_SPEC_v2.1.md,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M04 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0050,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M05_PHYSICAL_EXECUTION_SPEC_v2.1.md,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M05 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0051,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M06_PHYSICAL_EXECUTION_SPEC_v2.1.md,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M06 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0052,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M07_PHYSICAL_EXECUTION_SPEC_v2.1.md,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M07 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0053,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.md,23_M01_M07,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — W4-02A.6.27 FOCUSED EXECUTION PACK M01–M07,4,**Version:** 2.1 — W4-02A.6.27,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0054,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1.md,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — W4-02A.6.28 FOCUSED EXECUTION PACK M08–M15,4,**Version:** 2.1 — W4-02A.6.28,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0055,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1.zip,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,NO_HEADING_DETECTED,1,RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M08_PHYSICAL_EXECUTION_SPEC_v2.1.md,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0056,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M08_PHYSICAL_EXECUTION_SPEC_v2.1.md,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M08 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0057,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M09_PHYSICAL_EXECUTION_SPEC_v2.1.md,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M09 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0058,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M10_PHYSICAL_EXECUTION_SPEC_v2.1.md,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M10 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0059,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M11_PHYSICAL_EXECUTION_SPEC_v2.1.md,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M11 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0060,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M12_PHYSICAL_EXECUTION_SPEC_v2.1.md,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M12 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0061,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M13_PHYSICAL_EXECUTION_SPEC_v2.1.md,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M13 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0062,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M14_PHYSICAL_EXECUTION_SPEC_v2.1.md,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M14 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0063,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M15_PHYSICAL_EXECUTION_SPEC_v2.1.md,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — M15 PHYSICAL EXECUTION SPECIFICATION,4,**Version:** 2.1,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
CAM11-0064,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1.md,24_M08_M15,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M08–M15 CURRENT AUTHORITY ARTIFACT SET,Focused execution pack is downstream execution context,M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,# RUMAHAGEN — W4-02A.6.28 FOCUSED EXECUTION PACK M08–M15,4,**Version:** 2.1 — W4-02A.6.28,"RESOLVED — SOURCE POINTS TO AUTHORITY, NOT MAPPED ARTIFACT",M08–M15 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,Core contract/control/physical authority remains layer-specific; module semantic authority is not transferred by Core detail density.
