core_artifact_path,size_bytes,sha256,status,rule
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,29348,504a5738b3a832159850b0c1035e95f02b509a773a52fb01b722948e01ab09c2,FROZEN_CORE_V1.3,STEP07 does not mutate this artifact.
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/28_AI_CONTEXT/W4-02A.6.32_AI_CONTEXT_PACK_v2.1.md,19773,b4a5c5863ffc9934467688078144210f23eed59e3f574b9eaba171a10f7a1bae,FROZEN_CORE_V1.3,STEP07 does not mutate this artifact.
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/29_FINAL_CONTROL/W4-02A.6.33_DECISION_LOG_FINAL_v2.1.md,18845,712f6513cc1b66ae90f673f920ee500d235a633dd4916f10a97b7031334821ca,FROZEN_CORE_V1.3,STEP07 does not mutate this artifact.
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/29_FINAL_CONTROL/W4-02A.6.34_CHANGELOG_FINAL_v1.0.docx,46682,42ecb48a9d988bb69b92df6e394b86b7ca0a3336a7f4c58edbe02688327bcf2e,FROZEN_CORE_V1.3,STEP07 does not mutate this artifact.
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/29_FINAL_CONTROL/W4-02A.6.35_PROJECT_MANIFEST_FINAL_v1.32.docx,44768,bcf9a8a109e109016699a84ccdcdf7aa9de9af0b7380962ca74081858a2f0b0a,FROZEN_CORE_V1.3,STEP07 does not mutate this artifact.
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/29_FINAL_CONTROL/W4-02A.6.36_CURRENT_PROJECT_STATE_FINAL_rev15.docx,45569,9f929cb9612d755e21bf27b42489de7c9cd3a9c42042d5f4825010a3132cffae,FROZEN_CORE_V1.3,STEP07 does not mutate this artifact.
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/29_FINAL_CONTROL/W4-02A.6.37_FINAL_CROSS_DOCUMENT_RECONCILIATION_v1.0.docx,56438,55ba7ad886ea26469d2569f50ce577acf241b0b26969816e62774546acab967c,FROZEN_CORE_V1.3,STEP07 does not mutate this artifact.
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,38455,47a6f021e6c409e73d5d7c7dddaaa270107190db90dba4ff30760080155a2b8f,FROZEN_CORE_V1.3,STEP07 does not mutate this artifact.
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/30_RECONCILIATION_EVIDENCE/W4-02A.5_CROSS_DOMAIN_CONFLICT_RESIDUAL_AUDIT_FULL_CONSOLIDATED_v1.0.docx,42652,16982b5861c3ef86327b8f79f07eb080faac17aa6a422cc983f79d11a40564df,FROZEN_CORE_V1.3,STEP07 does not mutate this artifact.
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/README_CURRENT_BASELINE.md,2468,723ce919284891740a4a11501d925126f3163bc7e8ce458b5f07b1fd1543b878,FROZEN_CORE_V1.3,STEP07 does not mutate this artifact.
