finding_id,module,execution_wp,execution_batch,wp_exists,duplicate_finding,core_preserved,core_modified,p9_engineering_treatment,runtime_status,p11_context_required,p11_context_route,p11_runtime_boundary
M06-CI-008,M06,M06-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M06-CI-009,M06,M06-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M06-CI-010,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M06-CI-011,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M06-CI-012,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M06-CI-013,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M06-CI-014,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M06-CI-015,M06,M06-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M06-CI-016,M06,M06-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M06-CI-017,M06,M06-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M06-CI-018,M06,M06-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-001,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-002,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-003,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-004,M07,M07-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-005,M07,M07-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-006,M07,M07-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-007,M07,M07-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-008,M07,M07-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-009,M07,M07-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-010,M07,M07-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-011,M07,M07-P4-WP03,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-012,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-013,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-014,M07,M07-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-015,M07,M07-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-016,M07,M07-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-017,M07,M07-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-018,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M07-IA-019,M07,M07-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M05-CI-001,M05,M05-P4-WP01,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M05-CI-002,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M05-CI-003,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M05-CI-004,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M05-CI-005,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M05-CI-006,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M05-CI-007,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M05-CI-008,M05,M05-P4-WP02,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M05-CI-009,M05,M05-P4-WP03,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M05-CI-010,M05,M05-P4-WP04,B04,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-01,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-02,M08,M08-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-03,M08,M08-P4-WP03,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-04,M08,M08-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-05,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-06,M08,M08-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-07,M08,M08-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-08,M08,M08-P4-WP02,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-09,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-10,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-11,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-12,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-13,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-14,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-15,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-16,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-17,M08,M08-P4-WP03,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M08-IA-18,M08,M08-P4-WP01,B07,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
PROP-M09-01,M09,M09-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
PROP-M09-02,M09,M09-P4-WP04,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
PROP-M09-03,M09,M09-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
PROP-M09-04,M09,M09-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
PROP-M09-05,M09,M09-P4-WP02,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
PROP-M09-06,M09,M09-P4-WP01,B03,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-01,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-02,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-03,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-04,M10,M10-P4-WP04,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-05,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-06,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-07,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-08,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-09,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-10,M10,M10-P4-WP03,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-11,M10,M10-P4-WP03,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-12,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
M10-CORE-13,M10,M10-P4-WP01,B02,True,False,YES,NO,PRESERVE_OR_AUGMENT_AT_SUCCESSOR_IMPLEMENTATION_CONTRACT,EVIDENCE_GATED,YES,Route this preserved Core finding to its mapped Work Package context; load the finding only when relevant to that WP. Preserve the Core finding and P9 treatment; do not recreate authority.,EVIDENCE_GATED / no repository-only runtime claim
