finding_id,module,core_artifact_id,core_artifact,authority_owner,authority_source_artifact,module_authority_artifact,step04_classification,core_baseline_sha256,step05_resolution,step07_authority_source,step07_status
M03-CI-007,M03,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,PRESERVE,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-008,M03,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,PRESERVE,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-009,M03,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,ADD-NEW,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-010,M03,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,ADD-NEW,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-011,M03,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,ADD-NEW,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-012,M03,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,ADD-NEW,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-013,M03,19_IMPLEMENTATION_STRATEGY/W4-02A.6.23_MODULE_IMPLEMENTATION_STRATEGY_INTEGRATED_IMPLEMENTATION_SEQUENCING_v2.1.md,19_IMPLEMENTATION_STRATEGY/W4-02A.6.23_MODULE_IMPLEMENTATION_STRATEGY_INTEGRATED_IMPLEMENTATION_SEQUENCING_v2.1.md,CORE IMPLEMENTATION STRATEGY AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,PRESERVE,051aa36f9444153d1d56df6d960bd80d91922f3c1f84c02d636dc111dd20d47f,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-014,M03,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,ADD-NEW,504a5738b3a832159850b0c1035e95f02b509a773a52fb01b722948e01ab09c2,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-015,M03,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,ADD-NEW,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-016,M03,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,ADD-NEW,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-017,M03,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,CORE ENGINEERING ALIGNMENT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,PRESERVE,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-018,M03,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,CORE API CONTRACT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,ADD-NEW,fbfc539044ed2b7037ebee6ed5d5065c4e14efbd042a4928b107c02c210277d1,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-019,M03,CAM11-0047,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M03_PHYSICAL_EXECUTION_SPEC_v2.1.md,M01–M07 EXECUTION CONTEXT; MODULE AUTHORITIES REMAIN SEMANTIC AUTHORITY,M01–M07 CURRENT AUTHORITY ARTIFACT SET,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,PRESERVE,e8e6797c1859277ab0b9506c6932f6748d38172bf3a0e553faef0249757ff7ae,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-020,M03,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,NO-PROPAGATION,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M03-CI-021,M03,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M03_FULL_REBUILD_v1.3_QIR_INTEGRATED_CONTROLLED/00_M03_REBUILD_CONTROL_REPORT_v1.3.md,CONTROLLED,504a5738b3a832159850b0c1035e95f02b509a773a52fb01b722948e01ab09c2,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-001,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-002,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-003,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-004,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-005,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-006,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-007,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-008,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-009,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-010,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,ADD-NEW,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-011,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-012,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-013,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,CONTROLLED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-014,M04,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,CORE RECONCILIATION EVIDENCE AUTHORITY,00_CONTROL/W4-02A.7_RECURSIVE_SOURCE_AUDIT_REGISTER_v1.0.csv,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,CONTROLLED,47a6f021e6c409e73d5d7c7dddaaa270107190db90dba4ff30760080155a2b8f,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-015,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,CONTROLLED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-016,M04,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,M10 AUTHORIZATION AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,CONTROLLED,cd5067a3a2cb8e0104e94fbea78ab64a30e19ed28230aef5889baa5021784a0a,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M04-CI-017,M04,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,CONTROLLED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M06-CI-001,M06,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,W4-01E / W4-02 PHYSICAL AUTHORITY,11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6.zip;11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0.zip,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,AUGMENT,fa720ebe06c1070155e2ddddba6215f8c764b55ac67af2123aa75831b7f84784,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M06-CI-002,M06,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M06-CI-003,M06,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,PRESERVE,c2388d37bbcf910316d0d9c257c1f346a99fc0349b2c1086d8e3154a2a32a8d7,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
M06-CI-004,M06,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,PRESERVE,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,,Current M01-M15 authority register + explicit cross-module boundary evidence,PASS — authority reconciled
