step04_sync_id,module,finding_id,step04_classification,step05_global_status,resolution_impact,verification_note,core_artifact_id,core_section_heading
STEP04-0075,M06,M06-CI-006,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0076,M06,M06-CI-007,RECONCILE,RESOLVED_RECONCILE,APPLIED_EXACT_SCOPE_ONLY,One of the 7 STEP04 RECONCILE findings; resolution verified against locked authority and exact Core evidence anchors.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0077,M06,M06-CI-008,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0078,M06,M06-CI-009,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0079,M06,M06-CI-010,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,# RUMAHAGEN — W4-02A.6.31
STEP04-0080,M06,M06-CI-011,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0081,M06,M06-CI-012,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,NO_HEADING_DETECTED
STEP04-0082,M06,M06-CI-013,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0083,M06,M06-CI-014,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,# RUMAHAGEN — W4-02A.6.31
STEP04-0084,M06,M06-CI-015,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0085,M06,M06-CI-016,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0086,M06,M06-CI-017,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,# RUMAHAGEN — FUNCTIONAL SPECIFICATION
STEP04-0087,M06,M06-CI-018,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0088,M07,M07-IA-001,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0089,M07,M07-IA-002,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0090,M07,M07-IA-003,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,NO_HEADING_DETECTED
STEP04-0091,M07,M07-IA-004,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,# RUMAHAGEN — TECHNICAL SPECIFICATION
STEP04-0092,M07,M07-IA-005,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0093,M07,M07-IA-006,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,CAM11-0052,## 16. Required negative / regression tests
STEP04-0094,M07,M07-IA-007,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,# RUMAHAGEN — TECHNICAL SPECIFICATION
STEP04-0095,M07,M07-IA-008,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,# RUMAHAGEN — MODULE EXECUTION SPECIFICATION ARCHITECTURE
STEP04-0096,M07,M07-IA-009,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,NO_HEADING_DETECTED
STEP04-0097,M07,M07-IA-010,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0098,M07,M07-IA-011,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0099,M07,M07-IA-012,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0100,M07,M07-IA-013,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,# RUMAHAGEN — W4-02A.6.31
STEP04-0101,M07,M07-IA-014,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,# RUMAHAGEN — MODULE DEPENDENCY MATRIX
STEP04-0102,M07,M07-IA-015,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,# RUMAHAGEN — MODULE DEPENDENCY MATRIX
STEP04-0103,M07,M07-IA-016,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0104,M07,M07-IA-017,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,# RUMAHAGEN — MODULE EXECUTION SPECIFICATION ARCHITECTURE
STEP04-0105,M07,M07-IA-018,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,# RUMAHAGEN — MODULE EXECUTION SPECIFICATION ARCHITECTURE
STEP04-0106,M07,M07-IA-019,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0107,M08,M08-IA-01,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0108,M08,M08-IA-02,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0109,M08,M08-IA-03,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0110,M08,M08-IA-04,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0111,M08,M08-IA-05,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0112,M08,M08-IA-06,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0113,M08,M08-IA-07,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0114,M08,M08-IA-08,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0115,M08,M08-IA-09,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0116,M08,M08-IA-10,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0117,M08,M08-IA-11,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0118,M08,M08-IA-12,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0119,M08,M08-IA-13,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0120,M08,M08-IA-14,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0121,M08,M08-IA-15,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0122,M08,M08-IA-16,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0123,M08,M08-IA-17,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0124,M08,M08-IA-18,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0125,M09,PROP-M09-01,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0126,M09,PROP-M09-02,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0127,M09,PROP-M09-03,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,# RUMAHAGEN — MODULE EXECUTION SPECIFICATION ARCHITECTURE
STEP04-0128,M09,PROP-M09-04,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0129,M09,PROP-M09-05,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0130,M09,PROP-M09-06,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,NO_HEADING_DETECTED
STEP04-0131,M10,M10-CORE-01,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0132,M10,M10-CORE-02,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0133,M10,M10-CORE-03,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0134,M10,M10-CORE-04,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0135,M10,M10-CORE-05,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0136,M10,M10-CORE-06,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0137,M10,M10-CORE-07,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0138,M10,M10-CORE-08,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0139,M10,M10-CORE-09,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0140,M10,M10-CORE-10,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0141,M10,M10-CORE-11,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0142,M10,M10-CORE-12,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0143,M10,M10-CORE-13,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0144,M10,M10-CORE-14,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0145,M10,M10-CORE-15,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0146,M10,M10-CORE-16,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0147,M10,M10-CORE-17,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0148,M05,M05-CI-001,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
