provenance_id,finding_id,module,step04_classification,core_artifact_id,core_artifact,core_section_heading,authority_owner,authority_source_artifact,merge_decision,semantic_delta_or_resolution,decision_basis,module_authority_artifact,dependency,source_chain,absorbed_or_retained,core_baseline_sha256,mxx_authority_source,step04_classification_locked,step05_resolution_required,merge_action_granular,duplicate_provenance_consolidated,core_detail_preserved,provenance_completeness_v1_1
STEP06-P-054,M04-CI-002,M04,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Learning Session,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-055,M04-CI-003,M04,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Session Enrollment,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-056,M04-CI-004,M04,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Session Evidence / Attendance / Completion,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-057,M04-CI-005,M04,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Session Artifact,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-058,M04-CI-006,M04,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Session Assignment,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-059,M04-CI-007,M04,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Provider,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-060,M04-CI-008,M04,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Host / Instructor,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-061,M04-CI-009,M04,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Session Visibility,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-062,M04-CI-010,M04,ADD-NEW,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_NEW_CAPABILITY,Session permission family,STEP04 classification ADD-NEW; legitimate capability absent from mapped Core target.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-063,M04-CI-011,M04,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Session → Learning Activity,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-064,M04-CI-012,M04,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Reward boundary,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-065,M04-CI-013,M04,CONTROLLED,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,DOWNSTREAM_CONTROL_ONLY,Partnership Learning Result,STEP04 classification CONTROLLED; physical/API/RLS/runtime work remains downstream and cannot become semantic proof.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED_DOWNSTREAM,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-066,M04-CI-014,M04,CONTROLLED,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,NO_HEADING_DETECTED,CORE RECONCILIATION EVIDENCE AUTHORITY,00_CONTROL/W4-02A.7_RECURSIVE_SOURCE_AUDIT_REGISTER_v1.0.csv,DOWNSTREAM_CONTROL_ONLY,Learning Reconciliation,STEP04 classification CONTROLLED; physical/API/RLS/runtime work remains downstream and cannot become semantic proof.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED_DOWNSTREAM,47a6f021e6c409e73d5d7c7dddaaa270107190db90dba4ff30760080155a2b8f,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-067,M04-CI-015,M04,CONTROLLED,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,DOWNSTREAM_CONTROL_ONLY,Physical permission mapping,STEP04 classification CONTROLLED; physical/API/RLS/runtime work remains downstream and cannot become semantic proof.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED_DOWNSTREAM,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-068,M04-CI-016,M04,CONTROLLED,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,M10 AUTHORIZATION AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,DOWNSTREAM_CONTROL_ONLY,RLS,STEP04 classification CONTROLLED; physical/API/RLS/runtime work remains downstream and cannot become semantic proof.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED_DOWNSTREAM,cd5067a3a2cb8e0104e94fbea78ab64a30e19ed28230aef5889baa5021784a0a,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-069,M04-CI-017,M04,CONTROLLED,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,DOWNSTREAM_CONTROL_ONLY,Runtime,STEP04 classification CONTROLLED; physical/API/RLS/runtime work remains downstream and cannot become semantic proof.,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,M10/M14/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED_DOWNSTREAM,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-070,M06-CI-001,M06,AUGMENT,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,NO_HEADING_DETECTED,W4-01E / W4-02 PHYSICAL AUTHORITY,11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6.zip;11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0.zip,ABSORB_ADDITIVE_DETAIL,Project semantic schema expansion,STEP04 classification AUGMENT; validated module detail is additive and must not replace existing Core detail.,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,M03/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,fa720ebe06c1070155e2ddddba6215f8c764b55ac67af2123aa75831b7f84784,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-071,M06-CI-002,M06,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,M03 field naming: land_area,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,M03/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-072,M06-CI-003,M06,PRESERVE,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,# RUMAHAGEN — UI / UX SPECIFICATION,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,M03 field naming: building_area,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,M03/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c2388d37bbcf910316d0d9c257c1f346a99fc0349b2c1086d8e3154a2a32a8d7,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-073,M06-CI-004,M06,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Project meta_description → Listing description,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,M03/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-074,M06-CI-005,M06,PRESERVE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Project meta_title → Listing title/header,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,M03/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-075,M06-CI-006,M06,ADD-NEW,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_NEW_CAPABILITY,Developer company_logo + Tentang Developer,STEP04 classification ADD-NEW; legitimate capability absent from mapped Core target.,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,M03/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-076,M06-CI-007,M06,RECONCILE,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,APPLY_STEP05_RESOLUTION,"M06 semantic Project Media boundary = photo, video only. brochure and price_list are Marketing Kit semantics, not Project Media semantics.",STEP05 FINAL v1.1 resolved M06-CI-007; exact reconciliation scope applied without global deletion/replacement.,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,M03/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION.zip,YES,YES,YES,YES,YES,PASS
