finding_id,module,classification,core_artifact_id,core_path,identity_basis,semantic_identity_key,exact_duplicate_key_count,duplicate_semantic_identity_detected,canonical_merge_unit,merge_behavior,source_detail_deleted,canonical_duplicate_created,related_detail_merged,result
M01-CI-001,M01,PRESERVE,CAM11-0034,14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0034|M01|useridentityviewupdate,1,NO,CANON-CAM11-0034,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-004,M04,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|sessionevidenceattendancecompletion,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-005,M04,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|sessionartifact,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-006,M04,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|sessionassignment,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-007,M04,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|provider,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-008,M04,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|hostinstructor,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-009,M04,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|sessionvisibility,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-010,M04,ADD-NEW,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|sessionpermissionfamily,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M04-CI-011,M04,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|sessionlearningactivity,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-012,M04,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|rewardboundary,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-013,M04,CONTROLLED,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|partnershiplearningresult,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-014,M04,CONTROLLED,CAM11-0074,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0074|M04|learningreconciliation,1,NO,CANON-CAM11-0074,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-015,M04,CONTROLLED,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|physicalpermissionmapping,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-016,M04,CONTROLLED,CAM11-0033,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0033|M04|rls,1,NO,CANON-CAM11-0033,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M04-CI-017,M04,CONTROLLED,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M04|runtime,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M06-CI-001,M06,AUGMENT,CAM11-0018,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0018|M06|projectsemanticschemaexpansion,1,NO,CANON-CAM11-0018,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M06-CI-002,M06,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M06|m03fieldnaminglandarea,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M06-CI-003,M06,PRESERVE,CAM11-0036,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0036|M06|m03fieldnamingbuildingarea,1,NO,CANON-CAM11-0036,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M06-CI-004,M06,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M06|projectmetadescriptionlistingdescription,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M06-CI-005,M06,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M06|projectmetatitlelistingtitleheader,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M06-CI-006,M06,ADD-NEW,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M06|developercompanylogotentangdeveloper,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M06-CI-007,M06,RECONCILE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M06|m06semanticprojectmediaboundaryphotovideoonlybrochureandpricelistaremarketingkitsemanticsnotprojectmediasemantics,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M06-CI-008,M06,ADD-NEW,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M06|marketingkitresource,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M06-CI-009,M06,AUGMENT,CAM11-0033,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0033|M06|marketingkitcrudauthorization,1,NO,CANON-CAM11-0033,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M06-CI-010,M06,AUGMENT,CAM11-0067,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0067|M06|claimlifecyclestaterepresentation,1,NO,CANON-CAM11-0067,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M06-CI-011,M06,AUGMENT,CAM11-0033,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0033|M06|claimapprovalauthority,1,NO,CANON-CAM11-0033,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M06-CI-012,M06,ADD-NEW,CAM11-0018,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0018|M06|approvalclaimartifact,1,NO,CANON-CAM11-0018,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M06-CI-013,M06,CONTROLLED,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M06|developerprojectownershiplistingauthority,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M06-CI-014,M06,AUGMENT,CAM11-0067,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0067|M06|approvedclaimagentownedlistinginitialization,1,NO,CANON-CAM11-0067,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M06-CI-015,M06,CONTROLLED,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M06|projectmediavslistingmedia,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M06-CI-016,M06,CONTROLLED,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M06|physicalruntimeseparation,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M06-CI-017,M06,CONTROLLED,CAM11-0034,14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0034|M06|existingcoredevelopermodulecrud,1,NO,CANON-CAM11-0034,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M06-CI-018,M06,PRESERVE,CAM11-0016,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0016|M06|nonexclusivity,1,NO,CANON-CAM11-0016,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-001,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M07|semanticscope,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-002,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M07|bankmastersemanticauthority,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-003,M07,CONTROLLED,CAM11-0018,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0018|M07|bankmasterphysicalrepresentation,1,NO,CANON-CAM11-0018,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-004,M07,CONTROLLED,CAM11-0035,15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0035|M07|adminconfigurationenforcement,1,NO,CANON-CAM11-0035,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-005,M07,CONTROLLED,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M07|apicontract,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-006,M07,PRESERVE,CAM11-0052,23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M07_PHYSICAL_EXECUTION_SPEC_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0052|M07|threshold,1,NO,CANON-CAM11-0052,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-007,M07,PRESERVE,CAM11-0035,15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0035|M07|bankdisplaylimit,1,NO,CANON-CAM11-0035,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-008,M07,PRESERVE,CAM11-0041,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0041|M07|interpretationbands,1,NO,CANON-CAM11-0041,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-009,M07,PRESERVE,CAM11-0018,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0018|M07|simulationpersistence,1,NO,CANON-CAM11-0018,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-010,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M07|sharingrevoke,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-011,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M07|buyerownopen,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-012,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M07|m07authorityboundary,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-013,M07,PRESERVE,CAM11-0067,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0067|M07|aiboundary,1,NO,CANON-CAM11-0067,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-014,M07,PRESERVE,CAM11-0038,18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0038|M07|m09dependency,1,NO,CANON-CAM11-0038,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-015,M07,PRESERVE,CAM11-0038,18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0038|M07|m10dependency,1,NO,CANON-CAM11-0038,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-016,M07,PRESERVE,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M07|physicalproofgate,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-017,M07,PRESERVE,CAM11-0041,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0041|M07|runtimeproofgate,1,NO,CANON-CAM11-0041,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-018,M07,PRESERVE,CAM11-0041,21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0041|M07|physicalbaselineauthority,1,NO,CANON-CAM11-0041,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M07-IA-019,M07,CONTROLLED,CAM11-0011,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0011|M07|coreversionprovenance,1,NO,CANON-CAM11-0011,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-01,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|dashboardprojection,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-02,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|notificationstate,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-03,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|sourcedomainvisibility,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-04,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|notificationreferenceprotection,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-05,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|m10boundary,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-06,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|notificationstaterepresentation,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M08-IA-07,M08,PRESERVE,CAM11-0032,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0032|M08|notificationoperations,1,NO,CANON-CAM11-0032,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
