artifact_id,core_path,artifact_level,baseline_sha256,observed_sha256,baseline_size_bytes,observed_size_bytes,file_preservation,semantic_detail_preservation,replacement_operation,deletion_operation,content_loss_detected,special_control,result
CAM11-0056,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M08_PHYSICAL_EXECUTION_SPEC_v2.1.md,CORE_NESTED_ARTIFACT,d2033671ce0e13b29483fad93756ff1ebfafcaa24585763f4bc68de6a7859926,d2033671ce0e13b29483fad93756ff1ebfafcaa24585763f4bc68de6a7859926,6775,6775,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0057,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M09_PHYSICAL_EXECUTION_SPEC_v2.1.md,CORE_NESTED_ARTIFACT,7d39bb462699dc346c5ecf441996cd9a8e7b1bc5d969604463c810c1d4c34545,7d39bb462699dc346c5ecf441996cd9a8e7b1bc5d969604463c810c1d4c34545,6944,6944,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0058,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M10_PHYSICAL_EXECUTION_SPEC_v2.1.md,CORE_NESTED_ARTIFACT,0954001b40b9aa4289cf174f807c2625dc4a4f5f373c120c12f28696ecddd8f2,0954001b40b9aa4289cf174f807c2625dc4a4f5f373c120c12f28696ecddd8f2,6625,6625,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0059,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M11_PHYSICAL_EXECUTION_SPEC_v2.1.md,CORE_NESTED_ARTIFACT,adfc6ce099de713b1bd60194bed59b35cb9dda5ecc99ceec5ccbe96894ee5a70,adfc6ce099de713b1bd60194bed59b35cb9dda5ecc99ceec5ccbe96894ee5a70,6695,6695,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0060,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M12_PHYSICAL_EXECUTION_SPEC_v2.1.md,CORE_NESTED_ARTIFACT,c01c5da1353a7f689b56d06242f248e0851d2bf5b92fa24fdbc12666e53e8930,c01c5da1353a7f689b56d06242f248e0851d2bf5b92fa24fdbc12666e53e8930,6477,6477,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0061,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M13_PHYSICAL_EXECUTION_SPEC_v2.1.md,CORE_NESTED_ARTIFACT,8e8f14c0bc0ff8ec33155671ef9c903168894ee6c0111a9d9deb6c2f4ae6ea27,8e8f14c0bc0ff8ec33155671ef9c903168894ee6c0111a9d9deb6c2f4ae6ea27,6463,6463,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0062,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M14_PHYSICAL_EXECUTION_SPEC_v2.1.md,CORE_NESTED_ARTIFACT,f9f25be2e5e1b541674662f6a4680467c75ba635fad2e665003cf9df780591f1,f9f25be2e5e1b541674662f6a4680467c75ba635fad2e665003cf9df780591f1,6787,6787,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0063,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M15_PHYSICAL_EXECUTION_SPEC_v2.1.md,CORE_NESTED_ARTIFACT,b86968510b07731383990e40540f9a04b8273d8969fc6814530ebc17e5dd8088,b86968510b07731383990e40540f9a04b8273d8969fc6814530ebc17e5dd8088,6642,6642,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0064,24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1.md,CORE_NESTED_ARTIFACT,a6b879e6d81f1cbb6a3eade8caa71a950432d44488db21fe45b667cd9fa0fdb3,a6b879e6d81f1cbb6a3eade8caa71a950432d44488db21fe45b667cd9fa0fdb3,12958,12958,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0065,25_EXECUTION_AUDIT/W4-02A.6.29_EXECUTION_PACK_AUDIT_RECONCILIATION_v2.1.md,CORE_SOURCE_PACK_MEMBER,70302b771fdd9293db1fe6d9d736f8926eef76bbdf2993489cb0eb182e540ea3,70302b771fdd9293db1fe6d9d736f8926eef76bbdf2993489cb0eb182e540ea3,18012,18012,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0066,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,CORE_SOURCE_PACK_MEMBER,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090,239e06d97698eb97c4e362b1b9ecf25f064fbe8e665e2f9e328d00e6d339a090,31681,31681,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0067,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,CORE_SOURCE_PACK_MEMBER,504a5738b3a832159850b0c1035e95f02b509a773a52fb01b722948e01ab09c2,504a5738b3a832159850b0c1035e95f02b509a773a52fb01b722948e01ab09c2,29348,29348,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0068,28_AI_CONTEXT/W4-02A.6.32_AI_CONTEXT_PACK_v2.1.md,CORE_SOURCE_PACK_MEMBER,b4a5c5863ffc9934467688078144210f23eed59e3f574b9eaba171a10f7a1bae,b4a5c5863ffc9934467688078144210f23eed59e3f574b9eaba171a10f7a1bae,19773,19773,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0069,29_FINAL_CONTROL/W4-02A.6.33_DECISION_LOG_FINAL_v2.1.md,CORE_SOURCE_PACK_MEMBER,712f6513cc1b66ae90f673f920ee500d235a633dd4916f10a97b7031334821ca,712f6513cc1b66ae90f673f920ee500d235a633dd4916f10a97b7031334821ca,18845,18845,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0070,29_FINAL_CONTROL/W4-02A.6.34_CHANGELOG_FINAL_v1.0.docx,CORE_SOURCE_PACK_MEMBER,42ecb48a9d988bb69b92df6e394b86b7ca0a3336a7f4c58edbe02688327bcf2e,42ecb48a9d988bb69b92df6e394b86b7ca0a3336a7f4c58edbe02688327bcf2e,46682,46682,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,INHERITED_CORE_MANIFEST_EXCEPTION; NO_STEP06_MUTATION,PASS
CAM11-0071,29_FINAL_CONTROL/W4-02A.6.35_PROJECT_MANIFEST_FINAL_v1.32.docx,CORE_SOURCE_PACK_MEMBER,bcf9a8a109e109016699a84ccdcdf7aa9de9af0b7380962ca74081858a2f0b0a,bcf9a8a109e109016699a84ccdcdf7aa9de9af0b7380962ca74081858a2f0b0a,44768,44768,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0072,29_FINAL_CONTROL/W4-02A.6.36_CURRENT_PROJECT_STATE_FINAL_rev15.docx,CORE_SOURCE_PACK_MEMBER,9f929cb9612d755e21bf27b42489de7c9cd3a9c42042d5f4825010a3132cffae,9f929cb9612d755e21bf27b42489de7c9cd3a9c42042d5f4825010a3132cffae,45569,45569,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0073,29_FINAL_CONTROL/W4-02A.6.37_FINAL_CROSS_DOCUMENT_RECONCILIATION_v1.0.docx,CORE_SOURCE_PACK_MEMBER,55ba7ad886ea26469d2569f50ce577acf241b0b26969816e62774546acab967c,55ba7ad886ea26469d2569f50ce577acf241b0b26969816e62774546acab967c,56438,56438,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0074,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,CORE_SOURCE_PACK_MEMBER,47a6f021e6c409e73d5d7c7dddaaa270107190db90dba4ff30760080155a2b8f,47a6f021e6c409e73d5d7c7dddaaa270107190db90dba4ff30760080155a2b8f,38455,38455,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0075,30_RECONCILIATION_EVIDENCE/W4-02A.5_CROSS_DOMAIN_CONFLICT_RESIDUAL_AUDIT_FULL_CONSOLIDATED_v1.0.docx,CORE_SOURCE_PACK_MEMBER,16982b5861c3ef86327b8f79f07eb080faac17aa6a422cc983f79d11a40564df,16982b5861c3ef86327b8f79f07eb080faac17aa6a422cc983f79d11a40564df,42652,42652,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
CAM11-0076,README_CURRENT_BASELINE.md,CORE_SOURCE_PACK_MEMBER,723ce919284891740a4a11501d925126f3163bc7e8ce458b5f07b1fd1543b878,723ce919284891740a4a11501d925126f3163bc7e8ce458b5f07b1fd1543b878,2468,2468,PASS,RETAINED_IN_CANDIDATE_LEDGER,NONE,NONE,NO,,PASS
