Source module,Target module,Dependency evidence source,Semantic dependency,Authority dependency,Data dependency,API dependency,Permission dependency,Downstream dependency,Evidence dependency
M06,M12,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M06,M13,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M06,M14,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M06,M15,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M01,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M02,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M03,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M04,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M05,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M06,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M08,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M09,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M10,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M11,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M12,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M13,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M14,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M07,M15,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M01,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M02,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M03,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M04,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M05,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M06,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M07,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M09,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M10,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M11,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M12,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M13,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M14,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M08,M15,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M01,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M02,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M03,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M04,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M05,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M06,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M07,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M08,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M10,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M11,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M12,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M13,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M14,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M09,M15,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M01,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M02,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M03,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M04,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M05,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M06,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M07,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M08,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M09,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M11,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M12,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M13,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M14,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M10,M15,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M01,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M02,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M03,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M04,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M05,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M06,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M07,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M08,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M09,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M10,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M12,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M13,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M14,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M11,M15,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M01,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M02,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M03,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M04,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M05,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M06,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
M12,M07,W4-02A.6.22 Module Dependency Matrix,EXPLICITLY REFERENCED,M10 authorization governance applies where authorization is involved,TRACE IN STEP04+ only when explicit source evidence identifies a data relationship,TRACE IN STEP04+ only when explicit source evidence identifies an API relationship,M10 governance applies,STEP08-13 only if approved semantic synchronization requires implementation impact,Core / QIR / provenance evidence as applicable
