constraint_id,scope,module,entity_or_table,attribute_or_columns,constraint_type,constraint_definition,status,authority,downstream_action
PHY-0124,PHYSICAL,CORE,developer_projects,created_at,DEFAULT,created_at            TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0125,PHYSICAL,CORE,developer_projects,updated_at,DEFAULT,updated_at            TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0126,PHYSICAL,CORE,enrollments,id,PK+DEFAULT,id                UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0127,PHYSICAL,CORE,enrollments,agent_id,FK,agent_id          UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0128,PHYSICAL,CORE,enrollments,course_id,FK,course_id         UUID NOT NULL REFERENCES courses(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0129,PHYSICAL,CORE,enrollments,status,CHECK+DEFAULT,"status            TEXT NOT NULL DEFAULT 'in_progress' CHECK (status IN ('in_progress','completed'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0130,PHYSICAL,CORE,enrollments,progress_percent,DEFAULT,progress_percent  SMALLINT NOT NULL DEFAULT 0,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0131,PHYSICAL,CORE,enrollments,enrolled_at,DEFAULT,enrolled_at       TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0132,PHYSICAL,CORE,organization_invitations,id,PK+DEFAULT,id                  UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0133,PHYSICAL,CORE,organization_invitations,organization_id,FK,organization_id     UUID NOT NULL REFERENCES organizations(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0134,PHYSICAL,CORE,organization_invitations,agent_id,FK,agent_id            UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0135,PHYSICAL,CORE,organization_invitations,leader_id,FK,leader_id           UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0136,PHYSICAL,CORE,organization_invitations,initiated_by_type,CHECK,"initiated_by_type   TEXT NOT NULL CHECK (initiated_by_type IN ('leader_invite','agent_request'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0137,PHYSICAL,CORE,organization_invitations,status,DEFAULT,status              TEXT NOT NULL DEFAULT 'pending',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0138,PHYSICAL,CORE,organization_invitations,created_at,DEFAULT,created_at          TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0139,PHYSICAL,CORE,organization_members,id,PK+DEFAULT,id               UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0140,PHYSICAL,CORE,organization_members,organization_id,FK,organization_id  UUID NOT NULL REFERENCES organizations(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0141,PHYSICAL,CORE,organization_members,agent_id,FK,agent_id         UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0142,PHYSICAL,CORE,organization_members,role,CHECK,"role             TEXT NOT NULL CHECK (role IN ('leader','member'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0143,PHYSICAL,CORE,organization_members,status,CHECK+DEFAULT,"status           TEXT NOT NULL DEFAULT 'active' CHECK (status IN ('active','left','removed'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0144,PHYSICAL,CORE,organization_members,joined_at,DEFAULT,joined_at        TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0145,PHYSICAL,CORE,quizzes,id,PK+DEFAULT,id         UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0146,PHYSICAL,CORE,quizzes,course_id,FK,course_id  UUID NOT NULL REFERENCES courses(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0147,PHYSICAL,CORE,ref_villages,id,PK+DEFAULT,id           UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0148,PHYSICAL,CORE,ref_villages,district_id,FK,district_id  UUID NOT NULL REFERENCES ref_districts(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0149,PHYSICAL,CORE,ref_villages,code,UNIQUE,code         VARCHAR(10) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0150,PHYSICAL,CORE,agent_project_claims,id,PK+DEFAULT,id           UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0151,PHYSICAL,CORE,agent_project_claims,agent_id,FK,agent_id     UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0152,PHYSICAL,CORE,agent_project_claims,project_id,FK,project_id   UUID NOT NULL REFERENCES developer_projects(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0153,PHYSICAL,CORE,agent_project_claims,claimed_at,DEFAULT,claimed_at   TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0154,PHYSICAL,CORE,developer_project_media,id,PK+DEFAULT,id          UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0155,PHYSICAL,CORE,developer_project_media,project_id,FK,project_id  UUID NOT NULL REFERENCES developer_projects(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0156,PHYSICAL,CORE,developer_project_media,type,CHECK,"type        TEXT NOT NULL CHECK (type IN ('photo','video','brochure','price_list'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0157,PHYSICAL,CORE,events,id,PK+DEFAULT,id                  UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0158,PHYSICAL,CORE,events,category,CHECK,"category            TEXT NOT NULL CHECK (category IN ('training','launching_proyek','open_house','gathering'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0159,PHYSICAL,CORE,events,is_online,DEFAULT,is_online           BOOLEAN NOT NULL DEFAULT false,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0160,PHYSICAL,CORE,events,related_course_id,FK,related_course_id   UUID REFERENCES courses(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0161,PHYSICAL,CORE,events,related_project_id,FK,related_project_id  UUID REFERENCES developer_projects(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0162,PHYSICAL,CORE,events,submitted_by,FK,submitted_by        UUID REFERENCES users(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0163,PHYSICAL,CORE,events,status,DEFAULT,status              TEXT NOT NULL DEFAULT 'pending_approval',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0164,PHYSICAL,CORE,events,created_at,DEFAULT,created_at          TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0165,PHYSICAL,CORE,events,updated_at,DEFAULT,updated_at          TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0166,PHYSICAL,CORE,listings,id,PK+DEFAULT,id                        UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0167,PHYSICAL,CORE,listings,agent_id,FK,agent_id                  UUID NOT NULL REFERENCES users(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0168,PHYSICAL,CORE,listings,developer_project_id,FK,developer_project_id      UUID REFERENCES developer_projects(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0169,PHYSICAL,CORE,listings,organization_id,FK,"organization_id           UUID REFERENCES organizations(id) ON DELETE SET NULL,  -- v1.3",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0170,PHYSICAL,CORE,listings,listing_context,CHECK+DEFAULT,"listing_context           TEXT NOT NULL DEFAULT 'personal' CHECK (listing_context IN ('personal','organization'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0171,PHYSICAL,CORE,listings,category,CHECK,"category                  TEXT NOT NULL CHECK (category IN ('primary','secondary'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0172,PHYSICAL,CORE,listings,transaction_type,CHECK,"transaction_type          TEXT NOT NULL CHECK (transaction_type IN ('sale','rent'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0173,PHYSICAL,CORE,listings,slug,UNIQUE,slug                      VARCHAR(220) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0174,PHYSICAL,CORE,listings,property_type,CHECK,"property_type             TEXT NOT NULL CHECK (property_type IN ('rumah','apartemen','ruko','tanah','gudang','kavling','lainnya'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0175,PHYSICAL,CORE,listings,price_unit,CHECK,"price_unit                TEXT CHECK (price_unit IN ('total','per_bulan','per_tahun'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0176,PHYSICAL,CORE,listings,is_negotiable,DEFAULT,is_negotiable             BOOLEAN NOT NULL DEFAULT false,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0177,PHYSICAL,CORE,listings,province_id,FK,province_id               UUID NOT NULL REFERENCES ref_provinces(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0178,PHYSICAL,CORE,listings,city_id,FK,city_id                   UUID NOT NULL REFERENCES ref_cities(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0179,PHYSICAL,CORE,listings,district_id,FK,district_id               UUID NOT NULL REFERENCES ref_districts(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0180,PHYSICAL,CORE,listings,water_source,CHECK,"water_source              TEXT CHECK (water_source IN ('pdam','sumur','lainnya'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0181,PHYSICAL,CORE,listings,furnishing,CHECK,"furnishing                TEXT CHECK (furnishing IN ('unfurnished','semi_furnished','fully_furnished'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0182,PHYSICAL,CORE,listings,certificate_type,CHECK,"certificate_type          TEXT CHECK (certificate_type IN ('shm','hgb','girik','ppjb','strata_title','lainnya'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0183,PHYSICAL,CORE,listings,imb_status,CHECK,"imb_status                TEXT CHECK (imb_status IN ('ada','tidak_ada','dalam_proses'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0184,PHYSICAL,CORE,listings,dispute_free_declared,DEFAULT,dispute_free_declared     BOOLEAN NOT NULL DEFAULT false,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0185,PHYSICAL,CORE,listings,status,DEFAULT,status                    TEXT NOT NULL DEFAULT 'draft',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0186,PHYSICAL,CORE,listings,view_count,DEFAULT,view_count                INT NOT NULL DEFAULT 0,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0187,PHYSICAL,CORE,listings,cta_click_count,DEFAULT,cta_click_count           INT NOT NULL DEFAULT 0,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0188,PHYSICAL,CORE,listings,created_at,DEFAULT,created_at                TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0189,PHYSICAL,CORE,listings,updated_at,DEFAULT,updated_at                TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0190,PHYSICAL,CORE,quiz_attempts,id,PK+DEFAULT,id              UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0191,PHYSICAL,CORE,quiz_attempts,enrollment_id,FK,enrollment_id   UUID NOT NULL REFERENCES enrollments(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0192,PHYSICAL,CORE,quiz_attempts,quiz_id,FK,quiz_id         UUID NOT NULL REFERENCES quizzes(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0193,PHYSICAL,CORE,quiz_attempts,attempted_at,DEFAULT,attempted_at    TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0194,PHYSICAL,CORE,quiz_questions,id,PK+DEFAULT,id             UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0195,PHYSICAL,CORE,quiz_questions,quiz_id,FK,quiz_id        UUID NOT NULL REFERENCES quizzes(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0196,PHYSICAL,CORE,quiz_questions,question_type,CHECK,"question_type  TEXT NOT NULL CHECK (question_type IN ('single_choice','multi_choice'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0197,PHYSICAL,CORE,dbr_simulations,id,PK+DEFAULT,id                       UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0198,PHYSICAL,CORE,dbr_simulations,agent_id,FK,agent_id                 UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0199,PHYSICAL,CORE,dbr_simulations,listing_id,FK,listing_id               UUID REFERENCES listings(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0200,PHYSICAL,CORE,dbr_simulations,existing_installments,DEFAULT,"existing_installments    DECIMAL(18,2) NOT NULL DEFAULT 0, -- data sensitif",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0201,PHYSICAL,CORE,dbr_simulations,eligibility_status,CHECK,"eligibility_status       TEXT NOT NULL CHECK (eligibility_status IN ('layak','perlu_review','tidak_layak'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0202,PHYSICAL,CORE,dbr_simulations,created_at,DEFAULT,created_at               TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0203,PHYSICAL,CORE,event_registrations,id,PK+DEFAULT,id              UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0204,PHYSICAL,CORE,event_registrations,event_id,FK,event_id        UUID NOT NULL REFERENCES events(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0205,PHYSICAL,CORE,event_registrations,agent_id,FK,agent_id        UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0206,PHYSICAL,CORE,event_registrations,status,CHECK+DEFAULT,"status          TEXT NOT NULL DEFAULT 'registered' CHECK (status IN ('registered','waitlist','attended','cancelled'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0207,PHYSICAL,CORE,event_registrations,registered_at,DEFAULT,registered_at   TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0208,PHYSICAL,CORE,listing_amenities,listing_id,FK,listing_id  UUID NOT NULL REFERENCES listings(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0209,PHYSICAL,CORE,listing_amenities,amenity_id,FK,amenity_id  UUID NOT NULL REFERENCES amenities(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0210,PHYSICAL,CORE,listing_leads,id,PK+DEFAULT,id          UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0211,PHYSICAL,CORE,listing_leads,listing_id,FK,listing_id  UUID NOT NULL REFERENCES listings(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0212,PHYSICAL,CORE,listing_leads,agent_id,FK,agent_id    UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0213,PHYSICAL,CORE,listing_leads,source,DEFAULT,source      TEXT NOT NULL DEFAULT 'whatsapp_cta',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0214,PHYSICAL,CORE,listing_leads,created_at,DEFAULT,created_at  TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0215,PHYSICAL,CORE,listing_photos,id,PK+DEFAULT,id          UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0216,PHYSICAL,CORE,listing_photos,listing_id,FK,listing_id  UUID NOT NULL REFERENCES listings(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0217,PHYSICAL,CORE,listing_photos,is_cover,DEFAULT,is_cover    BOOLEAN NOT NULL DEFAULT false,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0218,PHYSICAL,CORE,listing_photos,sort_order,DEFAULT,sort_order  SMALLINT NOT NULL DEFAULT 0,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0219,PHYSICAL,CORE,listing_price_history,id,PK+DEFAULT,id          UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0220,PHYSICAL,CORE,listing_price_history,listing_id,FK,listing_id  UUID NOT NULL REFERENCES listings(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0221,PHYSICAL,CORE,listing_price_history,changed_at,DEFAULT,changed_at  TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0222,PHYSICAL,CORE,listing_videos,id,PK+DEFAULT,id          UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0223,PHYSICAL,CORE,listing_videos,listing_id,FK,listing_id  UUID NOT NULL REFERENCES listings(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0224,PHYSICAL,CORE,listing_videos,type,CHECK,"type        TEXT NOT NULL CHECK (type IN ('video','virtual_tour'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0225,PHYSICAL,CORE,listing_views,id,PK+DEFAULT,id          UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0226,PHYSICAL,CORE,listing_views,listing_id,FK,listing_id  UUID NOT NULL REFERENCES listings(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0227,PHYSICAL,CORE,listing_views,viewed_at,DEFAULT,viewed_at   TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0228,PHYSICAL,CORE,quiz_options,id,PK+DEFAULT,id            UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0229,PHYSICAL,CORE,quiz_options,question_id,FK,question_id   UUID NOT NULL REFERENCES quiz_questions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0230,PHYSICAL,CORE,quiz_options,is_correct,DEFAULT,is_correct    BOOLEAN NOT NULL DEFAULT false,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0231,PHYSICAL,CORE,learning_sessions,id,PK+DEFAULT,id                 UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0232,PHYSICAL,CORE,learning_sessions,owner_id,FK,owner_id           UUID NOT NULL REFERENCES users(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0233,PHYSICAL,CORE,learning_sessions,course_id,FK,course_id          UUID REFERENCES courses(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0234,PHYSICAL,CORE,learning_sessions,organization_id,FK,organization_id    UUID REFERENCES organizations(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0235,PHYSICAL,CORE,learning_sessions,event_id,FK,event_id           UUID REFERENCES events(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0236,PHYSICAL,CORE,learning_sessions,session_type,CHECK,"session_type       TEXT NOT NULL CHECK (session_type IN ('broadcast','interactive','on_demand'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0237,PHYSICAL,CORE,learning_sessions,status,DEFAULT,status             TEXT NOT NULL DEFAULT 'draft',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0238,PHYSICAL,CORE,learning_sessions,created_at,DEFAULT,created_at         TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0239,PHYSICAL,CORE,learning_sessions,updated_at,DEFAULT,updated_at         TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0240,PHYSICAL,CORE,learning_session_assignments,id,PK+DEFAULT,id          UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0241,PHYSICAL,CORE,learning_session_assignments,session_id,FK,session_id  UUID NOT NULL REFERENCES learning_sessions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0242,PHYSICAL,CORE,learning_session_assignments,actor_id,FK,actor_id    UUID NOT NULL REFERENCES users(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0243,PHYSICAL,CORE,learning_session_assignments,capability,CHECK,"capability  TEXT NOT NULL CHECK (capability IN ('HOST','INSTRUCTOR'))",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0244,PHYSICAL,CORE,learning_session_assignments,status,DEFAULT,status      TEXT NOT NULL DEFAULT 'ACTIVE',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0245,PHYSICAL,CORE,learning_session_assignments,created_at,DEFAULT,created_at  TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0246,PHYSICAL,CORE,learning_session_assignments,created_by,FK,created_by  UUID REFERENCES users(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0247,PHYSICAL,CORE,learning_session_assignments,revoked_by,FK,revoked_by  UUID REFERENCES users(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
