logical_entity,module,authority_version,logical_attribute,logical_data_type,representation,logical_data_meaning,physical_table,physical_column,physical_data_type,nullable_required,pk,fk,unique,default,physical_check,physical_definition,mapping_status,conflict_or_gap,downstream_action,note,reconciliation_status,reconciliation_basis,physical_boundary_status
NOTIFICATIONS,M08,v1.1,user_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→users.id,notifications,user_id,UUID,NO,NO,YES,NO,,NO,user_id              UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
NOTIFICATIONS,M08,v1.1,type,TEXT,PHYSICAL_CORROBORATION,NOT NULL,notifications,type,TEXT,NO,NO,NO,NO,,YES,"type                 TEXT NOT NULL CHECK (type IN ('approval_status','event_reminder','listing_expiring','certificate_issued','lead_new','lainnya'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
NOTIFICATIONS,M08,v1.1,title,VARCHAR(200),PHYSICAL_CORROBORATION,,notifications,title,VARCHAR(200),YES,NO,NO,NO,,NO,title                VARCHAR(200),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
NOTIFICATIONS,M08,v1.1,message,TEXT,PHYSICAL_CORROBORATION,,notifications,message,TEXT,YES,NO,NO,NO,,NO,message              TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
NOTIFICATIONS,M08,v1.1,related_entity_type,VARCHAR(50),PHYSICAL_CORROBORATION,,notifications,related_entity_type,VARCHAR(50),YES,NO,NO,NO,,NO,related_entity_type  VARCHAR(50),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
NOTIFICATIONS,M08,v1.1,related_entity_id,UUID,PHYSICAL_CORROBORATION,,notifications,related_entity_id,UUID,YES,NO,NO,NO,,NO,related_entity_id    UUID,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
NOTIFICATIONS,M08,v1.1,is_read,BOOLEAN,PHYSICAL_CORROBORATION,NOT NULL,notifications,is_read,BOOLEAN,NO,NO,NO,NO,false,NO,is_read              BOOLEAN NOT NULL DEFAULT false,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
NOTIFICATIONS,M08,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,notifications,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at           TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,organizations,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id                 UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,organization_name,VARCHAR(150),PHYSICAL_CORROBORATION,NOT NULL,organizations,organization_name,VARCHAR(150),NO,NO,NO,NO,,NO,organization_name  VARCHAR(150) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,slug,VARCHAR(170),PHYSICAL_CORROBORATION,NOT NULL; UNIQUE,organizations,slug,VARCHAR(170),NO,NO,NO,YES,,NO,slug               VARCHAR(170) UNIQUE NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,organization_type,TEXT,PHYSICAL_CORROBORATION,NOT NULL,organizations,organization_type,TEXT,NO,NO,NO,NO,,YES,"organization_type  TEXT NOT NULL CHECK (organization_type IN ('agency','kantor','tim','komunitas'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,logo_url,VARCHAR(500),PHYSICAL_CORROBORATION,,organizations,logo_url,VARCHAR(500),YES,NO,NO,NO,,NO,logo_url           VARCHAR(500),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,banner_url,VARCHAR(500),PHYSICAL_CORROBORATION,,organizations,banner_url,VARCHAR(500),YES,NO,NO,NO,,NO,banner_url         VARCHAR(500),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,description,TEXT,PHYSICAL_CORROBORATION,,organizations,description,TEXT,YES,NO,NO,NO,,NO,description        TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,website,VARCHAR(255),PHYSICAL_CORROBORATION,,organizations,website,VARCHAR(255),YES,NO,NO,NO,,NO,website            VARCHAR(255),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,social_media,JSONB,PHYSICAL_CORROBORATION,,organizations,social_media,JSONB,YES,NO,NO,NO,,NO,social_media       JSONB,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,address,VARCHAR(500),PHYSICAL_CORROBORATION,,organizations,address,VARCHAR(500),YES,NO,NO,NO,,NO,address            VARCHAR(500),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,contact_phone,VARCHAR(20),PHYSICAL_CORROBORATION,,organizations,contact_phone,VARCHAR(20),YES,NO,NO,NO,,NO,contact_phone      VARCHAR(20),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,created_by,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→users.id,organizations,created_by,UUID,NO,NO,YES,NO,,NO,created_by         UUID NOT NULL REFERENCES users(id) ON DELETE RESTRICT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,organizations,status,TEXT,NO,NO,NO,NO,'active',YES,"status             TEXT NOT NULL DEFAULT 'active' CHECK (status IN ('active','closed'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,deleted_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,organizations,deleted_at,TIMESTAMPTZ,YES,NO,NO,NO,,NO,"deleted_at         TIMESTAMPTZ,  -- soft-delete (prinsip ADR-046 diterapkan ke tabel baru)",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,organizations,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at         TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
ORGANIZATIONS,M12,v1.1,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,organizations,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at         TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
REF_DISTRICTS,CORE,Core v1.3,id,UUID,PHYSICAL_CORROBORATION,PK,ref_districts,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id       UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
REF_DISTRICTS,CORE,Core v1.3,city_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→ref_cities.id,ref_districts,city_id,UUID,NO,NO,YES,NO,,NO,city_id  UUID NOT NULL REFERENCES ref_cities(id) ON DELETE RESTRICT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
REF_DISTRICTS,CORE,Core v1.3,code,VARCHAR(10),PHYSICAL_CORROBORATION,NOT NULL; UNIQUE,ref_districts,code,VARCHAR(10),NO,NO,NO,YES,,NO,code     VARCHAR(10) UNIQUE NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
REF_DISTRICTS,CORE,Core v1.3,name,VARCHAR(100),PHYSICAL_CORROBORATION,NOT NULL,ref_districts,name,VARCHAR(100),NO,NO,NO,NO,,NO,name     VARCHAR(100) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SYSTEM_CONFIGS,M09,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,system_configs,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id            UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SYSTEM_CONFIGS,M09,v1.1,config_key,VARCHAR(100),PHYSICAL_CORROBORATION,NOT NULL; UNIQUE,system_configs,config_key,VARCHAR(100),NO,NO,NO,YES,,NO,config_key    VARCHAR(100) UNIQUE NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SYSTEM_CONFIGS,M09,v1.1,config_value,VARCHAR(255),PHYSICAL_CORROBORATION,,system_configs,config_value,VARCHAR(255),YES,NO,NO,NO,,NO,config_value  VARCHAR(255),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SYSTEM_CONFIGS,M09,v1.1,updated_by,UUID,PHYSICAL_CORROBORATION,FK→users.id,system_configs,updated_by,UUID,YES,NO,YES,NO,,NO,updated_by    UUID REFERENCES users(id) ON DELETE SET NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
SYSTEM_CONFIGS,M09,v1.1,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,system_configs,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at    TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AUDIT_LOGS,M09,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,audit_logs,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id                UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AUDIT_LOGS,M09,v1.1,user_id,UUID,PHYSICAL_CORROBORATION,FK→users.id,audit_logs,user_id,UUID,YES,NO,YES,NO,,NO,user_id           UUID REFERENCES users(id) ON DELETE SET NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AUDIT_LOGS,M09,v1.1,action,VARCHAR(100),PHYSICAL_CORROBORATION,NOT NULL,audit_logs,action,VARCHAR(100),NO,NO,NO,NO,,NO,action            VARCHAR(100) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AUDIT_LOGS,M09,v1.1,entity_type,VARCHAR(50),PHYSICAL_CORROBORATION,,audit_logs,entity_type,VARCHAR(50),YES,NO,NO,NO,,NO,entity_type       VARCHAR(50),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AUDIT_LOGS,M09,v1.1,entity_id,UUID,PHYSICAL_CORROBORATION,,audit_logs,entity_id,UUID,YES,NO,NO,NO,,NO,entity_id         UUID,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AUDIT_LOGS,M09,v1.1,organization_id,UUID,PHYSICAL_CORROBORATION,FK→organizations.id,audit_logs,organization_id,UUID,YES,NO,YES,NO,,NO,"organization_id   UUID REFERENCES organizations(id) ON DELETE SET NULL,  -- v1.3",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AUDIT_LOGS,M09,v1.1,old_value,JSONB,PHYSICAL_CORROBORATION,,audit_logs,old_value,JSONB,YES,NO,NO,NO,,NO,old_value         JSONB,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AUDIT_LOGS,M09,v1.1,new_value,JSONB,PHYSICAL_CORROBORATION,,audit_logs,new_value,JSONB,YES,NO,NO,NO,,NO,new_value         JSONB,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AUDIT_LOGS,M09,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,audit_logs,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at        TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
CERTIFICATES,M04,v1.2,id,UUID,PHYSICAL_CORROBORATION,PK,certificates,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id                UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
CERTIFICATES,M04,v1.2,agent_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→users.id,certificates,agent_id,UUID,NO,NO,YES,NO,,NO,agent_id          UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
CERTIFICATES,M04,v1.2,course_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→courses.id,certificates,course_id,UUID,NO,NO,YES,NO,,NO,course_id         UUID NOT NULL REFERENCES courses(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
CERTIFICATES,M04,v1.2,certificate_url,VARCHAR(500),PHYSICAL_CORROBORATION,,certificates,certificate_url,VARCHAR(500),YES,NO,NO,NO,,NO,certificate_url   VARCHAR(500),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
CERTIFICATES,M04,v1.2,issued_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,certificates,issued_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,issued_at         TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSE_LESSONS,M04,v1.2,id,UUID,PHYSICAL_CORROBORATION,PK,course_lessons,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id            UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSE_LESSONS,M04,v1.2,course_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→courses.id,course_lessons,course_id,UUID,NO,NO,YES,NO,,NO,course_id     UUID NOT NULL REFERENCES courses(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSE_LESSONS,M04,v1.2,title,VARCHAR(200),PHYSICAL_CORROBORATION,,course_lessons,title,VARCHAR(200),YES,NO,NO,NO,,NO,title         VARCHAR(200),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSE_LESSONS,M04,v1.2,content_type,TEXT,PHYSICAL_CORROBORATION,,course_lessons,content_type,TEXT,YES,NO,NO,NO,,YES,"content_type  TEXT CHECK (content_type IN ('video','pdf','slide'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSE_LESSONS,M04,v1.2,content_url,VARCHAR(500),PHYSICAL_CORROBORATION,,course_lessons,content_url,VARCHAR(500),YES,NO,NO,NO,,NO,content_url   VARCHAR(500),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
COURSE_LESSONS,M04,v1.2,sort_order,SMALLINT,PHYSICAL_CORROBORATION,NOT NULL,course_lessons,sort_order,SMALLINT,NO,NO,NO,NO,0,NO,sort_order    SMALLINT NOT NULL DEFAULT 0,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,id,UUID,PHYSICAL_CORROBORATION,PK,developer_projects,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id                    UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,developer_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→developer_partners.id,developer_projects,developer_id,UUID,NO,NO,YES,NO,,NO,developer_id          UUID NOT NULL REFERENCES developer_partners(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,name,VARCHAR(200),PHYSICAL_CORROBORATION,NOT NULL,developer_projects,name,VARCHAR(200),NO,NO,NO,NO,,NO,name                  VARCHAR(200) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,slug,VARCHAR(220),PHYSICAL_CORROBORATION,NOT NULL; UNIQUE,developer_projects,slug,VARCHAR(220),NO,NO,NO,YES,,NO,slug                  VARCHAR(220) UNIQUE NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,meta_title,VARCHAR(70),PHYSICAL_CORROBORATION,,developer_projects,meta_title,VARCHAR(70),YES,NO,NO,NO,,NO,meta_title            VARCHAR(70),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,meta_description,VARCHAR(160),PHYSICAL_CORROBORATION,,developer_projects,meta_description,VARCHAR(160),YES,NO,NO,NO,,NO,meta_description      VARCHAR(160),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,location,VARCHAR(255),PHYSICAL_CORROBORATION,,developer_projects,location,VARCHAR(255),YES,NO,NO,NO,,NO,location              VARCHAR(255),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,city_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→ref_cities.id,developer_projects,city_id,UUID,NO,NO,YES,NO,,NO,city_id               UUID NOT NULL REFERENCES ref_cities(id) ON DELETE RESTRICT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,property_type,TEXT,PHYSICAL_CORROBORATION,,developer_projects,property_type,TEXT,YES,NO,NO,NO,,YES,"property_type         TEXT CHECK (property_type IN ('rumah','apartemen','ruko','tanah','gudang','kavling','lainnya'))",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,price_min,"DECIMAL(18,2)",PHYSICAL_CORROBORATION,,developer_projects,price_min,"DECIMAL(18,2)",YES,NO,NO,NO,,NO,"price_min             DECIMAL(18,2)",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
DEVELOPER_PROJECTS,M06,v1.5,price_max,"DECIMAL(18,2)",PHYSICAL_CORROBORATION,,developer_projects,price_max,"DECIMAL(18,2)",YES,NO,NO,NO,,NO,"price_max             DECIMAL(18,2)",PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
