relationship_id,source_entity,target_entity,source_module,target_module,relationship_type,cardinality,optional_target_reference,basis,fk_columns,authority,notes,reconciliation_status,reconciliation_note,reconciliation_basis
R-081,QUOTA_CAPACITIES,OPERATIONAL_QUOTA_POOLS,M14,M14,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,quota_capacity_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-082,REF_CITIES,DEVELOPER_PROJECTS,CORE,M06,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,city_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-083,REF_CITIES,LISTINGS,CORE,M03,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,city_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-084,REF_CITIES,REF_DISTRICTS,CORE,CORE,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,city_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-085,REF_DISTRICTS,LISTINGS,CORE,M03,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,district_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-086,REF_DISTRICTS,REF_VILLAGES,CORE,CORE,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,district_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-087,REF_PROVINCES,LISTINGS,CORE,M03,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,province_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-088,REF_PROVINCES,REF_CITIES,CORE,CORE,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,province_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-089,ROLES,ROLE_PERMISSIONS,M10,M10,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,role_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-090,ROLES,USERS,M10,M01,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,role_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,RECONCILED,B fk_columns corrected from 'skema' to 'role_id' to match target-entity Dictionary attribute; relationship topology unchanged.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-091,SESSION_ATTENDANCE_EVALUATIONS,SESSION_COMPLETION_OUTCOMES,M04,M04,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,attendance_evaluation_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-092,SESSION_ENROLLMENTS,SESSION_ATTENDANCE_EVALUATIONS,M04,M04,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,session_enrollment_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-093,SESSION_ENROLLMENTS,SESSION_COMPLETION_OUTCOMES,M04,M04,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,session_enrollment_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-094,SESSION_ENROLLMENTS,SESSION_PARTICIPATION_EVIDENCE,M04,M04,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,session_enrollment_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-095,SESSION_PARTICIPATION_EVIDENCE,SESSION_ATTENDANCE_EVALUATIONS,M04,M04,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,evidence_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-096,SESSION_PROVIDER_BINDINGS,SESSION_PARTICIPATION_EVIDENCE,M04,M04,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,binding_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-097,SUBSCRIPTIONS,COMMERCIAL_ORDERS,M14,M14,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,subscription_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-098,TITLE_DEFINITIONS,AWARD_INSTANCES,M15,M15,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,title_definition_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-099,TITLE_DEFINITIONS,AWARDING_PATHS,M15,M15,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,title_definition_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-100,TITLE_DEFINITIONS,TITLE_AUTHORITY_SCOPES,M15,M15,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,title_definition_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-101,TITLE_DEFINITIONS,TITLE_PRESENTATIONS,M15,M15,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,title_definition_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-102,USERS,AGENT_AI_CONNECTIONS,M01,M13,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-103,USERS,AGENT_PROFILES,M01,M01,CORE_PRESERVED_FK,1:1,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-104,USERS,AGENT_PROJECT_CLAIMS,M01,M06,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,agent_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-105,USERS,AGENT_REVIEWS,M01,M02,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,agent_id; buyer_id; moderated_by,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-106,USERS,AGENT_VERIFICATION_DOCUMENTS,M01,M01,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,user_id; reviewed_by,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-107,USERS,AUDIT_LOGS,M01,M09,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-108,USERS,AWARD_INSTANCES,M01,M15,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-109,USERS,CERTIFICATES,M01,M04,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,agent_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-110,USERS,COMMERCIAL_ENTITLEMENTS,M01,M14,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-111,USERS,COMMERCIAL_ORDERS,M01,M14,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-112,USERS,COURSES,M01,M04,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,created_by,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-113,USERS,DBR_CONFIG,M01,M07,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,updated_by,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-114,USERS,DBR_SIMULATIONS,M01,M07,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,agent_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-115,USERS,DEVELOPER_PARTNERS,M01,M06,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-116,USERS,ENROLLMENTS,M01,M04,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,agent_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-117,USERS,EVENT_REGISTRATIONS,M01,M05,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,agent_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-118,USERS,EVENTS,M01,M05,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,submitted_by,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-119,USERS,LEARNING_ACTIVITY_COMPLETIONS,M01,M04,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-120,USERS,LEARNING_POINT_ACCOUNTS,M01,M04,CORE_PRESERVED_FK,1:1,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-121,USERS,LEARNING_POINT_TRANSACTIONS,M01,M04,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-122,USERS,LEARNING_SESSION_ASSIGNMENTS,M01,M04,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,actor_id; created_by; revoked_by,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-123,USERS,LEARNING_SESSIONS,M01,M04,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,owner_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-124,USERS,LEARNING_UNLOCK_PROGRESSIONS,M01,M04,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-125,USERS,LISTING_LEADS,M01,M03,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,agent_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-126,USERS,LISTINGS,M01,M03,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,agent_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-127,USERS,NOTIFICATIONS,M01,M08,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-128,USERS,OPERATIONAL_QUOTA_POOLS,M01,M14,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-129,USERS,ORGANIZATION_INVITATIONS,M01,M12,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,agent_id; leader_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-130,USERS,ORGANIZATION_MEMBERS,M01,M12,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,agent_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-131,USERS,ORGANIZATIONS,M01,M12,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,created_by,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-132,USERS,QUALIFICATION_EVALUATIONS,M01,M15,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-133,USERS,QUALIFICATION_EVIDENCE,M01,M15,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-134,USERS,QUOTA_ALLOCATIONS,M01,M14,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,beneficiary_user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-135,USERS,SESSION_ENROLLMENTS,M01,M04,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,agent_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-136,USERS,SUBSCRIPTIONS,M01,M14,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-137,USERS,SYSTEM_CONFIGS,M01,M09,CORE_PRESERVED_FK,1:N,YES,Current W4-01E physical FK corroboration,updated_by,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-138,USERS,TITLE_PRESENTATIONS,M01,M15,CORE_PRESERVED_FK,1:N,NO,Current W4-01E physical FK corroboration,user_id,Core current ERD/physical baseline,Aggregated where multiple FK columns connect the same entity pair.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-139,EVENTS,EVENT_PROVIDER_BINDING,M05,M05,NEW_LOGICAL,1:N,NO,Event Provider Binding is a distinct persistent binding resource; active binding is a constrained subset.,event_id,M05 v1.3 + STEP10-A0-R1,Do not use events.meeting_link as provider-binding identity; M04 session_provider_bindings is separate.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-140,DEVELOPER_PROJECTS,MARKETING_KIT,M06,M06,NEW_LOGICAL,1:N,NO,Marketing Kit is project-scoped and distinct from photo/video Project Media.,project_id,M06 v1.5 + A0-R1,Brochure/pricelist resource; not developer_project_media.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-141,ROLES,PERMISSION_PRESET,M10,M10,NEW_LOGICAL,1:N,NO,Preset is targeted to an existing role baseline.,target_role_id,M10 v1.1 + A0-R1,Preset cannot create capabilities outside role baseline.,RECONCILED,B fk_columns corrected from 'role_id' to 'target_role_id' to match target-entity Dictionary attribute; relationship topology unchanged.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-142,PERMISSION_PRESET,PERMISSION_PRESET_ITEM,M10,M10,NEW_LOGICAL,1:N,NO,Preset contains permission items.,preset_id,M10 v1.1 + A0-R1,Unique preset/permission pair expected downstream.,RECONCILED,B fk_columns corrected from 'permission_preset_id' to 'preset_id' to match target-entity Dictionary attribute; relationship topology unchanged.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-143,PERMISSIONS,PERMISSION_PRESET_ITEM,M10,M10,NEW_LOGICAL,1:N,NO,Permission item references an established permission.,permission_id,M10 v1.1 + A0-R1,No capability invention.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-144,USERS,USER_PERMISSION_PRESET,CORE,M10,NEW_LOGICAL,0..1,YES,A user may have at most one assigned preset under current model.,user_id,M10 v1.1 + A0-R1,Assignment must match user's role.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-145,PERMISSION_PRESET,USER_PERMISSION_PRESET,M10,M10,NEW_LOGICAL,1:N,NO,A preset may be assigned to multiple users.,preset_id,M10 v1.1 + A0-R1,Within role baseline.,RECONCILED,B fk_columns corrected from 'permission_preset_id' to 'preset_id' to match target-entity Dictionary attribute; relationship topology unchanged.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-146,ORGANIZATIONS,ORGANIZATION_DOCUMENT,M12,M12,NEW_LOGICAL,1:N,NO,Organization-owned document resource.,organization_id,M12 v1.1 + A0-R1,"Distinct from agent verification, qualification evidence, session artifacts, project media.",PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-147,QUOTA_USAGE,LISTINGS,M14,M03,SEMANTIC_REFERENCE,N:1*,YES,Daily Refresh consumption may reference a Listing through generic consuming_resource_type/reference.,consuming_resource_reference,M14 v2.2 + A0-R1,Polymorphic reference; not a direct FK claim. M03 remains Refresh action authority.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-148,REF_PROVINCES,DEVELOPER_PROJECTS,CORE,M06,NEW_LOGICAL,1:N,NO,M06 v1.5 Project Field Inventory + M03-compatible field mapping,province_id,M06 v1.5,Logical Province reference for Developer Project; current physical Core table does not yet corroborate developer_projects.province_id.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
R-149,REF_DISTRICTS,DEVELOPER_PROJECTS,CORE,M06,NEW_LOGICAL,1:N,NO,M06 v1.5 Project Field Inventory + M03-compatible field mapping,district_id,M06 v1.5,Logical District reference for Developer Project; current physical Core table does not yet corroborate developer_projects.district_id.,PASS,Matches B relationship register and target entity field semantics.,B relationship matrix cross-checked against B attribute register and A1/A2 relationship baseline
