logical_entity,logical_attribute,representation,authority_version,logical_data_meaning,note,physical_table,physical_column,lifecycle_or_history_indicator,meaning_evidence_status,provenance_status,physical_status_boundary
NOTIFICATIONS,title,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,notifications,title,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
NOTIFICATIONS,message,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,notifications,message,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
NOTIFICATIONS,related_entity_type,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,notifications,related_entity_type,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
NOTIFICATIONS,related_entity_id,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,notifications,related_entity_id,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
NOTIFICATIONS,is_read,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,notifications,is_read,NO,EXPLICIT,PASS,CORROBORATION ONLY
NOTIFICATIONS,created_at,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,notifications,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATIONS,id,PHYSICAL_CORROBORATION,v1.1,PK,Exact logical attribute ↔ physical column.,organizations,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATIONS,organization_name,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organizations,organization_name,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATIONS,slug,PHYSICAL_CORROBORATION,v1.1,NOT NULL; UNIQUE,Exact logical attribute ↔ physical column.,organizations,slug,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATIONS,organization_type,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organizations,organization_type,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATIONS,logo_url,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organizations,logo_url,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATIONS,banner_url,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organizations,banner_url,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATIONS,description,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organizations,description,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATIONS,website,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organizations,website,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATIONS,social_media,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organizations,social_media,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATIONS,address,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organizations,address,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATIONS,contact_phone,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organizations,contact_phone,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATIONS,created_by,PHYSICAL_CORROBORATION,v1.1,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,organizations,created_by,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATIONS,status,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organizations,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATIONS,deleted_at,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organizations,deleted_at,YES,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATIONS,created_at,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organizations,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATIONS,updated_at,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organizations,updated_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
REF_DISTRICTS,id,PHYSICAL_CORROBORATION,Core v1.3,PK,Exact logical attribute ↔ physical column.,ref_districts,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
REF_DISTRICTS,city_id,PHYSICAL_CORROBORATION,Core v1.3,NOT NULL; FK→ref_cities.id,Exact logical attribute ↔ physical column.,ref_districts,city_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
REF_DISTRICTS,code,PHYSICAL_CORROBORATION,Core v1.3,NOT NULL; UNIQUE,Exact logical attribute ↔ physical column.,ref_districts,code,NO,EXPLICIT,PASS,CORROBORATION ONLY
REF_DISTRICTS,name,PHYSICAL_CORROBORATION,Core v1.3,NOT NULL,Exact logical attribute ↔ physical column.,ref_districts,name,NO,EXPLICIT,PASS,CORROBORATION ONLY
SYSTEM_CONFIGS,id,PHYSICAL_CORROBORATION,v1.1,PK,Exact logical attribute ↔ physical column.,system_configs,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
SYSTEM_CONFIGS,config_key,PHYSICAL_CORROBORATION,v1.1,NOT NULL; UNIQUE,Exact logical attribute ↔ physical column.,system_configs,config_key,NO,EXPLICIT,PASS,CORROBORATION ONLY
SYSTEM_CONFIGS,config_value,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,system_configs,config_value,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
SYSTEM_CONFIGS,updated_by,PHYSICAL_CORROBORATION,v1.1,FK→users.id,Exact logical attribute ↔ physical column.,system_configs,updated_by,NO,EXPLICIT,PASS,CORROBORATION ONLY
SYSTEM_CONFIGS,updated_at,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,system_configs,updated_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
AUDIT_LOGS,id,PHYSICAL_CORROBORATION,v1.1,PK,Exact logical attribute ↔ physical column.,audit_logs,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
AUDIT_LOGS,user_id,PHYSICAL_CORROBORATION,v1.1,FK→users.id,Exact logical attribute ↔ physical column.,audit_logs,user_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
AUDIT_LOGS,action,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,audit_logs,action,NO,EXPLICIT,PASS,CORROBORATION ONLY
AUDIT_LOGS,entity_type,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,audit_logs,entity_type,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
AUDIT_LOGS,entity_id,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,audit_logs,entity_id,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
AUDIT_LOGS,organization_id,PHYSICAL_CORROBORATION,v1.1,FK→organizations.id,Exact logical attribute ↔ physical column.,audit_logs,organization_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
AUDIT_LOGS,old_value,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,audit_logs,old_value,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
AUDIT_LOGS,new_value,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,audit_logs,new_value,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
AUDIT_LOGS,created_at,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,audit_logs,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
CERTIFICATES,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,certificates,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
CERTIFICATES,agent_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,certificates,agent_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
CERTIFICATES,course_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→courses.id,Exact logical attribute ↔ physical column.,certificates,course_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
CERTIFICATES,certificate_url,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,certificates,certificate_url,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
CERTIFICATES,issued_at,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,certificates,issued_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
COURSE_LESSONS,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,course_lessons,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
COURSE_LESSONS,course_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→courses.id,Exact logical attribute ↔ physical column.,course_lessons,course_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
COURSE_LESSONS,title,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,course_lessons,title,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
COURSE_LESSONS,content_type,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,course_lessons,content_type,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
COURSE_LESSONS,content_url,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,course_lessons,content_url,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
COURSE_LESSONS,sort_order,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,course_lessons,sort_order,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,id,PHYSICAL_CORROBORATION,v1.5,PK,Exact logical attribute ↔ physical column.,developer_projects,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,developer_id,PHYSICAL_CORROBORATION,v1.5,NOT NULL; FK→developer_partners.id,Exact logical attribute ↔ physical column.,developer_projects,developer_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,name,PHYSICAL_CORROBORATION,v1.5,NOT NULL,Exact logical attribute ↔ physical column.,developer_projects,name,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,slug,PHYSICAL_CORROBORATION,v1.5,NOT NULL; UNIQUE,Exact logical attribute ↔ physical column.,developer_projects,slug,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,meta_title,PHYSICAL_CORROBORATION,v1.5,,Exact logical attribute ↔ physical column.,developer_projects,meta_title,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,meta_description,PHYSICAL_CORROBORATION,v1.5,,Exact logical attribute ↔ physical column.,developer_projects,meta_description,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,location,PHYSICAL_CORROBORATION,v1.5,,Exact logical attribute ↔ physical column.,developer_projects,location,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,city_id,PHYSICAL_CORROBORATION,v1.5,NOT NULL; FK→ref_cities.id,Exact logical attribute ↔ physical column.,developer_projects,city_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,property_type,PHYSICAL_CORROBORATION,v1.5,,Exact logical attribute ↔ physical column.,developer_projects,property_type,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,price_min,PHYSICAL_CORROBORATION,v1.5,,Exact logical attribute ↔ physical column.,developer_projects,price_min,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,price_max,PHYSICAL_CORROBORATION,v1.5,,Exact logical attribute ↔ physical column.,developer_projects,price_max,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,unit_availability,PHYSICAL_CORROBORATION,v1.5,,Exact logical attribute ↔ physical column.,developer_projects,unit_availability,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,commission_scheme,PHYSICAL_CORROBORATION,v1.5,,Exact logical attribute ↔ physical column.,developer_projects,commission_scheme,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,is_exclusive_by_region,PHYSICAL_CORROBORATION,v1.5,NOT NULL,Exact logical attribute ↔ physical column.,developer_projects,is_exclusive_by_region,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,status,PHYSICAL_CORROBORATION,v1.5,NOT NULL,Exact logical attribute ↔ physical column.,developer_projects,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,created_at,PHYSICAL_CORROBORATION,v1.5,NOT NULL,Exact logical attribute ↔ physical column.,developer_projects,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECTS,updated_at,PHYSICAL_CORROBORATION,v1.5,NOT NULL,Exact logical attribute ↔ physical column.,developer_projects,updated_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
ENROLLMENTS,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,enrollments,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ENROLLMENTS,agent_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,enrollments,agent_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ENROLLMENTS,course_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→courses.id,Exact logical attribute ↔ physical column.,enrollments,course_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ENROLLMENTS,status,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,enrollments,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
ENROLLMENTS,progress_percent,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,enrollments,progress_percent,NO,EXPLICIT,PASS,CORROBORATION ONLY
ENROLLMENTS,enrolled_at,PHYSICAL_CORROBORATION,v1.2,NOT NULL,Exact logical attribute ↔ physical column.,enrollments,enrolled_at,NO,EXPLICIT,PASS,CORROBORATION ONLY
ENROLLMENTS,completed_at,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,enrollments,completed_at,YES,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATION_INVITATIONS,id,PHYSICAL_CORROBORATION,v1.1,PK,Exact logical attribute ↔ physical column.,organization_invitations,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_INVITATIONS,organization_id,PHYSICAL_CORROBORATION,v1.1,NOT NULL; FK→organizations.id,Exact logical attribute ↔ physical column.,organization_invitations,organization_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_INVITATIONS,agent_id,PHYSICAL_CORROBORATION,v1.1,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,organization_invitations,agent_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_INVITATIONS,leader_id,PHYSICAL_CORROBORATION,v1.1,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,organization_invitations,leader_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_INVITATIONS,initiated_by_type,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organization_invitations,initiated_by_type,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_INVITATIONS,status,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organization_invitations,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_INVITATIONS,responded_at,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organization_invitations,responded_at,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATION_INVITATIONS,expires_at,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organization_invitations,expires_at,YES,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
ORGANIZATION_INVITATIONS,created_at,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organization_invitations,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_MEMBERS,id,PHYSICAL_CORROBORATION,v1.1,PK,Exact logical attribute ↔ physical column.,organization_members,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_MEMBERS,organization_id,PHYSICAL_CORROBORATION,v1.1,NOT NULL; FK→organizations.id,Exact logical attribute ↔ physical column.,organization_members,organization_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_MEMBERS,agent_id,PHYSICAL_CORROBORATION,v1.1,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,organization_members,agent_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_MEMBERS,role,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organization_members,role,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_MEMBERS,status,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organization_members,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_MEMBERS,joined_at,PHYSICAL_CORROBORATION,v1.1,NOT NULL,Exact logical attribute ↔ physical column.,organization_members,joined_at,NO,EXPLICIT,PASS,CORROBORATION ONLY
ORGANIZATION_MEMBERS,left_at,PHYSICAL_CORROBORATION,v1.1,,Exact logical attribute ↔ physical column.,organization_members,left_at,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
QUIZZES,id,PHYSICAL_CORROBORATION,v1.2,PK,Exact logical attribute ↔ physical column.,quizzes,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZZES,course_id,PHYSICAL_CORROBORATION,v1.2,NOT NULL; FK→courses.id,Exact logical attribute ↔ physical column.,quizzes,course_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
QUIZZES,title,PHYSICAL_CORROBORATION,v1.2,,Exact logical attribute ↔ physical column.,quizzes,title,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
REF_VILLAGES,id,PHYSICAL_CORROBORATION,Core v1.3,PK,Exact logical attribute ↔ physical column.,ref_villages,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
REF_VILLAGES,district_id,PHYSICAL_CORROBORATION,Core v1.3,NOT NULL; FK→ref_districts.id,Exact logical attribute ↔ physical column.,ref_villages,district_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
REF_VILLAGES,code,PHYSICAL_CORROBORATION,Core v1.3,NOT NULL; UNIQUE,Exact logical attribute ↔ physical column.,ref_villages,code,NO,EXPLICIT,PASS,CORROBORATION ONLY
REF_VILLAGES,name,PHYSICAL_CORROBORATION,Core v1.3,NOT NULL,Exact logical attribute ↔ physical column.,ref_villages,name,NO,EXPLICIT,PASS,CORROBORATION ONLY
REF_VILLAGES,postal_code,PHYSICAL_CORROBORATION,Core v1.3,,Exact logical attribute ↔ physical column.,ref_villages,postal_code,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
AGENT_PROJECT_CLAIMS,id,PHYSICAL_CORROBORATION,v1.5,PK,Exact logical attribute ↔ physical column.,agent_project_claims,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
AGENT_PROJECT_CLAIMS,agent_id,PHYSICAL_CORROBORATION,v1.5,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,agent_project_claims,agent_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
AGENT_PROJECT_CLAIMS,project_id,PHYSICAL_CORROBORATION,v1.5,NOT NULL; FK→developer_projects.id,Exact logical attribute ↔ physical column.,agent_project_claims,project_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
AGENT_PROJECT_CLAIMS,claimed_at,PHYSICAL_CORROBORATION,v1.5,NOT NULL,Exact logical attribute ↔ physical column.,agent_project_claims,claimed_at,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECT_MEDIA,id,PHYSICAL_CORROBORATION,v1.5,PK,Exact logical attribute ↔ physical column.,developer_project_media,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECT_MEDIA,project_id,PHYSICAL_CORROBORATION,v1.5,NOT NULL; FK→developer_projects.id,Exact logical attribute ↔ physical column.,developer_project_media,project_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECT_MEDIA,type,PHYSICAL_CORROBORATION,v1.5,NOT NULL,Exact logical attribute ↔ physical column.,developer_project_media,type,NO,EXPLICIT,PASS,CORROBORATION ONLY
DEVELOPER_PROJECT_MEDIA,url,PHYSICAL_CORROBORATION,v1.5,NOT NULL,Exact logical attribute ↔ physical column.,developer_project_media,url,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,id,PHYSICAL_CORROBORATION,v1.3,PK,Exact logical attribute ↔ physical column.,events,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,title,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,events,title,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,category,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,events,category,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,description,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,events,description,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
EVENTS,is_online,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,events,is_online,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,location,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,events,location,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
EVENTS,meeting_link,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,events,meeting_link,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
EVENTS,host,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,events,host,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
EVENTS,quota,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,events,quota,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
EVENTS,related_course_id,PHYSICAL_CORROBORATION,v1.3,FK→courses.id,Exact logical attribute ↔ physical column.,events,related_course_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,related_project_id,PHYSICAL_CORROBORATION,v1.3,FK→developer_projects.id,Exact logical attribute ↔ physical column.,events,related_project_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,submitted_by,PHYSICAL_CORROBORATION,v1.3,FK→users.id,Exact logical attribute ↔ physical column.,events,submitted_by,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,status,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,events,status,YES,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,start_at,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,events,start_at,NO,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,end_at,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,events,end_at,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
EVENTS,deleted_at,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,events,deleted_at,YES,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
EVENTS,created_at,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,events,created_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
EVENTS,updated_at,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,events,updated_at,YES,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,id,PHYSICAL_CORROBORATION,v1.3,PK,Exact logical attribute ↔ physical column.,listings,id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,agent_id,PHYSICAL_CORROBORATION,v1.3,NOT NULL; FK→users.id,Exact logical attribute ↔ physical column.,listings,agent_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,developer_project_id,PHYSICAL_CORROBORATION,v1.3,FK→developer_projects.id,Exact logical attribute ↔ physical column.,listings,developer_project_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,organization_id,PHYSICAL_CORROBORATION,v1.3,FK→organizations.id,Exact logical attribute ↔ physical column.,listings,organization_id,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,listing_context,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,listing_context,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,category,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,category,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,transaction_type,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,transaction_type,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,title,PHYSICAL_CORROBORATION,v1.3,NOT NULL,Exact logical attribute ↔ physical column.,listings,title,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,slug,PHYSICAL_CORROBORATION,v1.3,NOT NULL; UNIQUE,Exact logical attribute ↔ physical column.,listings,slug,NO,EXPLICIT,PASS,CORROBORATION ONLY
LISTINGS,meta_title,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,meta_title,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,meta_description,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,meta_description,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
LISTINGS,description,PHYSICAL_CORROBORATION,v1.3,,Exact logical attribute ↔ physical column.,listings,description,NO,PHYSICAL_CORROBORATION_WITH_NOTE,PASS,CORROBORATION ONLY
