source_relative_path,bytes,sha256
RUMAHAGEN-dokumen-updated (2)/DEVELOPMENT-ROADMAP.md,37997,f0d49a2099b070ce015ad1723eee5878bfe10f5bf98b58b3f4d975b8cdd52327
RUMAHAGEN-dokumen-updated (2)/Database-Dictionary-Migration-Ready-v1_0-FINAL.md,8634,b8f624cdf48723b1654dc9593a78950b43ee66fd5f7947684b4cc55d61075992
RUMAHAGEN-dokumen-updated (2)/Database-Migration-Full-v1_0__1_.sql,63343,7b5be2562ab0cb7f2c40d39838c0e7ff64e91f96941a3e91aa31c2f3664b1bf3
RUMAHAGEN-dokumen-updated (2)/ERD-Skema-Database-RUMAHAGEN-v1_4-FINAL.md,46882,a917700f43af204468187a3e1774f1651d4b7cc0efb80734dbecdac9d5ed8d01
RUMAHAGEN-dokumen-updated (2)/Engineering-Alignment-Framework-v1_0.md,73257,2ff2f5c5adce937fdad0d16759de218a67f1ddc50b3b12ba02c6749656a956e3
RUMAHAGEN-dokumen-updated (2)/Entity-Mapping-RUMAHAGEN-v1_0-FINAL.md,11862,f110ad106a95eb6859cc59a4a9c1f64bfeab412d0be1435a6ad1843f1c781bfa
RUMAHAGEN-dokumen-updated (2)/Functional-Specification-RUMAHAGEN-v1_0-FINAL.md,35752,19e81839b47f004fba9f0635594987a29815bcea81b3222ab380f7d08d28e3d7
RUMAHAGEN-dokumen-updated (2)/ISSUE-REGISTER-Konsolidasi-FINAL.md,24510,20747a9fc94ff1657d21dba681bedd15f3aa3000a0df3704201d89b82d345fbb
RUMAHAGEN-dokumen-updated (2)/ISSUE-REGISTER-Konsolidasi-FINAL__3_.md,29064,a4dc1721dd86a78367b8eba271fd770c5f040e7d438d073b6f5506b74a2c1503
RUMAHAGEN-dokumen-updated (2)/ISSUE-REGISTER-Konsolidasi-v2_0-KONSOLIDASI-FINAL.md,30942,2526f78bed0906a6ccb1e71b3383c4bf1165a772dc4e02f05b96486facc9a24e
RUMAHAGEN-dokumen-updated (2)/Issue-Register-Resolution-Package-v1_0.md,22547,ec57dace6a7c9dc989f9b920e893afcc904ee10456b5c0ed2a0e7b818c1590b1
RUMAHAGEN-dokumen-updated (2)/MP-01-Authentication-Module-Planning-v1_0-FINAL.md,46538,9a749d79a1768eb16a83fba60ea21fcc8517e68650815a648b868e1221947595
RUMAHAGEN-dokumen-updated (2)/MP-02-ProfilAgen-Module-Planning-v1_0-FINAL.md,39528,ec7abcd6a777bf3c821e86258883d734f50a7a56677902a9bee52c79a0c0bfcf
RUMAHAGEN-dokumen-updated (2)/MP-03-Listing-Module-Planning-v1_0-FINAL__1_.md,43143,2dab57de441f1aca2c51f9d8702b27e735a2116ae5b81f634d7150ff4031fae5
RUMAHAGEN-dokumen-updated (2)/MP-04-LearningCenter-Module-Planning-v1_0-FINAL__1_.md,39434,9592f710d2f0d241e5f6b88682239c32b46770164bb2a977e80848c05da58395
RUMAHAGEN-dokumen-updated (2)/MP-05-KalenderEvent-Module-Planning-v1_0-FINAL.md,29452,5daf9357f3164ffabf5b38025268b7a487cffbf2c4428267cc5fd47376f69369
RUMAHAGEN-dokumen-updated (2)/MP-06-DirektoriDeveloper-Module-Planning-v1_0-FINAL.md,39402,d482702c37447d790b6dbe91f624da565a5fddd98f6ec03a3f33f4b35505a947
RUMAHAGEN-dokumen-updated (2)/MP-07-DBRScoring-Module-Planning-v1_0-FINAL__1_.md,25632,e0e51a0849fd1d690cd81436e9354c6e7c5116bc4e6257a8458474e73b34dfb1
RUMAHAGEN-dokumen-updated (2)/MP-08-DashboardNotifikasi-Module-Planning-v1_0-FINAL.md,26637,588d76946778ad63486064ea45fb79168dfebedf6d7cd2e156353508b17f16f3
RUMAHAGEN-dokumen-updated (2)/MP-09-AdminPanel-Module-Planning-v1_0-FINAL.md,40201,d28ccb6527503fac3cdb716f385dd9a480117ce809da483576263b704085d2a9
RUMAHAGEN-dokumen-updated (2)/MP-10-RBAC-Module-Planning-v1_0-FINAL.md,49000,b5deac68fc6c2c09e122bf3871dc90ea2dd3bb63fd5b5bec3b59056f7a2336e2
RUMAHAGEN-dokumen-updated (2)/MP-11-SEOAnalytics-Module-Planning-v1_0-FINAL.md,28527,13d460bf4f5d05c18a2323dedc8b4a6adf146dc61019cb8ebedf281357ccc054
RUMAHAGEN-dokumen-updated (2)/MP-12-Organization-Module-Planning-v1_0-FINAL.md,39576,a028d4450c3413936baacea8eacf88198faf32cc4521ebc3fb8d1455a47b8df1
RUMAHAGEN-dokumen-updated (2)/MP-13-AIAssistant-Module-Planning-v1_0-FINAL.md,40780,c2f10e6eba2941a34d10a82406d9e8d271805ed4ec5ba9f668f96fdea741a245
RUMAHAGEN-dokumen-updated (2)/Module-Dependency-Matrix-RUMAHAGEN-v1_0-FINAL__1_.md,53803,b5a1eb96c02fa750412a2e0b10735fca0c0087e4652323e1b40812ea61017d57
RUMAHAGEN-dokumen-updated (2)/Module-Implementation-Strategy-RUMAHAGEN-v1_0-FINAL.md,26841,3c2a9c96c45827d9e3de72f848ab57ac3bf441b5ce7947b3542118a567bcf38a
RUMAHAGEN-dokumen-updated (2)/P7-Hasil-UISpec-DuplicateModal-WarningBanner.md,5077,abf85832013d4da33e0e97efc99bc9e5d3a21278ed9a29b45e0dae13145e4f97
RUMAHAGEN-dokumen-updated (2)/PRD-RUMAHAGEN-v1_3-FINAL.md,85104,dd05ab430c077091795a14eac17bfba428d7aecc5a593effa12aa380577de640
RUMAHAGEN-dokumen-updated (2)/PROJECT-CONSTITUTION-v1_9-FINAL.md,87565,0eb6552571973bca87a22516b50593f94f91a3610a6742cd54957583ca9122e4
RUMAHAGEN-dokumen-updated (2)/Paket-Prompt-Konsolidasi-Riwayat-Versi-Dokumen.md,10081,245ad7a03625f95cd9998ec8795ec91c2125e8d43fe24354b8d47b5a8ecc08e5
RUMAHAGEN-dokumen-updated (2)/Prompt-Drift-Detection-Audit-ADR.md,4157,bde3cf60898c7d8cc2e3e0c0c8c1eb64f229a0b750cdaf364bff43bd27b38783
RUMAHAGEN-dokumen-updated (2)/README-seed-superadmin.md,3821,60c7a856c506a4685b0f75898851ab7ffd3bdb4ded9e2013e08da38bd499eb52
RUMAHAGEN-dokumen-updated (2)/SEO-Analytics-Specification-RUMAHAGEN-v1_1-FINAL.md,15533,df856c505dcc71c9fe5296f3cc2241a86baf12969ed1002d0598261a9fdd32ce
RUMAHAGEN-dokumen-updated (2)/SYSTEM-ARCHITECTURE-Consolidation-Supporting-Deliverables.md,7877,b2184d0826e1f78fd60079758d1fc81973f0817c037fb4c34e298d2e4658b674
RUMAHAGEN-dokumen-updated (2)/SYSTEM-ARCHITECTURE-v1_6-FINAL.md,123024,ea8a269d7536f8a0a53ee3c88e03bea2531e1072658ca3619acba5b1f1300f07
RUMAHAGEN-dokumen-updated (2)/TASK-TEMPLATE-v1_1.md,24679,9df52c91304d2ea0e2e05654213e66dbbc2b58cda349e4df43595c47fe187a3c
RUMAHAGEN-dokumen-updated (2)/Technical-Specification-RUMAHAGEN-v1_0-FINAL.md,19352,3522be030304a92e3e4cac46eca32d8c0553f3b3fedeb3851ca9f96402f35ffe
RUMAHAGEN-dokumen-updated (2)/UI-Specification-RUMAHAGEN-v1_0-FINAL.md,31343,82ec248f60e57cc25961edd58271f380f5da8fbbe4f89e32fba4e7fa5d0a1d31
RUMAHAGEN-dokumen-updated (2)/User-Flow-RUMAHAGEN-v1_2-FINAL.md,27958,64492baac2543a542104000226a2a155dd4c0d8b114631d07d2f9ffdd34be4f6
RUMAHAGEN-dokumen-updated (2)/architecture-decision-records-FINAL-v1_1-plus-ADR029.md,132113,e2c1ec2e8e93ce2defe8b181f030c46c0ce63684de2b6afb71593828061091b2
RUMAHAGEN-dokumen-updated (2)/architecture-decision-records-v1_1.md,126805,15bcaf67aa7db3a8b9420878cfebb665e11d1bc7cf7051bc8b61a364aaa0c122
RUMAHAGEN-dokumen-updated (2)/decision-log-FINAL-v8Agustus2026.md,149253,32b7a2ef6bf5d793ca89ddb3959fe020f6207094506da6e2b4537dd70a35e638
RUMAHAGEN-dokumen-updated (2)/dependency-manifest-v1_6-FINAL.md,48064,a2db71548b9dbe801b0c8783775c01b4397a4838b2bd061560e4799a98decca1
RUMAHAGEN-dokumen-updated (2)/document-governance-baseline-register-v1_11-KONSOLIDASI-FINAL.md,135815,ff4650ff26dd10fdac2890339229c0ac0087106ca47af1ce24b00614983bc102
RUMAHAGEN-dokumen-updated (2)/document-governance-baseline-register-v1_4.md,88559,bea2d850e106f7cc816fd7959a6d05908c7665b67ad018a7ba4e87cdc29c5924
RUMAHAGEN-dokumen-updated (2)/document-governance-baseline-register-v1_6.md,95784,7beed637f2bb658bd924b81e3c7171a2054613ccbd23b5f121dd9e09253b1daa
RUMAHAGEN-dokumen-updated (2)/document-governance-baseline-register-v1_7.md,97904,1d424779ab19aaca3e5d503d8aec3eecf199cc038f16b2cff2ce2a4a72c8c64f
RUMAHAGEN-dokumen-updated (2)/document-governance-baseline-register-v1_8-FINAL__3_.md,121640,c3f596f3ccfa94d61b611f0e4b401d344b7dab79ec01ec824f1d80220d762016
RUMAHAGEN-dokumen-updated (2)/document-governance-baseline-register-v1_9-FINAL.md,123682,537c95b765f7159160eff60ca2ddf6310a4161882fc82845138754cc697188f9
RUMAHAGEN-dokumen-updated (2)/executive-architecture-review.md,30454,23b074442d9a8bfc173bc7728fe857b37e3386c68bbbd1b579ca072e70523a5e
RUMAHAGEN-dokumen-updated (2)/foundation-validation-report.md,53827,f9f453f1d80e660e6b5bac1c71085465c6b7a70687403ab4e6eabba7718c0b5e
RUMAHAGEN-dokumen-updated (2)/migrations-RENAME-ARCHIVE-MANIFEST.md,2871,5b479d96eb532c7fa8540740ddcec65f38d7317896341e076992c5fe4b60b272
RUMAHAGEN-dokumen-updated (2)/project-manifest-v1_10.md,90511,b2d622edc1adbd62a4bab31117bd2c7d506fbb5b9f87ac00a19653833454a029
RUMAHAGEN-dokumen-updated (2)/project-manifest-v1_24-FINAL__1_.md,112828,0a47d65f9446684f19d368a68ece288b48fb9a107476b08e517acbdb8559aebd
RUMAHAGEN-dokumen-updated (2)/project-manifest-v1_25-FINAL.md,116199,c6ac853c0930a0061fb4da12824436fb1b8642831c7532bfacf16a3d53042e81
RUMAHAGEN-dokumen-updated (2)/project-manifest-v1_26-KONSOLIDASI-FINAL.md,133253,388f4167d5929d5f29cfea4cb8052bb88e45cff1ef0e1cc83049aaba78409021
RUMAHAGEN-dokumen-updated (2)/project-manifest-v1_28-KONSOLIDASI-FINAL.md,136786,9a607ffe37b2f116555467697010af0ecc9b27bd12c7f238f3da465622e82ae5
RUMAHAGEN-dokumen-updated (2)/project-manifest-v1_8.md,90560,f781f656f8ff8aaad5cdf1a97d9d0fafe2dddfd4841e513073bae6447c30cefe
RUMAHAGEN-dokumen-updated (2)/project-manifest-v1_9.md,90702,51f4dadb51bfe28737fb79712f8312de9def995f39cbf7faa261f74532a1d2d1
RUMAHAGEN-dokumen-updated (2)/project-manifest__10_.md,90010,eaad1c1c7d728b3211d98803c3d0d357f3cdd93dcf51287caf8f3eb368ac0bca
RUMAHAGEN-dokumen-updated (2)/seed-superadmin.ts,8756,64bcdbd3ea285007532bc552fe96eb6786a323d4eb4c988d97650669e720c72f
RUMAHAGEN-dokumen-updated (2)/synchronization-report-adr-001.md,10342,5eac54a70f63fead7f8a83133e563b5bc3869ef5fcef6c887c281621e51e51e8
RUMAHAGEN-dokumen-updated (2)/technology-decisions-v1_6-FINAL.md,93465,bfa9cb2dcb3f37133814ab77277b1dc58515543683e59faec875b6e606213e9d
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-01-CANONICAL-CONSOLIDATION-MATRIX-v1.0.docx,44021,191b35088a34333d4e1152b6cee18b750626042d048c53e98a491a0a8c151a09
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-02-ARCHITECTURE-DELTA-DEPENDENCY-SPECIFICATION-v1.0.docx,44720,d6c27898de18e391297c7ff1c478ec6d52b50126d943cd6ca0071641083438f5
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-03-GLOBAL-SYNC-EXECUTION-PLAN-CHANGE-MAP-v1.0.docx,42697,3cf8c2d0c982d651fcad844c84fd6f6352c8fdc3e61239b2e5e338112b33ddcd
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-04-D0-D1-POST-EDIT-RECONCILIATION-v1.0.docx,38388,3878d572483ec33295d02b6c3f98060d6c5bbbb7adc004cd7c7771a228dd65ac
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-04-D0-D1-SYNCHRONIZED-PACKAGE-v1.0_unzipped/CURRENT-PROJECT-STATE-rev11-CROSS-AEP-D0-D1.md,50789,baaa0fa10da649cd74c9bcfd776feeec20eef847f0bb0a1ad14cef3b1ff4f98b
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-04-D0-D1-SYNCHRONIZED-PACKAGE-v1.0_unzipped/PROJECT-CONSTITUTION-v1_10-CROSS-AEP-D0-D1.md,91048,f6d0f9c531536a70d791d7cfb12f8c3875e3e264517a329b02edd96a0f1400ce
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-04-D0-D1-SYNCHRONIZED-PACKAGE-v1.0_unzipped/RUMAHAGEN-CROSS-AEP-STEP-04-D0-D1-POST-EDIT-RECONCILIATION-v1.0.md,3885,7a7c864af57ea9a29f65f9423f03d430597947afc622f9872619f164fde503b2
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-04-D0-D1-SYNCHRONIZED-PACKAGE-v1.0_unzipped/SYSTEM-ARCHITECTURE-v1_7-CROSS-AEP-D0-D1.md,125823,c94006ff61211103c3023e8c1749d2e364c20d23ebdac2b8897de90d1e51ebca
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-04-D0-D1-SYNCHRONIZED-PACKAGE-v1.0_unzipped/document-governance-baseline-register-v1_12-CROSS-AEP-D0-D1.md,136759,3c5cd7c54b352fd5bb21645bdd6fc1a0d8fe4e27ebe6f1bdc8e612f342971785
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-04-D0-D1-SYNCHRONIZED-PACKAGE-v1.0_unzipped/project-manifest-v1_29-CROSS-AEP-D0-D1.md,137201,dae5c9ce77dbfecbab4a5c8c4f500012bc54f4a313eac02b6eba9811dc5f467a
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-05-D1-POST-EDIT-RECONCILIATION-v1.0.docx,37837,201e4ada2959d6bae078098565070bea6c87bc5250911a9b674b20b0cf3e3658
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-06-D2-LEARNING-ECONOMY-SYNCHRONIZATION-v1.0_unzipped/API-Specification-RUMAHAGEN-v1_5-CROSS-AEP-D2.md,50581,00363a7b7f165c9e9f0bb701c6f4a328b423fac1e38133c34d3ead9e879e7548
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-06-D2-LEARNING-ECONOMY-SYNCHRONIZATION-v1.0_unzipped/Authorization-Access-Control-Specification-v1_3-CROSS-AEP-D2.md,38091,c66cfce32a6df621d0adbc66fea92ee0c17a6374415153c5e7e600a050d0e9df
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-06-D2-LEARNING-ECONOMY-SYNCHRONIZATION-v1.0_unzipped/D2-LEARNING-ECONOMY-BUSINESS-RULE-TRACEABILITY-ADDENDUM-v1.0.md,1698,e0e0c69bbd4911717e9c6391584e66fdba1fcbcf03f73979aba35aecf5a52dce
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-06-D2-LEARNING-ECONOMY-SYNCHRONIZATION-v1.0_unzipped/Database-Dictionary-Migration-Ready-v1_2-CROSS-AEP-D2.md,9826,9e36f981799388562883b161672c7f210306e54620f2354a254cf9df8f75099b
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-06-D2-LEARNING-ECONOMY-SYNCHRONIZATION-v1.0_unzipped/ERD-Skema-Database-RUMAHAGEN-v1_6-CROSS-AEP-D2.md,49152,47fd4ad681020d6f53c90387ac79d96080cb4b9eafbf1e9fe5b082f489e00c95
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-06-D2-LEARNING-ECONOMY-SYNCHRONIZATION-v1.0_unzipped/PRD-RUMAHAGEN-v1_5-CROSS-AEP-D2.md,86651,4132bfb4d6ef047e33f487c2d9b82547d55313c7823fa02e28c1fc3a5a672dd9
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-06-D2-LEARNING-ECONOMY-SYNCHRONIZATION-v1.0_unzipped/RUMAHAGEN-CROSS-AEP-STEP-06-D2-POST-EDIT-RECONCILIATION-v1.0.md,3424,6b65aca64578ee16a68c745e54daeaa2e95b82e5818586e1dcaab40d25e79fae
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-06-D2-LEARNING-ECONOMY-SYNCHRONIZATION-v1.0_unzipped/User-Flow-RUMAHAGEN-v1_4-CROSS-AEP-D2.md,29662,d4a2df5d4bd95f668b62343b263ddd7080f81cc1ccd1289b0ac6e5a561b6d94c
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-06-D2-POST-EDIT-RECONCILIATION-v1.0.docx,37814,623a00cf509ef69543d5f9a3a4b124702e1df9d305b00fb928d56dc277e7e490
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-07-D3-LEARNING-SESSION-SYNCHRONIZATION-v1.0_unzipped/API-Specification-RUMAHAGEN-v1_6-CROSS-AEP-D3.md,50778,0fb0f479ca543e4f03ec38e12e294d88e1bd962f662bcda0bab5cd7778fa6543
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-07-D3-LEARNING-SESSION-SYNCHRONIZATION-v1.0_unzipped/Authorization-Access-Control-Specification-v1_4-CROSS-AEP-D3.md,38256,9bc521b838121c2db813b3275c95db17a4beb1366d944a6b73bf884cd944e557
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-07-D3-LEARNING-SESSION-SYNCHRONIZATION-v1.0_unzipped/D3-LEARNING-SESSION-BUSINESS-RULE-TRACEABILITY-ADDENDUM-v1.0.md,2643,2a02b83754759f7e408278a6c98545e89dab91b3987c895cf1e86723ed0ad540
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-07-D3-LEARNING-SESSION-SYNCHRONIZATION-v1.0_unzipped/Database-Dictionary-Migration-Ready-v1_3-CROSS-AEP-D3.md,10222,307563b940342893a6776c07927be4ace416aa6a5096a42967037e5d9b1b8615
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-07-D3-LEARNING-SESSION-SYNCHRONIZATION-v1.0_unzipped/ERD-Skema-Database-RUMAHAGEN-v1_7-CROSS-AEP-D3.md,49592,84687b9b4b951c4e0b239ccd7b2d2b84029ed88389dccf3af6cabb491cc399de
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-07-D3-LEARNING-SESSION-SYNCHRONIZATION-v1.0_unzipped/LEARNING-SESSION-PROVIDER-ADAPTER-INTEGRATION-CONTRACT-D3-v1.0.md,2075,db84b84d96cc3161bce9e359342c83a10f98f518408b5e9ffd3b7c90137d3ed3
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-07-D3-LEARNING-SESSION-SYNCHRONIZATION-v1.0_unzipped/PRD-RUMAHAGEN-v1_6-CROSS-AEP-D3.md,86976,af80fb5440e9f750ff98b7135cf5bab8e05008086f91ee04b5d3e4613f06e9bf
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-07-D3-LEARNING-SESSION-SYNCHRONIZATION-v1.0_unzipped/RUMAHAGEN-CROSS-AEP-STEP-07-D3-POST-EDIT-RECONCILIATION-v1.0.md,4332,98ba4f08b76bef2fc0b7eb8089006a1d058685808cbf60effe8f19739b8880f2
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-07-D3-LEARNING-SESSION-SYNCHRONIZATION-v1.0_unzipped/User-Flow-RUMAHAGEN-v1_5-CROSS-AEP-D3.md,29967,164533134a7836fa5047fff850f4b854058f4ca256c794658c257cbe0ee3c02a
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-07-D3-POST-EDIT-RECONCILIATION-v1.0.docx,37806,51a6121a436f5728af7e7f8ac98104716cc9f68faf9038bc53fedc78591914f9
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-08-D4-POST-EDIT-RECONCILIATION-v1.0.docx,37702,b0241c5181a7502ddd740a60a322c65fd20093d0e19f43a6d7267d7dd0229a89
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-08-D4-TITLE-AWARDING-SYNCHRONIZATION-v1.0_unzipped/API-Specification-RUMAHAGEN-v1_7-CROSS-AEP-D4.md,50974,0577d3869069816c9f208dc5e9a7f1f7d3f2c3d0646d5b3259305af0049f63d6
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-08-D4-TITLE-AWARDING-SYNCHRONIZATION-v1.0_unzipped/Authorization-Access-Control-Specification-v1_5-CROSS-AEP-D4.md,38451,c49a68254ce5b3a38f51d01d048a609d7008db07b0f80190975dd3d4303e9c44
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-08-D4-TITLE-AWARDING-SYNCHRONIZATION-v1.0_unzipped/D4-TITLE-AWARDING-BUSINESS-RULE-TRACEABILITY-ADDENDUM-v1.0.md,1960,ec460344416919359f865295e592a5f39385cbe385dd7cf077c3ace3cbfbd35d
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-08-D4-TITLE-AWARDING-SYNCHRONIZATION-v1.0_unzipped/Database-Dictionary-Migration-Ready-v1_4-CROSS-AEP-D4.md,9981,7dc63094944848799791c0229e9b439b72a8a244d0669e871e61b0c023797ff9
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-08-D4-TITLE-AWARDING-SYNCHRONIZATION-v1.0_unzipped/ERD-Skema-Database-RUMAHAGEN-v1_8-CROSS-AEP-D4.md,49395,46acf6427ff6ab92a8aa5a6470eb7e5fb10ec87e314e1883d9801d824a58042e
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-08-D4-TITLE-AWARDING-SYNCHRONIZATION-v1.0_unzipped/PRD-RUMAHAGEN-v1_7-CROSS-AEP-D4.md,86997,a8ecf3e7daf79fdcc3a05f00137b16c66269ee6ae93fbb48910180e519e82248
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-08-D4-TITLE-AWARDING-SYNCHRONIZATION-v1.0_unzipped/RUMAHAGEN-CROSS-AEP-STEP-08-D4-POST-EDIT-RECONCILIATION-v1.0.md,2916,a9db5a112717defaa29cceb952cdc02e9cee24a0e7705fe20eebf8a2557f5555
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-08-D4-TITLE-AWARDING-SYNCHRONIZATION-v1.0_unzipped/User-Flow-RUMAHAGEN-v1_6-CROSS-AEP-D4.md,30011,6019a4c1b09780fd53706a6aa16a6fa6cfcdeaa565774590a1d2c70e96c0bcbd
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-09-D5-CROSS-DOMAIN-RECONCILIATION-v1.0_unzipped/D5-CONTROLLED-RESIDUAL-REGISTER-v1.0.md,1726,e4d90d122804df3d80c74d176fd8c5e06db244d42874e70104b1ebd434e522ee
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-09-D5-CROSS-DOMAIN-RECONCILIATION-v1.0_unzipped/D5-CROSS-DOMAIN-RECONCILIATION-MATRIX-v1.0.md,4376,7c4998a1b2fba9179c703f9247eeaa7073fa04d13c29e44e147f661bf9103890
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-09-D5-CROSS-DOMAIN-RECONCILIATION-v1.0_unzipped/RUMAHAGEN-CROSS-AEP-STEP-09-D5-POST-EDIT-RECONCILIATION-v1.0.md,10766,9606beee8871b408d8aaa35c7c4cbb997a9ec66b917c47e1b0bf6078687a8554
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-09-D5-POST-EDIT-RECONCILIATION-v1.0.docx,38815,dd559f4a85a741ab38c4df1d00c830ee9130755298b938685b7c5df830b89a80
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/D6-CANONICAL-AEP-STATE-MATRIX-v1.0.md,734,9674b86df9a976f172ec14ade2dc9ee7e361f844d2bc7a58954fcc513b296752
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/D6-CANONICAL-CROSS-AEP-HANDOFF-CONTRACTS-v1.0.md,1032,db4f6a842d7cf5f2794790ff285726d3ba669f49d6024f1bb8c46f00dfaea476
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/D6-GLOBAL-CONTROLLED-RESIDUAL-REGISTER-v1.0.md,1382,58867b528136e9255b779ce0f685fb42574fccc15ea60f43ef45b171cb14e7cc
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/D6-IMPLEMENTATION-AUTHORIZATION-HOLD-v1.0.md,724,3e337bf23e400eaf02bf9af799ed7b845ab1d3108a989f684e3d61cf66119d1a
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/RUMAHAGEN-ARCHITECTURE-DECISION-RECORDS-v1.1-D6-CROSS-AEP-CONTROL.md,132385,37310ce49e5f530d6923556c2f1341430d99d23d7efd68190837410f6344609f
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/RUMAHAGEN-CHANGELOG-v0.7.21-D6-GLOBAL-SYNCHRONIZED.md,173473,6383ed86af0b2c241c7f12ebf69c0c66be751525917147ad603081a152d44c8c
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/RUMAHAGEN-CROSS-AEP-STEP-10-D6-POST-EDIT-RECONCILIATION-v1.0.md,2992,746409956d5a75f61cc9160075ba39dbd90324de6a126641561b48e1741b7a25
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/RUMAHAGEN-CURRENT-PROJECT-STATE-rev11-D6-GLOBAL-SYNCHRONIZED.md,53592,3a571b0e16d8c600b73ed6483151f336b37ea6002b6b7943e9067f4455b4ec02
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/RUMAHAGEN-PROJECT-CONSTITUTION-v1.10-D6-GLOBAL-SYNCHRONIZED.md,91946,5075c076cc1406de9effcb96a5459c1a609ec097f3202ba0e8600abb4c206a91
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/RUMAHAGEN-SYSTEM-ARCHITECTURE-v1.7-D6-GLOBAL-SYNCHRONIZED.md,127590,c378a044531a4093ae6baee09b0029bd9ac68b7c3edf83aac2a8bf94dfdc4e35
RumahAgen Cross/RUMAHAGEN-CROSS-AEP-STEP-10-D6-GLOBAL-BASELINE-SYNCHRONIZATION-v1.0_unzipped/RUMAHAGEN-document-governance-baseline-register-v1.10-D6-GLOBAL-SYNCHRONIZED.md,128029,726e094363661c19d44a15157949650f1630c151e31c02a33c4521da490160e3
